complex type	sequence id	index	ortholog
glutamyl-tRNA(Gln) amidotransferase complex	Schizosaccharomyces_pombe@Seq_4773	121_4772	OG2448
glutathione synthase complex	Schizosaccharomyces_pombe@Seq_2967	121_2966	OG2031
glycine cleavage complex	Schizosaccharomyces_pombe@Seq_1411	121_1410	OG4171
glycine cleavage complex	Schizosaccharomyces_pombe@Seq_2621	121_2620	OG3429
glycine cleavage complex	Schizosaccharomyces_pombe@Seq_3102	121_3101	OG2227
glycine cleavage complex	Schizosaccharomyces_pombe@Seq_3673	121_3672	OG1629
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	Schizosaccharomyces_pombe@Seq_1150	121_1149	OG2136
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	Schizosaccharomyces_pombe@Seq_2701	121_2700	OG3738
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	Schizosaccharomyces_pombe@Seq_809	121_808	OG2420
glycosylphosphatidylinositol-mannosyltransferase I complex	Schizosaccharomyces_pombe@Seq_1288	121_1287	OG4057
glycosylphosphatidylinositol-mannosyltransferase I complex	Schizosaccharomyces_pombe@Seq_812	121_811	OG3522
glycosylphosphatidylinositol-mannosyltransferase II complex	Schizosaccharomyces_pombe@Seq_2133	121_2132	OG9121
glycosylphosphatidylinositol-mannosyltransferase II complex	Schizosaccharomyces_pombe@Seq_683	121_682	OG4301
guanyl-nucleotide exchange factor complex	Schizosaccharomyces_pombe@Seq_4344	121_4343	OG4737
i-AAA complex	Schizosaccharomyces_pombe@Seq_1082	121_1081	OG1618
i-AAA complex	Schizosaccharomyces_pombe@Seq_59	121_58	OG12607
inositol phosphoceramide synthase complex	Schizosaccharomyces_pombe@Seq_2213	121_2212	OG4259
inositol phosphoceramide synthase complex	Schizosaccharomyces_pombe@Seq_3968	121_3967	OG1242
kinesin I complex	Schizosaccharomyces_pombe@Seq_2811	121_2810	OG2729
kinesin I complex	Schizosaccharomyces_pombe@Seq_3803	121_3802	OG2729
lateral cortical node	Schizosaccharomyces_pombe@Seq_1907	121_1906	OG136804
lateral cortical node	Schizosaccharomyces_pombe@Seq_241	121_240	OG3144
m-AAA complex	Schizosaccharomyces_pombe@Seq_400	121_399	OG1047
mRNA cap binding complex	Schizosaccharomyces_pombe@Seq_1158	121_1157	OG1818
mRNA cap binding complex	Schizosaccharomyces_pombe@Seq_2243	121_2242	OG13664
mRNA cap binding complex	Schizosaccharomyces_pombe@Seq_4892	121_4891	OG4096
mRNA cap methyltransferase complex	Schizosaccharomyces_pombe@Seq_4869	121_4868	OG3247
mRNA cap methyltransferase complex	Schizosaccharomyces_pombe@Seq_571	121_570	OG4355
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_1056	121_1055	OG2407
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_1357	121_1356	OG3795
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_1832	121_1831	OG2298
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_2287	121_2286	OG10802
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_2421	121_2420	OG3590
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_306	121_305	OG2143
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_3385	121_3384	OG1066
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_3455	121_3454	OG2073
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_3510	121_3509	OG3713
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_3685	121_3684	OG2081
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_4174	121_4173	OG5129
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_4357	121_4356	OG1452
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_4896	121_4895	OG2154
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_5056	121_5055	OG2945
mRNA cleavage and polyadenylation specificity factor complex	Schizosaccharomyces_pombe@Seq_668	121_667	OG1609
mRNA cleavage factor complex	Schizosaccharomyces_pombe@Seq_2042	121_2041	OG2490
mRNA cleavage factor complex	Schizosaccharomyces_pombe@Seq_2818	121_2817	OG2827
mRNA cleavage factor complex	Schizosaccharomyces_pombe@Seq_3845	121_3844	OG1853
mRNA cleavage factor complex	Schizosaccharomyces_pombe@Seq_4809	121_4808	OG2033
mannosyltransferase complex	Schizosaccharomyces_pombe@Seq_2029	121_2028	OG1502
mediator complex	Schizosaccharomyces_pombe@Seq_1177	121_1176	OG131880
mediator complex	Schizosaccharomyces_pombe@Seq_1637	121_1636	OG4058
mediator complex	Schizosaccharomyces_pombe@Seq_1748	121_1747	OG3926
mediator complex	Schizosaccharomyces_pombe@Seq_1802	121_1801	OG3344
mediator complex	Schizosaccharomyces_pombe@Seq_2	121_1	OG195744
mediator complex	Schizosaccharomyces_pombe@Seq_2006	121_2005	OG204088
mediator complex	Schizosaccharomyces_pombe@Seq_2080	121_2079	OG26647
mediator complex	Schizosaccharomyces_pombe@Seq_2085	121_2084	OG3362
mediator complex	Schizosaccharomyces_pombe@Seq_265	121_264	OG7483
mediator complex	Schizosaccharomyces_pombe@Seq_2955	121_2954	OG5249
mediator complex	Schizosaccharomyces_pombe@Seq_3029	121_3028	OG156151
mediator complex	Schizosaccharomyces_pombe@Seq_312	121_311	OG3321
mediator complex	Schizosaccharomyces_pombe@Seq_3240	121_3239	OG3830
mediator complex	Schizosaccharomyces_pombe@Seq_367	121_366	OG2663
mediator complex	Schizosaccharomyces_pombe@Seq_4112	121_4111	OG227327
mediator complex	Schizosaccharomyces_pombe@Seq_4619	121_4618	OG2898
mediator complex	Schizosaccharomyces_pombe@Seq_4683	121_4682	OG4190
mediator complex	Schizosaccharomyces_pombe@Seq_4736	121_4735	OG2138
mediator complex	Schizosaccharomyces_pombe@Seq_4821	121_4820	OG3163
mediator complex	Schizosaccharomyces_pombe@Seq_4957	121_4956	OG3755
mediator complex	Schizosaccharomyces_pombe@Seq_916	121_915	OG4661
meiotic nuclear membrane microtubule tethering complex	Schizosaccharomyces_pombe@Seq_2096	121_2095	OG181062
meiotic nuclear membrane microtubule tethering complex	Schizosaccharomyces_pombe@Seq_3287	121_3286	OG7713
meiotic nuclear membrane microtubule tethering complex	Schizosaccharomyces_pombe@Seq_4263	121_4262	OG175375
meiotic septin complex	Schizosaccharomyces_pombe@Seq_1766	121_1765	OG195298
meiotic septin complex	Schizosaccharomyces_pombe@Seq_3723	121_3722	OG72141
meiotic septin complex	Schizosaccharomyces_pombe@Seq_4836	121_4835	OG2015
meiotic septin complex	Schizosaccharomyces_pombe@Seq_5130	121_5129	OG69154
minus-end kinesin complex	Schizosaccharomyces_pombe@Seq_3077	121_3076	OG1583
mitochondrial DNA-directed RNA polymerase complex	Schizosaccharomyces_pombe@Seq_3741	121_3740	OG3234
mitochondrial DNA-directed RNA polymerase complex	Schizosaccharomyces_pombe@Seq_4360	121_4359	OG2077
mitochondrial inner membrane peptidase complex	Schizosaccharomyces_pombe@Seq_3871	121_3870	OG3201
mitochondrial inner membrane peptidase complex	Schizosaccharomyces_pombe@Seq_803	121_802	OG2840
mitochondrial intermembrane space protein transporter complex	Schizosaccharomyces_pombe@Seq_1670	121_1669	OG4142
mitochondrial intermembrane space protein transporter complex	Schizosaccharomyces_pombe@Seq_3832	121_3831	OG4157
mitochondrial intermembrane space protein transporter complex	Schizosaccharomyces_pombe@Seq_4211	121_4210	OG4297
mitochondrial intermembrane space protein transporter complex	Schizosaccharomyces_pombe@Seq_4846	121_4845	OG1382
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1053	121_1052	OG4843
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1213	121_1212	OG3635
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1307	121_1306	OG12969
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1493	121_1492	OG3726
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1663	121_1662	OG21947
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1704	121_1703	OG4052
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1775	121_1774	OG1956
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1904	121_1903	OG3015
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2108	121_2107	OG4363
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2173	121_2172	OG2447
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2346	121_2345	OG2496
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2407	121_2406	OG2131
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_27	121_26	OG3268
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2727	121_2726	OG1039
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2766	121_2765	OG88703
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2773	121_2772	OG3222
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2961	121_2960	OG1161
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3026	121_3025	OG2408
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3120	121_3119	OG2773
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3121	121_3120	OG3085
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3191	121_3190	OG3184
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3231	121_3230	OG84068
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3325	121_3324	OG3572
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3329	121_3328	OG3976
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3355	121_3354	OG4637
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3452	121_3451	OG3335
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3626	121_3625	OG3666
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3630	121_3629	OG2764
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3684	121_3683	OG3364
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3705	121_3704	OG3140
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4013	121_4012	OG4599
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_42	121_41	OG175340
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4250	121_4249	OG14373
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4271	121_4270	OG1895
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4331	121_4330	OG205303
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4411	121_4410	OG3579
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4564	121_4563	OG118507
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4784	121_4783	OG3339
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4958	121_4957	OG2399
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4972	121_4971	OG91978
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_509	121_508	OG1643
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_5127	121_5126	OG2662
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_590	121_589	OG4236
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_607	121_606	OG3720
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_782	121_781	OG3176
mitochondrial large ribosomal subunit	Schizosaccharomyces_pombe@Seq_95	121_94	OG3392
mitochondrial outer membrane translocase complex	Schizosaccharomyces_pombe@Seq_1169	121_1168	OG154205
mitochondrial outer membrane translocase complex	Schizosaccharomyces_pombe@Seq_1342	121_1341	OG1441
mitochondrial outer membrane translocase complex	Schizosaccharomyces_pombe@Seq_1491	121_1490	OG155487
mitochondrial outer membrane translocase complex	Schizosaccharomyces_pombe@Seq_2034	121_2033	OG3798
mitochondrial outer membrane translocase complex	Schizosaccharomyces_pombe@Seq_211	121_210	OG2206
mitochondrial outer membrane translocase complex	Schizosaccharomyces_pombe@Seq_449	121_448	OG1972
mitochondrial oxoglutarate dehydrogenase complex	Schizosaccharomyces_pombe@Seq_2724	121_2723	OG1924
mitochondrial oxoglutarate dehydrogenase complex	Schizosaccharomyces_pombe@Seq_3673	121_3672	OG1629
mitochondrial oxoglutarate dehydrogenase complex	Schizosaccharomyces_pombe@Seq_433	121_432	OG1585
mitochondrial processing peptidase complex	Schizosaccharomyces_pombe@Seq_288	121_287	OG1608
mitochondrial processing peptidase complex	Schizosaccharomyces_pombe@Seq_4606	121_4605	OG2540
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Schizosaccharomyces_pombe@Seq_182	121_181	OG3794
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Schizosaccharomyces_pombe@Seq_2382	121_2381	OG4198
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Schizosaccharomyces_pombe@Seq_3013	121_3012	OG3958
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Schizosaccharomyces_pombe@Seq_3649	121_3648	OG151872
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Schizosaccharomyces_pombe@Seq_4853	121_4852	OG90707
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Schizosaccharomyces_pombe@Seq_4918	121_4917	OG73813
mitochondrial proton-transporting ATP synthase, catalytic core	Schizosaccharomyces_pombe@Seq_1259	121_1258	OG1802
mitochondrial proton-transporting ATP synthase, catalytic core	Schizosaccharomyces_pombe@Seq_2655	121_2654	OG1533
mitochondrial proton-transporting ATP synthase, central stalk	Schizosaccharomyces_pombe@Seq_2016	121_2015	OG2644
mitochondrial proton-transporting ATP synthase, central stalk	Schizosaccharomyces_pombe@Seq_2828	121_2827	OG227100
mitochondrial proton-transporting ATP synthase, central stalk	Schizosaccharomyces_pombe@Seq_3617	121_3616	OG2402
mitochondrial proton-transporting ATP synthase, stator stalk	Schizosaccharomyces_pombe@Seq_1371	121_1370	OG2701
mitochondrial proton-transporting ATP synthase, stator stalk	Schizosaccharomyces_pombe@Seq_467	121_466	OG3747
mitochondrial proton-transporting ATP synthase, stator stalk	Schizosaccharomyces_pombe@Seq_5003	121_5002	OG2132
mitochondrial pyruvate dehydrogenase complex	Schizosaccharomyces_pombe@Seq_1992	121_1991	OG2071
mitochondrial pyruvate dehydrogenase complex	Schizosaccharomyces_pombe@Seq_2245	121_2244	OG4108
mitochondrial pyruvate dehydrogenase complex	Schizosaccharomyces_pombe@Seq_3600	121_3599	OG2807
mitochondrial pyruvate dehydrogenase complex	Schizosaccharomyces_pombe@Seq_3673	121_3672	OG1629
mitochondrial pyruvate dehydrogenase complex	Schizosaccharomyces_pombe@Seq_3902	121_3901	OG1959
mitochondrial pyruvate dehydrogenase complex	Schizosaccharomyces_pombe@Seq_598	121_597	OG3294
mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	Schizosaccharomyces_pombe@Seq_1090	121_1089	OG2704
mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	Schizosaccharomyces_pombe@Seq_3070	121_3069	OG1287
mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	Schizosaccharomyces_pombe@Seq_3687	121_3686	OG2112
mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	Schizosaccharomyces_pombe@Seq_3900	121_3899	OG1275
mitochondrial respiratory chain complex III	Schizosaccharomyces_pombe@Seq_1101	121_1100	OG2006
mitochondrial respiratory chain complex III	Schizosaccharomyces_pombe@Seq_1599	121_1598	OG4744
mitochondrial respiratory chain complex III	Schizosaccharomyces_pombe@Seq_1615	121_1614	OG3575
mitochondrial respiratory chain complex III	Schizosaccharomyces_pombe@Seq_2027	121_2026	OG4360
mitochondrial respiratory chain complex III	Schizosaccharomyces_pombe@Seq_2261	121_2260	OG3208
mitochondrial respiratory chain complex III	Schizosaccharomyces_pombe@Seq_3818	121_3817	OG2248
mitochondrial respiratory chain complex III	Schizosaccharomyces_pombe@Seq_3965	121_3964	OG4352
mitochondrial respiratory chain complex III	Schizosaccharomyces_pombe@Seq_4492	121_4491	OG198027
mitochondrial respiratory chain complex IV	Schizosaccharomyces_pombe@Seq_1137	121_1136	OG4316
mitochondrial respiratory chain complex IV	Schizosaccharomyces_pombe@Seq_1986	121_1985	OG63006
mitochondrial respiratory chain complex IV	Schizosaccharomyces_pombe@Seq_226	121_225	OG4118
mitochondrial respiratory chain complex IV	Schizosaccharomyces_pombe@Seq_2376	121_2375	OG140418
mitochondrial respiratory chain complex IV	Schizosaccharomyces_pombe@Seq_3294	121_3293	OG4555
mitochondrial respiratory chain complex IV	Schizosaccharomyces_pombe@Seq_3476	121_3475	OG2714
mitochondrial respiratory chain complex IV	Schizosaccharomyces_pombe@Seq_4146	121_4145	OG3505
mitochondrial respiratory chain complex IV	Schizosaccharomyces_pombe@Seq_4659	121_4658	OG1254
mitochondrial respiratory chain complex IV	Schizosaccharomyces_pombe@Seq_5109	121_5108	OG86747
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_1267	121_1266	OG78917
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_1368	121_1367	OG3989
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_1500	121_1499	OG147122
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_1585	121_1584	OG2614
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_1638	121_1637	OG3882
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_1684	121_1683	OG4279
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_1700	121_1699	OG2534
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_1754	121_1753	OG42627
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_2099	121_2098	OG3873
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_2149	121_2148	OG3153
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_2205	121_2204	OG3533
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_2241	121_2240	OG3210
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_2534	121_2533	OG2125
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_2846	121_2845	OG2988
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_3372	121_3371	OG2231
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_3379	121_3378	OG120898
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_3454	121_3453	OG3282
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_3699	121_3698	OG2636
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_3898	121_3897	OG3275
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4212	121_4211	OG2393
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4463	121_4462	OG3487
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4592	121_4591	OG3034
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4670	121_4669	OG65384
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4799	121_4798	OG3539
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4843	121_4842	OG31632
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4867	121_4866	OG3564
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4882	121_4881	OG4914
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4995	121_4994	OG2922
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_5010	121_5009	OG3534
mitochondrial small ribosomal subunit	Schizosaccharomyces_pombe@Seq_872	121_871	OG110853
mitotic checkpoint complex	Schizosaccharomyces_pombe@Seq_3110	121_3109	OG2889
mitotic checkpoint complex	Schizosaccharomyces_pombe@Seq_4590	121_4589	OG1577
mitotic checkpoint complex	Schizosaccharomyces_pombe@Seq_4753	121_4752	OG3328
mitotic septin complex	Schizosaccharomyces_pombe@Seq_346	121_345	OG2370
mitotic septin complex	Schizosaccharomyces_pombe@Seq_370	121_369	OG1923
mitotic septin complex	Schizosaccharomyces_pombe@Seq_4089	121_4088	OG1474
mitotic septin complex	Schizosaccharomyces_pombe@Seq_4836	121_4835	OG2015
monopolin complex	Schizosaccharomyces_pombe@Seq_2974	121_2973	OG179920
monopolin complex	Schizosaccharomyces_pombe@Seq_4148	121_4147	OG76859
multi-eIF complex	Schizosaccharomyces_pombe@Seq_4284	121_4283	OG1834
myosin I complex	Schizosaccharomyces_pombe@Seq_1279	121_1278	OG1202
myosin I complex	Schizosaccharomyces_pombe@Seq_2420	121_2419	OG77674
myosin I complex	Schizosaccharomyces_pombe@Seq_4347	121_4346	OG3526
myosin II complex	Schizosaccharomyces_pombe@Seq_1626	121_1625	OG5123
myosin II complex	Schizosaccharomyces_pombe@Seq_1991	121_1990	OG1747
myosin II complex	Schizosaccharomyces_pombe@Seq_3432	121_3431	OG2426
myosin II complex	Schizosaccharomyces_pombe@Seq_4224	121_4223	OG1747
nascent polypeptide-associated complex	Schizosaccharomyces_pombe@Seq_408	121_407	OG2410
nascent polypeptide-associated complex	Schizosaccharomyces_pombe@Seq_4739	121_4738	OG2261
negative cofactor 2 complex	Schizosaccharomyces_pombe@Seq_4795	121_4794	OG2699
nuclear DNA replication factor C complex	Schizosaccharomyces_pombe@Seq_1686	121_1685	OG2330
nuclear DNA replication factor C complex	Schizosaccharomyces_pombe@Seq_2563	121_2562	OG2291
nuclear DNA replication factor C complex	Schizosaccharomyces_pombe@Seq_3159	121_3158	OG12230
nuclear DNA replication factor C complex	Schizosaccharomyces_pombe@Seq_326	121_325	OG2996
nuclear DNA replication factor C complex	Schizosaccharomyces_pombe@Seq_4440	121_4439	OG1554
nuclear DNA replication factor C complex	Schizosaccharomyces_pombe@Seq_4556	121_4555	OG2839
nuclear MIS12/MIND complex	Schizosaccharomyces_pombe@Seq_2591	121_2590	OG3295
nuclear MIS12/MIND complex	Schizosaccharomyces_pombe@Seq_3071	121_3070	OG4495
nuclear MIS12/MIND complex	Schizosaccharomyces_pombe@Seq_4311	121_4310	OG4654
nuclear MIS12/MIND complex	Schizosaccharomyces_pombe@Seq_4607	121_4606	OG3440
nuclear RNA export factor complex	Schizosaccharomyces_pombe@Seq_159	121_158	OG3272
nuclear RNA export factor complex	Schizosaccharomyces_pombe@Seq_1798	121_1797	OG7808
nuclear RNA-directed RNA polymerase complex	Schizosaccharomyces_pombe@Seq_1731	121_1730	OG225751
nuclear RNA-directed RNA polymerase complex	Schizosaccharomyces_pombe@Seq_2911	121_2910	OG11335
nuclear RNA-directed RNA polymerase complex	Schizosaccharomyces_pombe@Seq_4479	121_4478	OG14772
nuclear SCF ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_1856	121_1855	OG2575
nuclear SCF ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_2514	121_2513	OG3051
nuclear SCF ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_2526	121_2525	OG2479
nuclear SCF ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_286	121_285	OG31801
nuclear SCF ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_3756	121_3755	OG1763
nuclear SCF ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_4693	121_4692	OG3070
nuclear SCF ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_632	121_631	OG1763
nuclear cap binding complex	Schizosaccharomyces_pombe@Seq_1410	121_1409	OG10238
nuclear cap binding complex	Schizosaccharomyces_pombe@Seq_3154	121_3153	OG2725
nuclear cap binding complex	Schizosaccharomyces_pombe@Seq_4255	121_4254	OG1726
nuclear condensin complex	Schizosaccharomyces_pombe@Seq_2632	121_2631	OG1820
nuclear condensin complex	Schizosaccharomyces_pombe@Seq_2723	121_2722	OG1699
nuclear condensin complex	Schizosaccharomyces_pombe@Seq_3111	121_3110	OG1520
nuclear condensin complex	Schizosaccharomyces_pombe@Seq_3598	121_3597	OG2533
nuclear condensin complex	Schizosaccharomyces_pombe@Seq_65	121_64	OG1225
nuclear cyclin-dependent protein kinase holoenzyme complex	Schizosaccharomyces_pombe@Seq_3737	121_3736	OG3468
nuclear cyclin-dependent protein kinase holoenzyme complex	Schizosaccharomyces_pombe@Seq_3913	121_3912	OG3501
nuclear exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_1652	121_1651	OG136635
nuclear exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_1699	121_1698	OG2886
nuclear exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_1843	121_1842	OG1817
nuclear exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_1951	121_1950	OG2144
nuclear exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_2266	121_2265	OG2066
nuclear exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_2648	121_2647	OG3549
nuclear exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_2721	121_2720	OG10064
nuclear exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_3099	121_3098	OG2312
nuclear exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_3635	121_3634	OG3312
nuclear exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_3769	121_3768	OG3117
nuclear exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_663	121_662	OG1886
nuclear exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_704	121_703	OG2484
nuclear exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_716	121_715	OG12981
nuclear meiotic cohesin complex	Schizosaccharomyces_pombe@Seq_4788	121_4787	OG84249
nuclear meiotic cohesin complex	Schizosaccharomyces_pombe@Seq_749	121_748	OG12718
nuclear membrane complex Bqt3-Bqt4	Schizosaccharomyces_pombe@Seq_2982	121_2981	OG129856
nuclear membrane complex Bqt3-Bqt4	Schizosaccharomyces_pombe@Seq_73	121_72	OG139456
nuclear mitotic cohesin complex	Schizosaccharomyces_pombe@Seq_2323	121_2322	OG1715
nuclear mitotic cohesin complex	Schizosaccharomyces_pombe@Seq_2328	121_2327	OG10069
nuclear mitotic cohesin complex	Schizosaccharomyces_pombe@Seq_3002	121_3001	OG4404
nuclear mitotic cohesin complex	Schizosaccharomyces_pombe@Seq_84	121_83	OG2067
nuclear nucleosome	Schizosaccharomyces_pombe@Seq_4396	121_4395	OG1093
nuclear nucleosome	Schizosaccharomyces_pombe@Seq_5097	121_5096	OG4208
nuclear nucleosome	Schizosaccharomyces_pombe@Seq_785	121_784	OG1027
nuclear nucleosome	Schizosaccharomyces_pombe@Seq_870	121_869	OG1088
nuclear nucleosome	Schizosaccharomyces_pombe@Seq_961	121_960	OG1031
nuclear origin of replication recognition complex	Schizosaccharomyces_pombe@Seq_1597	121_1596	OG26591
