sce:YNL113W	ko:K03020
sce:YOL062C	ko:K11826
sce:YGR261C	ko:K12397
sce:YIL138C	ko:K17945
sce:YMR004W	ko:K17922
sce:YIL159W	ko:K17971
sce:YNL032W	ko:K18045
sce:YDR067C	ko:K18046
sce:YLR285W	ko:K17878
sce:YLL013C	ko:K17944
sce:YNL242W	ko:K17906
sce:YFR021W	ko:K17908
sce:YNL079C	ko:K17945
sce:YCL064C	ko:K17989
sce:YJL112W	ko:K17970
sce:YKR036C	ko:K17970
sce:YML104C	ko:K17887
sce:YBR276C	ko:K04459
sce:YBL059C-A	ko:K18172
sce:YPL189C-A	ko:K18174
sce:YDR435C	ko:K18203
sce:YLL018C-A	ko:K18183
sce:YDR079W	ko:K18187
sce:YMR244C-A	ko:K18179
sce:YIL098C	ko:K18191
sce:YHR116W	ko:K18185
sce:YKL053C-A	ko:K17968
sce:YNL304W	ko:K17977
sce:YLR190W	ko:K17976
sce:YDR150W	ko:K17978
sce:YHR194W	ko:K17979
sce:YOR147W	ko:K17980
sce:YDL149W	ko:K17907
sce:YMR145C	ko:K17871
sce:YML120C	ko:K17871
sce:YIL146C	ko:K17984
sce:YLR431C	ko:K17909
sce:YOR357C	ko:K17918
sce:YJL036W	ko:K17919
sce:YDR470C	ko:K17967
sce:YIL065C	ko:K17969
sce:YPR131C	ko:K17972
sce:YOL076W	ko:K17973
sce:YPR199C	ko:K09043
sce:YIL157C	ko:K18173
sce:YDR231C	ko:K18184
sce:YGR112W	ko:K14998
sce:YOL071W	ko:K18168
sce:YKL137W	ko:K18171
sce:YJL062W-A	ko:K18176
sce:YLR218C	ko:K18177
sce:YJR034W	ko:K18178
sce:YML129C	ko:K18181
sce:YJL003W	ko:K18182
sce:YER058W	ko:K18188
sce:YLR393W	ko:K18192
sce:YNL332W	ko:K18278
sce:YPR018W	ko:K10750
sce:YLR080W	ko:K10080
sce:YJR156C	ko:K18278
sce:YDL244W	ko:K18278
sce:YDR284C	ko:K18693
sce:YFL058W	ko:K18278
sce:YOL080C	ko:K18327
sce:YHL013C	ko:K18342
sce:YGL238W	ko:K18423
sce:YFL048C	ko:K10080
sce:YLL040C	ko:K19525
sce:YKL132C	ko:K20457
sce:YKL140W	ko:K01052
sce:YOR108W	ko:K01649
sce:YHR033W	ko:K00931
sce:YNL023C	ko:K12236
sce:YHR012W	ko:K18467
sce:YDR465C	ko:K18477
sce:YDR170C	ko:K18442
sce:YJL044C	ko:K18469
sce:YDR516C	ko:K00844
sce:YMR207C	ko:K11262
sce:YJL053W	ko:K18466
sce:YJL154C	ko:K18468
sce:YGL224C	ko:K18551
sce:YJR051W	ko:K18561
sce:YGR119C	ko:K14308
sce:YKL057C	ko:K14303
sce:YOL008W	ko:K18588
sce:YOR155C	ko:K18550
sce:YEL047C	ko:K18561
sce:YER078C	ko:K18573
sce:YDL166C	ko:K18532
sce:YHR129C	ko:K16575
sce:YJR065C	ko:K18584
sce:YMR294W	ko:K18599
sce:YPL174C	ko:K04648
sce:YKL068W	ko:K14297
sce:YLL049W	ko:K18600
sce:YLR429W	ko:K13886
sce:YDR204W	ko:K18586
sce:YLR201C	ko:K18587
sce:YHR100C	ko:K01094
sce:YIL140W	ko:K18637
sce:YNL233W	ko:K18638
sce:YCL024W	ko:K18639
sce:YER105C	ko:K14312
sce:YDR164C	ko:K15292
sce:tX_XXX_D	ko:K14233
sce:Q0020	ko:K01979
sce:YJL141C	ko:K18670
sce:YPL206C	ko:K18694
sce:YDL088C	ko:K18717
sce:YDL207W	ko:K18723
sce:YCL037C	ko:K18757
sce:YDR192C	ko:K18716
sce:YMR129W	ko:K18725
sce:YDL091C	ko:K18726
sce:YDR138W	ko:K18712
sce:YHR167W	ko:K18713
sce:YML062C	ko:K18714
sce:YGL092W	ko:K18720
sce:YBL032W	ko:K18738
sce:YKL212W	ko:K21797
sce:YPR129W	ko:K18749
sce:YOR163W	ko:K07766
sce:YLR018C	ko:K18724
sce:YIL115C	ko:K18715
sce:YMR153W	ko:K14313
sce:YAR002W	ko:K18718
sce:YJL061W	ko:K18719
sce:YOR098C	ko:K18721
sce:YLR335W	ko:K18722
sce:YER035W	ko:K18759
sce:YGL222C	ko:K18759
sce:YMR255W	ko:K18731
sce:YER063W	ko:K18732
sce:YKL130C	ko:K18736
sce:YBR130C	ko:K18737
sce:YBR172C	ko:K18730
sce:YPL105C	ko:K18730
sce:YDR293C	ko:K18748
sce:YIL097W	ko:K18624
sce:YJR049C	ko:K00858
sce:YPL110C	ko:K18696
sce:YMR069W	ko:K20794
sce:YNL199C	ko:K21671
sce:YOR066W	ko:K21628
sce:YPR193C	ko:K18852
sce:YLR237W	ko:K03457
sce:YDR376W	ko:K18914
sce:YPL230W	ko:K21544
sce:YNL027W	ko:K21543
sce:YEL052W	ko:K18798
sce:YHR109W	ko:K18804
sce:YNL007C	ko:K09510
sce:YCR020C-A	ko:K20824
sce:YBR141C	ko:K18849
sce:YDR066C	ko:K20827
sce:YER139C	ko:K20827
sce:YIL110W	ko:K18803
sce:YDR527W	ko:K20826
sce:YNL191W	ko:K18802
sce:YNL036W	ko:K01673
sce:YGL067W	ko:K03426
sce:YEL066W	ko:K18852
sce:YLR446W	ko:K00844
sce:YBR268W	ko:K17435
sce:YFR038W	ko:K19001
sce:YDL120W	ko:K19054
sce:YML125C	ko:K00326
sce:YMR110C	ko:K00128
sce:YLL062C	ko:K00547
sce:YBR245C	ko:K11654
sce:YOR304W	ko:K11654
sce:YER024W	ko:K00624
sce:YGL192W	ko:K05925
sce:YJL155C	ko:K19029
sce:YHR013C	ko:K20791
sce:YKR058W	ko:K00750
sce:YJL137C	ko:K00750
sce:YNL049C	ko:K14007
sce:YCR067C	ko:K14003
sce:YCL033C	ko:K07305
sce:YHL018W	ko:K01724
sce:YDL193W	ko:K19177
sce:YNL333W	ko:K06215
sce:YMR263W	ko:K19202
sce:YKL055C	ko:K00059
sce:YJR119C	ko:K11446
sce:YLL057C	ko:K19245
sce:YPL188W	ko:K19386
sce:YNR067C	ko:K01180
sce:YLR144C	ko:K01180
sce:YBL047C	ko:K12472
sce:YCR054C	ko:K19323
sce:YNL265C	ko:K19476
sce:YDR129C	ko:K17275
sce:YCR047C	ko:K19306
sce:YDL161W	ko:K12471
sce:YOR181W	ko:K05747
sce:YKR001C	ko:K17065
sce:YOR003W	ko:K01336
sce:YJR125C	ko:K12471
sce:YDR140W	ko:K19589
sce:YKL079W	ko:K10396
sce:YER031C	ko:K07905
sce:YDR388W	ko:K12562
sce:YJR031C	ko:K18443
sce:YOR089C	ko:K07889
sce:YNR026C	ko:K14003
sce:YNL287W	ko:K17267
sce:YNR056C	ko:K19565
sce:YEL007W	ko:K21631
sce:YLR356W	ko:K19717
sce:YNR051C	ko:K19718
sce:YMR272C	ko:K19703
sce:YDL006W	ko:K19704
sce:YIL123W	ko:K01238
sce:YBR125C	ko:K19705
sce:YMR287C	ko:K19782
sce:tF_GAA_D	ko:K14231
sce:tF_GAA_F	ko:K14231
sce:tF_GAA_H2	ko:K14231
sce:tF_GAA_P2	ko:K14231
sce:tK_UUU_P	ko:K14229
sce:tK_UUU_G2	ko:K14229
sce:tL_CAA_D	ko:K14228
sce:tL_CAA_G3	ko:K14228
sce:tS_GCU_F	ko:K14233
sce:tY_GUA_F2	ko:K14236
sce:tY_GUA_J2	ko:K14236
sce:tW_CCA_G1	ko:K14235
sce:tW_CCA_J	ko:K14235
sce:tW_CCA_P	ko:K14235
sce:tW_CCA_M	ko:K14235
sce:tW_CCA_G2	ko:K14235
sce:YPR170W-B	ko:K19770
sce:YBR207W	ko:K07243
sce:YMR319C	ko:K19792
sce:YMR058W	ko:K19791
sce:YMR102C	ko:K20241
sce:YFL041W	ko:K19791
sce:YNL092W	ko:K19787
sce:YFL061W	ko:K06035
sce:YNL335W	ko:K06035
sce:YBR025C	ko:K19788
sce:YKL017C	ko:K19783
sce:YOL095C	ko:K19781
sce:YHL014C	ko:K19788
sce:YKL094W	ko:K01054
sce:YLR337C	ko:K19475
sce:YCL047C	ko:K19785
sce:YDR315C	ko:K19786
sce:YOR205C	ko:K19829
sce:YDR466W	ko:K06276
sce:YOR127W	ko:K19839
sce:YDR379W	ko:K19839
sce:YCL032W	ko:K19841
sce:YLR371W	ko:K19842
sce:YJR133W	ko:K07101
sce:YGR070W	ko:K19842
sce:YLR425W	ko:K19843
sce:YDR122W	ko:K19852
sce:YLR096W	ko:K19852
sce:YHR205W	ko:K19800
sce:YDR399W	ko:K19836
sce:YER155C	ko:K19844
sce:YDR389W	ko:K19845
sce:YLL021W	ko:K19846
sce:YKL161C	ko:K19847
sce:YDR420W	ko:K19848
sce:YGR014W	ko:K19849
sce:YER169W	ko:K19799
sce:YDR096W	ko:K19798
sce:YLR452C	ko:K19838
sce:YPL115C	ko:K19840
sce:YPR075C	ko:K19850
sce:YIR019C	ko:K19851
sce:YLL026W	ko:K03695
sce:YNL267W	ko:K19801
sce:YER075C	ko:K19806
sce:YHR005C	ko:K19860
sce:YMR042W	ko:K19808
sce:YOR208W	ko:K19806
sce:YBR182C	ko:K19807
sce:YMR097C	ko:K19828
sce:YIL113W	ko:K19812
sce:YMR172W	ko:K19815
sce:YMR164C	ko:K19816
sce:YGR023W	ko:K11245
sce:YDR490C	ko:K06276
sce:YOL100W	ko:K06276
sce:YMR237W	ko:K19881
sce:YLR330W	ko:K19877
sce:YJR004C	ko:K19898
sce:YBR102C	ko:K19986
sce:YIL068C	ko:K06110
sce:YNR049C	ko:K19992
sce:YGR287C	ko:K01182
sce:YOL157C	ko:K01182
sce:YIL172C	ko:K01182
sce:YJL221C	ko:K01182
sce:YBR299W	ko:K01182
sce:YGR292W	ko:K01182
sce:YJL216C	ko:K01182
sce:YER008C	ko:K19983
sce:YLR166C	ko:K19984
sce:YGL233W	ko:K19985
sce:YGR009C	ko:K19950
sce:YKR027W	ko:K19880
sce:YDR373W	ko:K19932
sce:YJL145W	ko:K19996
sce:YDR126W	ko:K20003
sce:YGR100W	ko:K19951
sce:YNL326C	ko:K20028
sce:YOR211C	ko:K22140
sce:YCR030C	ko:K20042
sce:YOR299W	ko:K19881
sce:YDR189W	ko:K19998
sce:YJL099W	ko:K19880
sce:YNL243W	ko:K20040
sce:YDR264C	ko:K20032
sce:YOR034C	ko:K20032
sce:YOR253W	ko:K20793
sce:YNL272C	ko:K19940
sce:YDR538W	ko:K03186
sce:YDR539W	ko:K20039
sce:YHR161C	ko:K20044
sce:YGR241C	ko:K20044
sce:YPR017C	ko:K19952
sce:YBL101C	ko:K20060
sce:YPR030W	ko:K20060
sce:YOR322C	ko:K20059
sce:YFR022W	ko:K20062
sce:YGR068C	ko:K20062
sce:YOR018W	ko:K20062
sce:YDR059C	ko:K06689
sce:YMR231W	ko:K20179
sce:YDL077C	ko:K20183
sce:YGL095C	ko:K12479
sce:YDR080W	ko:K20184
sce:YER110C	ko:K20221
sce:YMR308C	ko:K20222
sce:YAL002W	ko:K20178
sce:YJR132W	ko:K20223
sce:YDR395W	ko:K20223
sce:YGL124C	ko:K20195
sce:YOR373W	ko:K20237
sce:YGR166W	ko:K20311
sce:YJR141W	ko:K20803
sce:YJL084C	ko:K20061
sce:YKR021W	ko:K20061
sce:YKR068C	ko:K20302
sce:YOR115C	ko:K20304
sce:YGL045W	ko:K20063
sce:YDR484W	ko:K20298
sce:YJL029C	ko:K20299
sce:YIL002C	ko:K20279
sce:YNL106C	ko:K20279
sce:YOR109W	ko:K20279
sce:YDL040C	ko:K20792
sce:YDR246W	ko:K20303
sce:YDR407C	ko:K20306
sce:YML097C	ko:K20131
sce:YEL048C	ko:K20312
sce:YDR472W	ko:K20280
sce:YDR495C	ko:K20177
sce:YML071C	ko:K20295
sce:YML077W	ko:K20300
sce:YER157W	ko:K20290
sce:YBR254C	ko:K20301
sce:YPR105C	ko:K20291
sce:YNL041C	ko:K20293
sce:YJL004C	ko:K20318
sce:YMR218C	ko:K20307
sce:YKR020W	ko:K20297
sce:YDR108W	ko:K20305
sce:YBL007C	ko:K20046
sce:YIR006C	ko:K20047
sce:YPL045W	ko:K20180
sce:YNL084C	ko:K20048
sce:YLR148W	ko:K20181
sce:YHR073W	ko:K20463
sce:YLR396C	ko:K20182
sce:YDL234C	ko:K20168
sce:YBR082C	ko:K06689
sce:YGL241W	ko:K20224
sce:YAR002C-A	ko:K20346
sce:YAL042W	ko:K20367
sce:YNL044W	ko:K20359
sce:YOR070C	ko:K20360
sce:YNL263C	ko:K20362
sce:YMR113W	ko:K20457
sce:YAR042W	ko:K20456
sce:YDL019C	ko:K20456
sce:YNL258C	ko:K11578
sce:YFR051C	ko:K20471
sce:YHR001W	ko:K20464
sce:YKR003W	ko:K20464
sce:YPL010W	ko:K20472
sce:YGL145W	ko:K20474
sce:YPL145C	ko:K20465
sce:YOR237W	ko:K20465
sce:YHR110W	ko:K20346
sce:YGL002W	ko:K20346
sce:YGL200C	ko:K20347
sce:YOL138C	ko:K20408
sce:YDL058W	ko:K20361
sce:YBR210W	ko:K20368
sce:YGL054C	ko:K20368
sce:YGR284C	ko:K20369
sce:YEL062W	ko:K20405
sce:YBL104C	ko:K20407
sce:YHL023C	ko:K20406
sce:YJR138W	ko:K20404
sce:YDR128W	ko:K20409
sce:YGR172C	ko:K20363
sce:YKL033W	ko:K20403
sce:YFL027C	ko:K20372
sce:YML012W	ko:K20352
sce:YGL196W	ko:K20498
sce:YLR440C	ko:K20475
sce:YLR039C	ko:K20476
sce:YCL034W	ko:K20524
sce:YFR024C-A	ko:K20523
sce:YDR137W	ko:K20477
sce:YJL100W	ko:K13711
sce:YCR088W	ko:K20520
sce:YJL020C	ko:K20521
sce:YOR367W	ko:K20526
sce:YHR016C	ko:K20523
sce:YGR136W	ko:K20522
sce:YPR154W	ko:K20522
sce:YHR114W	ko:K20121
sce:YBR086C	ko:K19327
sce:YBR260C	ko:K20643
sce:YBR222C	ko:K22133
sce:YOL082W	ko:K21997
sce:YOL083W	ko:K21997
sce:YLR064W	ko:K20724
sce:YLL023C	ko:K20724
sce:YEL053C	ko:K20823
sce:YGR147C	ko:K20815
sce:YAR018C	ko:K20872
sce:Q0158	ko:K01982
sce:YHL016C	ko:K20989
sce:YER093C	ko:K08267
sce:YDL033C	ko:K21027
sce:YJL178C	ko:K21141
sce:YDR017C	ko:K07756
sce:YMR028W	ko:K17606
sce:YBR131W	ko:K21156
sce:YER129W	ko:K21157
sce:YGL179C	ko:K21158
sce:YOR106W	ko:K21155
sce:YJL197W	ko:K11835
sce:YKL038W	ko:K21641
sce:YLR211C	ko:K21145
sce:YKL048C	ko:K16314
sce:YPL166W	ko:K21143
sce:YDR022C	ko:K21144
sce:YPL075W	ko:K21646
sce:YJR110W	ko:K18083
sce:YHR071W	ko:K21197
sce:YIR018W	ko:K09043
sce:YHL009C	ko:K09043
sce:YOL028C	ko:K09043
sce:YOR028C	ko:K09043
sce:YDR259C	ko:K09043
sce:YBR233W	ko:K18738
sce:YGL115W	ko:K07200
sce:YLR223C	ko:K21627
sce:YER130C	ko:K21545
sce:YDL178W	ko:K21618
sce:YLR289W	ko:K21594
sce:YHR177W	ko:K21631
sce:YHL020C	ko:K21642
sce:YEL071W	ko:K21618
sce:YKR077W	ko:K21629
sce:YDR397C	ko:K21751
sce:YER159C	ko:K21752
sce:YPL241C	ko:K21766
sce:YOR349W	ko:K21767
sce:YER007W	ko:K21768
sce:YIR036C	ko:K16216
sce:YMR212C	ko:K21842
sce:YLR242C	ko:K21848
sce:YLR422W	ko:K05727
sce:YGR217W	ko:K21864
sce:YGR198W	ko:K21845
sce:YNL024C	ko:K21804
sce:YFR042W	ko:K21849
sce:YPR159W	ko:K21850
sce:YOL084W	ko:K21989
sce:YNL307C	ko:K22009
sce:YPL100W	ko:K17908
sce:YLL005C	ko:K21989
sce:YDL113C	ko:K21996
sce:YLR241W	ko:K21989
sce:YOR035C	ko:K21991
sce:YMR266W	ko:K21989
sce:YDR425W	ko:K21996
sce:YLR170C	ko:K12394
sce:YBR028C	ko:K22008
sce:YLR411W	ko:K14686
sce:YAL044W-A	ko:K22066
sce:YGL080W	ko:K22138
sce:YPL135W	ko:K22068
sce:YPR067W	ko:K22072
sce:YJR122W	ko:K22073
sce:YKL040C	ko:K22074
sce:YGR243W	ko:K22139
sce:YPL252C	ko:K22071
sce:YNL274C	ko:K00015
sce:YOR390W	ko:K06199
sce:YPL279C	ko:K06199
sce:YHR162W	ko:K22139
sce:YAL046C	ko:K22075
sce:YOR226C	ko:K22068
sce:YKL027W	ko:K22132
sce:YHR003C	ko:K22132
sce:YER048W-A	ko:K22069
