"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"	"Reactions of gene"	"Citations"	"Accession-1"	"Accession-2"
G3O-29781	"YDR194C"	845952	847946	G3O-29781-MONOMER	""	""		"YDR194C"	
G3O-34243	"YPR103W"	732349	733212	G3O-34243-MONOMER	""	3.4.25.1-RXN		"YPR103W"	
G3O-31738	"YJR116W"	640825	641664	G3O-31738-MONOMER	""	""		"YJR116W"	
YHR075C	"YHR075C"	248439	249641	YHR075C-MONOMER	""	MCPMETEST-RXN		"YHR075C"	
G3O-30257	"YER088C"	333176	335188	G3O-30257-MONOMER	""	""		"YER088C"	
G3O-32233	"YLR082C"	292394	293572	G3O-32233-MONOMER	""	""		"YLR082C"	
G3O-32747	"YMR042W"	352603	353136	G3O-32747-MONOMER	""	""		"YMR042W"	
G3O-29186	"YBR262C"	735720	736040	G3O-29186-MONOMER	""	""		"YBR262C"	
G3O-33233	"YNL233W"	211922	214600	G3O-33233-MONOMER	""	""		"YNL233W"	
G3O-30724	"YGL255W"	20978	22108	G3O-30724-MONOMER	""	""		"YGL255W"	
G3O-33744	"YOR253W"	804377	804907	G3O-33744-MONOMER	PWY-7800	RXN-17864 // RXN-17860 // RXN-17863 // RXN-17859 // RXN-17862 // RXN-17861		"YOR253W"	
G3O-31221	"YHR193C"	487712	488236	G3O-31221-MONOMER	""	""		"YHR193C"	
G3O-29763	"YDR174W"	812110	812850	G3O-29763-MONOMER	""	""		"YDR174W"	
G3O-34223	"YPR079W"	698869	700014	G3O-34223-MONOMER	""	""		"YPR079W"	
G3O-31717	"YJR090C"	590872	594327	G3O-31717-MONOMER	""	""		"YJR090C"	
YHR001W	"YHR001W"	106055	107368	YHR001W-MONOMER	""	""		"YHR001W"	
G3O-30235	"YER058W"	271768	272091	G3O-30235-MONOMER	""	""		"YER058W"	
G3O-32216	"YLR063W"	264157	265254	G3O-32216-MONOMER	""	RXN-15845		"YLR063W"	
G3O-32729	"YMR024W"	321875	323047	G3O-32729-MONOMER	""	""		"YMR024W"	
G3O-29168	"YBR237W"	691969	694518	G3O-29168-MONOMER	""	""		"YBR237W"	
G3O-33215	"YNL209W"	252059	253900	G3O-33215-MONOMER	""	""		"YNL209W"	
G3O-30706	"YGL232W"	62075	63002	G3O-30706-MONOMER	""	""		"YGL232W"	
G3O-33727	"YOR229W"	768409	769812	G3O-33727-MONOMER	""	""		"YOR229W"	
G3O-31202	"YHR168W"	440377	441933	G3O-31202-MONOMER	""	RXN0-5462		"YHR168W"	
G3O-29745	"YDR151C"	764178	765155	G3O-29745-MONOMER	""	""		"YDR151C"	
G3O-34204	"YPR049C"	661137	664673	G3O-34204-MONOMER	""	""		"YPR049C"	
G3O-31698	"YJR065C"	557809	559158	G3O-31698-MONOMER	""	""		"YJR065C"	
YGR204W	"YGR204W"	905934	908774	YGR204W-MONOMER	PWY3O-697 // PWY-2201 // PWY-2161 // PWY-1722	METHYLENETHFDEHYDROG-NADP-RXN // FORMATETHFLIG-RXN		"YGR204W"	
G3O-30218	"YER037W"	225889	226854	G3O-30218-MONOMER	""	""		"YER037W"	
G3O-32193	"YLR034C"	210512	211933	G3O-32193-MONOMER	""	""		"YLR034C"	
G3O-32710	"YML132W"	7244	8383	G3O-32710-MONOMER	""	""		"YML132W"	
G3O-29149	"YBR212W"	647886	649904	G3O-29149-MONOMER	""	""		"YBR212W"	
G3O-33194	"YNL183C"	293137	295509	G3O-33194-MONOMER	""	PROTEIN-KINASE-RXN		"YNL183C"	
G3O-30689	"YGL212W"	91432	92382	G3O-30689-MONOMER	""	""		"YGL212W"	
G3O-33708	"YOR204W"	722911	724725	G3O-33708-MONOMER	""	""		"YOR204W"	
G3O-29639	"YDR022C"	488072	488662	G3O-29639-MONOMER	""	""		"YDR022C"	
G3O-31186	"YHR151C"	399268	400848	G3O-31186-MONOMER	""	""		"YHR151C"	
G3O-29727	"YDR128W"	709549	712995	G3O-29727-MONOMER	""	""		"YDR128W"	
G3O-34188	"YPR029C"	624469	626967	G3O-34188-MONOMER	""	""		"YPR029C"	
G3O-31680	"YJR045C"	519638	521602	G3O-31680-MONOMER	""	""		"YJR045C"	
YGR019W	"YGR019W"	525229	526644	YGR019W-MONOMER	GLUDEG-I-PWY-1 // PWY-6536	GABATRANSAM-RXN		"YGR019W"	
G3O-30201	"YER016W"	188277	189311	G3O-30201-MONOMER	""	""		"YER016W"	
G3O-32174	"YLR013W"	171339	171764	G3O-32174-MONOMER	""	""		"YLR013W"	
YPL262W	"YPL262W"	47336	48802	YPL262W-MONOMER	PWY-5690	FUMHYDR-RXN		"YPL262W"	
G3O-32690	"YML107C"	55265	56269	G3O-32690-MONOMER	""	""		"YML107C"	
G3O-29132	"YBR189W"	604508	605508	G3O-29132-MONOMER	""	""		"YBR189W"	
G3O-33177	"YNL161W"	332597	334867	G3O-33177-MONOMER	""	PROTEIN-KINASE-RXN		"YNL161W"	
G3O-30672	"YGL189C"	148229	148588	G3O-30672-MONOMER	""	""		"YGL189C"	
G3O-33691	"YOR179C"	671845	672411	G3O-33691-MONOMER	""	""		"YOR179C"	
G3O-29622	"YDL247W"	5985	7814	G3O-29622-MONOMER	""	""		"YDL247W"	
G3O-31165	"YHR124W"	356561	358444	G3O-31165-MONOMER	""	""		"YHR124W"	
G3O-29709	"YDR107C"	669016	671034	G3O-29709-MONOMER	""	""		"YDR107C"	
G3O-34170	"YPR008W"	573018	575102	G3O-34170-MONOMER	""	""		"YPR008W"	
G3O-31658	"YJR013W"	460382	461593	G3O-31658-MONOMER	""	""		"YJR013W"	
YGL125W	"YGL125W"	272520	274322	YGL125W-MONOMER	PWY3O-697 // PWY-2201	1.5.1.20-RXN		"YGL125W"	
G3O-30179	"YEL064C"	29797	31239	G3O-30179-MONOMER	""	""		"YEL064C"	
G3O-32151	"YLL052C"	35912	36361	G3O-32151-MONOMER	""	""		"YLL052C"	
YOR377W	"YOR377W"	1046226	1047803	YOR377W-MONOMER	PWY-5148	RXN-9666 // RXN-10662 // PALMITOYL-COA-HYDROLASE-RXN // RXN-9624 // THIOESTER-RXN // ACYL-COA-HYDROLASE-RXN // RXN-12954 // RXN-13542 // RXN-9192 // RXN-9244 // RXN-12362 // RXN-12363 // RXN-6762 // ALCOHOL-O-ACETYLTRANSFERASE-RXN	"8085822"	"YOR377W"	
G3O-32672	"YML081W"	104777	108532	G3O-32672-MONOMER	""	""		"YML081W"	
G3O-29115	"YBR165W"	568852	569685	G3O-29115-MONOMER	""	""		"YBR165W"	
G3O-33156	"YNL137C"	368595	370055	G3O-33156-MONOMER	""	""		"YNL137C"	
G3O-30655	"YGL167C"	187616	190468	G3O-30655-MONOMER	""	TRANS-RXN-194		"YGL167C"	
G3O-33675	"YOR158W"	632164	633120	G3O-33675-MONOMER	""	""		"YOR158W"	
G3O-29602	"YDL222C"	60872	61801	G3O-29602-MONOMER	""	""		"YDL222C"	
G3O-31147	"YHR102W"	316572	319814	G3O-31147-MONOMER	""	PROTEIN-KINASE-RXN		"YHR102W"	
G3O-29690	"YDR085C"	614288	616150	G3O-29690-MONOMER	""	""		"YDR085C"	
G3O-34148	"YPL265W"	41043	42869	G3O-34148-MONOMER	""	""		"YPL265W"	
G3O-31637	"YJL209W"	38005	39969	G3O-31637-MONOMER	""	""		"YJL209W"	
YFL056C	"YFL056C"	14305	15431	YFL056C-MONOMER	""	RXN-8580 // RXN-8581 // RXN-9909 // BENZYL-ALCOHOL-DEHYDROGENASE-RXN // ARYL-ALCOHOL-DEHYDROGENASE-RXN // BENZYL-ALC-DEHYDROGENASE-RXN // RXN-662		"YFL056C"	
G3O-30162	"YEL041W"	75944	77431	G3O-30162-MONOMER	PWY-7245 // PWY-7268 // PWY-7269	NADH-KINASE-RXN // NAD-KIN-RXN		"YEL041W"	
G3O-32134	"YLL031C"	77152	80205	G3O-32134-MONOMER	""	""		"YLL031C"	
YOR219C	"YOR219C"	752214	755009	YOR219C-MONOMER	""	3.4.14.1-RXN // RXN-11200		"YOR219C"	
G3O-32654	"YML059C"	153219	158258	G3O-32654-MONOMER	PWY-7367	RXN-14899 // LYSOPHOSPHOLIPASE-RXN		"YML059C"	
G3O-29097	"YBR143C"	530869	532182	G3O-29097-MONOMER	""	""		"YBR143C"	
G3O-33136	"YNL112W"	413639	416281	G3O-33136-MONOMER	""	""		"YNL112W"	
G3O-30638	"YGL144C"	232450	234507	G3O-30638-MONOMER	""	""		"YGL144C"	
G3O-33657	"YOR133W"	575098	577626	G3O-33657-MONOMER	""	""		"YOR133W"	
G3O-29583	"YDL199C"	101290	103353	G3O-29583-MONOMER	""	""		"YDL199C"	
G3O-31130	"YHR083W"	272627	273616	G3O-31130-MONOMER	""	""		"YHR083W"	
G3O-29673	"YDR066C"	581908	582498	G3O-29673-MONOMER	""	""		"YDR066C"	
G3O-34128	"YPL242C"	90622	95109	G3O-34128-MONOMER	""	""		"YPL242C"	
G3O-31619	"YJL185C"	82095	82976	G3O-31619-MONOMER	""	""		"YJL185C"	
YER062C	"YER062C"	279930	280682	YER062C-MONOMER	PWY3O-48	GLYCEROL-1-PHOSPHATASE-RXN		"YER062C"	
G3O-30141	"YEL016C"	124737	126218	G3O-30141-MONOMER	PWY0-166 // PWY-7184	RXN0-4401 // DUTP-PYROP-RXN // NUCLEOTIDE-PYROPHOSPHATASE-RXN		"YEL016C"	
G3O-32116	"YLL011W"	127523	128992	G3O-32116-MONOMER	""	""		"YLL011W"	
YOR108W	"YOR108W"	523027	524841	MONOMER3O-59	BRANCHED-CHAIN-AA-SYN-PWY // LEUSYN-PWY	2-ISOPROPYLMALATESYN-RXN		"YOR108W"	
G3O-32633	"YML032C"	212515	213930	G3O-32633-MONOMER	""	""		"YML032C"	
G3O-29079	"YBR122C"	483970	484503	G3O-29079-MONOMER	""	""		"YBR122C"	
G3O-33118	"YNL090W"	456565	457143	G3O-33118-MONOMER	""	""		"YNL090W"	
G3O-30620	"YGL123W"	277617	278381	G3O-30620-MONOMER	""	""		"YGL123W"	
G3O-33638	"YOR107W"	521353	522282	G3O-33638-MONOMER	""	""		"YOR107W"	
G3O-29563	"YDL175C"	144484	145518	G3O-29563-MONOMER	""	""		"YDL175C"	
G3O-31112	"YHR059W"	220108	220500	G3O-31112-MONOMER	""	""		"YHR059W"	
G3O-29655	"YDR041W"	539803	540414	G3O-29655-MONOMER	""	""		"YDR041W"	
G3O-34110	"YPL221W"	133043	135424	G3O-34110-MONOMER	""	""		"YPL221W"	
G3O-31601	"YJL161W"	117245	117787	G3O-31601-MONOMER	""	""		"YJL161W"	
YEL024W	"YEL024W"	107260	107907	YEL024W-MONOMER	PWY-7279-YEAST // PWY3O-188	1.10.2.2-RXN		"YEL024W"	
G3O-30109	"YDR079C-A"	603593	603811	G3O-30109-MONOMER	""	""		"YDR079C-A"	
G3O-32068	"YKR106W"	661442	663289	G3O-32068-MONOMER	""	""		"YKR106W"	
YOL064C	"YOL064C"	206103	207176	YOL064C-MONOMER	""	325-BISPHOSPHATE-NUCLEOTIDASE-RXN		"YOL064C"	
G3O-32615	"YML011C"	246895	247428	G3O-32615-MONOMER	""	""		"YML011C"	
G3O-29063	"YBR101C"	443821	444693	G3O-29063-MONOMER	""	""		"YBR101C"	
G3O-33102	"YNL073W"	488386	490116	G3O-33102-MONOMER	TRNA-CHARGING-PWY	LYSINE--TRNA-LIGASE-RXN		"YNL073W"	
G3O-30600	"YGL100W"	313234	314283	G3O-30600-MONOMER	""	""		"YGL100W"	
G3O-33620	"YOR084W"	480587	481750	G3O-33620-MONOMER	""	""		"YOR084W"	
G3O-29546	"YDL149W"	184925	187918	G3O-29546-MONOMER	""	""		"YDL149W"	
G3O-31092	"YHR032W"	173344	175089	G3O-31092-MONOMER	""	""		"YHR032W"	
G3O-34093	"YPL201C"	169770	171155	G3O-34093-MONOMER	""	""		"YPL201C"	
G3O-31583	"YJL136C"	156550	157273	G3O-31583-MONOMER	""	""		"YJL136C"	
YDR399W	"YDR399W"	1270068	1270733	YDR399W-MONOMER	PWY3O-2220 // PWY-6610 // PWY3O-1 // PWY3O-743 // PWY-6620	HYPOXANPRIBOSYLTRAN-RXN // GUANPRIBOSYLTRAN-RXN		"YDR399W"	
G3O-30041	"YDR527W"	1491094	1492413	G3O-30041-MONOMER	""	""		"YDR527W"	
G3O-32052	"YKR089C"	605633	608365	G3O-32052-MONOMER	PWY-7411 // PWY-7417 // PWY-7416 // PWY-7409 // LIPAS-PWY	RXN-15043 // RXN-15065 // RXN-15067 // TRIACYLGLYCEROL-LIPASE-RXN // RXN-12579 // RXN-12086		"YKR089C"	
YNR001C	"YNR001C"	629622	631061	YNR001C-MONOMER	PWY-5690	CITSYN-RXN		"YNR001C"	
G3O-32516	"YLR466W"	1067087	1071235	G3O-32516-MONOMER	""	""		"YLR466W"	
G3O-29045	"YBR077C"	391805	392293	G3O-29045-MONOMER	""	""		"YBR077C"	
G3O-33084	"YNL051W"	532659	533870	G3O-33084-MONOMER	""	""		"YNL051W"	
G3O-30584	"YGL083W"	353058	355472	G3O-30584-MONOMER	""	""		"YGL083W"	
G3O-33603	"YOR063W"	444686	445849	G3O-33603-MONOMER	""	""		"YOR063W"	
G3O-29529	"YDL130W"	229906	230527	G3O-29529-MONOMER	""	""		"YDL130W"	
G3O-31072	"YHR009C"	124109	125680	G3O-31072-MONOMER	""	""		"YHR009C"	
G3O-34075	"YPL180W"	205248	207647	G3O-34075-MONOMER	""	""		"YPL180W"	
G3O-31563	"YJL109C"	212000	217309	G3O-31563-MONOMER	""	""		"YJL109C"	
YDR178W	"YDR178W"	817950	818495	YDR178W-MONOMER	PWY-7279-YEAST // PWY3O-188	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN		"YDR178W"	
G3O-30024	"YDR501W"	1451353	1452918	G3O-30024-MONOMER	""	""		"YDR501W"	
G3O-32033	"YKR065C"	565299	565892	G3O-32033-MONOMER	""	""		"YKR065C"	
YNL141W	"YNL141W"	359596	360639	YNL141W-MONOMER	PWY3O-1 // PWY3O-2220 // PWY-6610	ADENINE-DEAMINASE-RXN		"YNL141W"	
G3O-32496	"YLR440C"	1015568	1017697	G3O-32496-MONOMER	""	""		"YLR440C"	
G3O-30569	"YGL061C"	388968	389711	G3O-30569-MONOMER	""	""		"YGL061C"	
G3O-29022	"YBR050C"	337183	338199	G3O-29022-MONOMER	""	""		"YBR050C"	
G3O-33062	"YNL024C"	587107	587847	G3O-33062-MONOMER	""	""		"YNL024C"	
G3O-33584	"YOR038C"	402761	405388	G3O-33584-MONOMER	""	""		"YOR038C"	
G3O-29510	"YDL109C"	265258	267201	G3O-29510-MONOMER	""	""		"YDL109C"	
G3O-31052	"YHL033C"	35255	36025	G3O-31052-MONOMER	""	""		"YHL033C"	
G3O-34057	"YPL161C"	244319	246220	G3O-34057-MONOMER	""	""		"YPL161C"	
G3O-31544	"YJL089W"	265926	268415	G3O-31544-MONOMER	""	""		"YJL089W"	
YDL243C	"YDL243C"	17577	18566	YDL243C-MONOMER	""	RXN-8580 // RXN-8581 // RXN-9909 // BENZYL-ALCOHOL-DEHYDROGENASE-RXN // ARYL-ALCOHOL-DEHYDROGENASE-RXN // BENZYL-ALC-DEHYDROGENASE-RXN // RXN-662		"YDL243C"	
G3O-30008	"YDR483W"	1421157	1422485	G3O-30008-MONOMER	PWY-7921	RXN-19015 // RXN3O-9783		"YDR483W"	
G3O-32015	"YKR044W"	522015	523346	G3O-32015-MONOMER	""	""		"YKR044W"	
YMR271C	"YMR271C"	806865	807548	YMR271C-MONOMER	PWY-7790 // PYRIMID-RNTSYN-PWY	OROPRIBTRANS-RXN		"YMR271C"	
G3O-32479	"YLR418C"	956914	958095	G3O-32479-MONOMER	""	""		"YLR418C"	
G3O-30552	"YGL038C"	425362	426804	G3O-30552-MONOMER	""	RXN-18915 // 2.4.1.232-RXN		"YGL038C"	
G3O-29006	"YBR026C"	292877	294019	G3O-29006-MONOMER	PWY-5972 // PWY-7036 // PWY-7388 // PWY-5994	RXN-13307 // RXN-9546 // RXN-11726 // RXN-13308 // RXN-13309 // RXN-14194 // RXN-13306 // RXN-7711 // TRANSENOYLCOARED-RXN // RXN66-482 // RXN-9515		"YBR026C"	
G3O-33034	"YMR272W-B"	811089	811196	G3O-33034-MONOMER	""	""		"YMR272W-B"	
G3O-33568	"YOR020C"	370524	370844	G3O-33568-MONOMER	""	""		"YOR020C"	
G3O-29494	"YDL085W"	303211	304848	G3O-29494-MONOMER	PWY-7269-YEAST // PWY-7279-YEAST // PWY3O-188	RXN0-5330-YEAST		"YDL085W"	
G3O-31032	"YHL010C"	81964	83721	G3O-31032-MONOMER	""	""		"YHL010C"	
G3O-34040	"YPL143W"	282122	282970	G3O-34040-MONOMER	""	""		"YPL143W"	
YDL090C	"YDL090C"	295034	296329	MONOMER3O-269	""	2.5.1.58-RXN		"YDL090C"	
G3O-31530	"YJL072C"	305221	305862	G3O-31530-MONOMER	""	""		"YJL072C"	
G3O-29991	"YDR463W"	1386816	1388375	G3O-29991-MONOMER	""	""		"YDR463W"	
G3O-31998	"YKR022C"	482171	483139	G3O-31998-MONOMER	""	""		"YKR022C"	
YMR062C	"YMR062C"	395054	396379	YMR062C-MONOMER	ARGSYNBSUB-PWY	GLUTAMATE-N-ACETYLTRANSFERASE-RXN		"YMR062C"	
G3O-30534	"YGL013C"	469092	472298	G3O-30534-MONOMER	""	""		"YGL013C"	
G3O-28989	"YBL105C"	14241	17696	G3O-28989-MONOMER	""	PROTEIN-KINASE-RXN		"YBL105C"	
G3O-32460	"YLR396C"	910235	912310	G3O-32460-MONOMER	""	""		"YLR396C"	
G3O-32971	"YMR307W"	887003	888682	G3O-32971-MONOMER	""	""		"YMR307W"	
G3O-33548	"YOL161C"	11549	11911	G3O-33548-MONOMER	""	""		"YOL161C"	
G3O-29477	"YDL061C"	340628	340798	G3O-29477-MONOMER	""	""		"YDL061C"	
G3O-30947	"YGR285C"	1061852	1063153	G3O-30947-MONOMER	""	""		"YGR285C"	
G3O-34024	"YPL125W"	313388	316486	G3O-34024-MONOMER	""	""		"YPL125W"	
YCR036W	"YCR036W"	193297	194298	YCR036W-MONOMER	""	RIBOKIN-RXN		"YCR036W"	
G3O-31510	"YJL046W"	352386	353615	G3O-31510-MONOMER	PWY-7386 // PWY-7382	RXN-14955 // RXN-14958		"YJL046W"	
G3O-29974	"YDR440W"	1342493	1344241	G3O-29974-MONOMER	""	RXN-20620 // RXN-20602 // RXN-20608 // RXN-20614		"YDR440W"	
G3O-31978	"YKL224C"	1810	2181	G3O-31978-MONOMER	""	""		"YKL224C"	
YML042W	"YML042W"	192788	194800	YML042W-MONOMER	PWY3O-4	CARNITINE-O-ACETYLTRANSFERASE-RXN		"YML042W"	
G3O-30496	"YFR050C"	249066	249866	G3O-30496-MONOMER	""	3.4.25.1-RXN		"YFR050C"	
G3O-28970	"YBL079W"	75259	79767	G3O-28970-MONOMER	""	""		"YBL079W"	
G3O-32443	"YLR375W"	871697	872728	G3O-32443-MONOMER	""	""		"YLR375W"	
G3O-32954	"YMR284W"	838187	839995	G3O-32954-MONOMER	""	""		"YMR284W"	
G3O-33530	"YOL137W"	65621	67114	G3O-33530-MONOMER	""	""		"YOL137W"	
G3O-29460	"YDL036C"	387513	388901	G3O-29460-MONOMER	""	""		"YDL036C"	
G3O-33465	"YOL054W"	228614	229834	G3O-33465-MONOMER	""	""		"YOL054W"	
G3O-30930	"YGR261C"	1014321	1016750	G3O-30930-MONOMER	""	""		"YGR261C"	
G3O-34005	"YPL103C"	358000	359406	G3O-34005-MONOMER	""	""		"YPL103C"	
YBR252W	"YBR252W"	722611	723054	YBR252W-MONOMER	PWY0-166 // PWY-7184	DUTP-PYROP-RXN		"YBR252W"	
G3O-31491	"YJL019W"	402897	404945	G3O-31491-MONOMER	""	""		"YJL019W"	
G3O-29958	"YDR416W"	1298432	1301011	G3O-29958-MONOMER	""	""		"YDR416W"	
G3O-31960	"YKL198C"	68232	70220	G3O-31960-MONOMER	""	PROTEIN-KINASE-RXN		"YKL198C"	
YLR328W	"YLR328W"	784913	786118	YLR328W-MONOMER	NADSYN-PWY // PWY3O-4107 // PWY-5653 // PWY3O-4106	NICONUCADENYLYLTRAN-RXN // 2.7.7.1-RXN		"YLR328W"	
G3O-30477	"YFR028C"	208413	210068	G3O-30477-MONOMER	""	PROTEIN-TYROSINE-PHOSPHATASE-RXN		"YFR028C"	
G3O-28953	"YBL055C"	115573	116829	G3O-28953-MONOMER	""	""		"YBL055C"	
G3O-32425	"YLR350W"	828730	829380	G3O-32425-MONOMER	""	""		"YLR350W"	
G3O-32937	"YMR263W"	794919	795524	G3O-32937-MONOMER	""	""		"YMR263W"	
G3O-33513	"YOL116W"	99809	100957	G3O-33513-MONOMER	""	""		"YOL116W"	
G3O-29442	"YDL012C"	431108	431517	G3O-29442-MONOMER	""	""		"YDL012C"	
G3O-33447	"YOL031C"	266264	267529	G3O-33447-MONOMER	""	""		"YOL031C"	
G3O-30913	"YGR235C"	961360	962061	G3O-30913-MONOMER	""	""		"YGR235C"	
G3O-33988	"YPL082C"	398480	404083	G3O-33988-MONOMER	""	""		"YPL082C"	
YBR110W	"YBR110W"	458872	460221	YBR110W-MONOMER	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	2.4.1.142-RXN	"2182636" // "6368538" // "6369318"	"YBR110W"	
G3O-31447	"YIR030C"	412036	412770	G3O-31447-MONOMER	""	""		"YIR030C"	
G3O-29941	"YDR393W"	1259901	1261271	G3O-29941-MONOMER	""	""		"YDR393W"	
G3O-31944	"YKL178C"	113215	114627	G3O-31944-MONOMER	""	""		"YKL178C"	
YLR209C	"YLR209C"	560797	561732	YLR209C-MONOMER	SALVPURINE2-PWY // PWY-6620 // PWY3O-1 // PWY3O-2220 // PWY0-1296	XANTHOSINEPHOSPHORY-RXN // DEOXYADENPHOSPHOR-RXN // DEOXYGUANPHOSPHOR-RXN // DEOXYINOPHOSPHOR-RXN // RXN-11715 // RXN-11743 // RXN-7001 // ADENPHOSPHOR-RXN // INOPHOSPHOR-RXN // RXN0-5199 // PNP-RXN		"YLR209C"	
G3O-30458	"YFR005C"	154527	155873	G3O-30458-MONOMER	""	""		"YFR005C"	
G3O-28935	"YBL032W"	160184	161329	G3O-28935-MONOMER	""	""		"YBL032W"	
G3O-32407	"YLR324W"	779215	780786	G3O-32407-MONOMER	""	""		"YLR324W"	
G3O-32917	"YMR236W"	742971	743444	G3O-32917-MONOMER	""	""		"YMR236W"	
G3O-33494	"YOL094C"	141584	142555	G3O-33494-MONOMER	""	""		"YOL094C"	
G3O-29400	"YCR079W"	252845	254173	G3O-29400-MONOMER	""	3.1.3.16-RXN		"YCR079W"	
G3O-33427	"YOL010W"	307938	309041	G3O-33427-MONOMER	""	""		"YOL010W"	
G3O-30897	"YGR215W"	922175	922507	G3O-30897-MONOMER	""	""		"YGR215W"	
G3O-33965	"YPL052W"	458799	459678	G3O-33965-MONOMER	""	""		"YPL052W"	
YBL082C	"YBL082C"	69751	71127	YBL082C-MONOMER	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	RXN-5466	"11308030" // "8842708" // "2005096" // "6369318"	"YBL082C"	
G3O-31426	"YIR005W"	364889	365335	G3O-31426-MONOMER	""	""		"YIR005W"	
G3O-29923	"YDR373W"	1222759	1223331	G3O-29923-MONOMER	""	""		"YDR373W"	
G3O-31926	"YKL156W"	158613	159212	G3O-31926-MONOMER	""	""		"YKL156W"	
YLR058C	"YLR058C"	257992	259401	YLR058C-MONOMER	SER-GLYSYN-PWY // PWY3O-230 // GLYSYN-PWY // PWY3O-697 // PWY-2201 // PWY66-385 // PWY-2161	GLYOHMETRANS-RXN		"YLR058C"	
G3O-30441	"YFL016C"	104701	106236	G3O-30441-MONOMER	""	""		"YFL016C"	
G3O-28915	"YBL009W"	207194	209224	G3O-28915-MONOMER	""	PROTEIN-KINASE-RXN		"YBL009W"	
G3O-32388	"YLR293C"	720771	721430	G3O-32388-MONOMER	""	""		"YLR293C"	
G3O-32900	"YMR218C"	703579	706887	G3O-32900-MONOMER	""	""		"YMR218C"	
G3O-33476	"YOL071W"	196507	196995	G3O-33476-MONOMER	""	""		"YOL071W"	
G3O-29378	"YCR082W"	258883	259269	G3O-29378-MONOMER	""	""		"YCR082W"	
G3O-33379	"YNR075W"	779916	781040	G3O-33379-MONOMER	""	""		"YNR075W"	
G3O-30878	"YGR188C"	872044	875109	G3O-30878-MONOMER	""	PROTEIN-KINASE-RXN		"YGR188C"	
G3O-33946	"YPL031C"	492018	493037	G3O-33946-MONOMER	""	PROTEIN-KINASE-RXN		"YPL031C"	
Q0250	"Q0250"	73758	74513	Q0250-MONOMER	PWY-7279-YEAST // PWY3O-188	CYTOCHROME-C-OXIDASE-RXN		"Q0250"	
G3O-31398	"YIL149C"	63028	68067	G3O-31398-MONOMER	""	""		"YIL149C"	
G3O-29904	"YDR350C"	1176120	1178174	G3O-29904-MONOMER	""	""		"YDR350C"	
G3O-31909	"YKL128C"	200884	201771	G3O-31909-MONOMER	""	""		"YKL128C"	
YKL218C	"YKL218C"	17359	18339	YKL218C-MONOMER	""	4.3.1.16-RXN		"YKL218C"	
G3O-30425	"YFL037W"	56336	57709	G3O-30425-MONOMER	""	""		"YFL037W"	
G3O-28882	"YAR033W"	188107	188811	G3O-28882-MONOMER	""	""		"YAR033W"	
G3O-32367	"YLR267W"	678212	679924	G3O-32367-MONOMER	""	""		"YLR267W"	
G3O-32882	"YMR195W"	654034	654417	G3O-32882-MONOMER	""	""		"YMR195W"	
G3O-29361	"YCR052W"	214994	216445	G3O-29361-MONOMER	""	""		"YCR052W"	
G3O-33356	"YNR049C"	713023	713655	G3O-33356-MONOMER	""	""		"YNR049C"	
G3O-30861	"YGR162W"	824059	826917	G3O-30861-MONOMER	""	""		"YGR162W"	
G3O-33929	"YPL010W"	535018	535587	G3O-33929-MONOMER	""	""		"YPL010W"	
G3O-35	"YCR083W"	259578	259961	G3O-29379-MONOMER // MONOMER3O-258	PWY-7226 // PWY-7210 // PWY-7184 // PWY0-166 // PWY-7227 // SO4ASSIM-PWY // THIOREDOX-PWY	""	"10037727"	"YCR083W"	
G3O-31382	"YIL131C"	100781	102235	G3O-31382-MONOMER	""	""		"YIL131C"	
G3O-29886	"YDR330W"	1127872	1129374	G3O-29886-MONOMER	""	""		"YDR330W"	
G3O-31379	"YIL128W"	113806	116904	G3O-31379-MONOMER	""	""		"YIL128W"	
G3O-29883	"YDR326C"	1120609	1124925	G3O-29883-MONOMER	""	""		"YDR326C"	
G3O-31889	"YKL099C"	255720	256472	G3O-31889-MONOMER	""	""		"YKL099C"	
YKL055C	"YKL055C"	335321	336157	YKL055C-MONOMER	PWY3O-355 // PWY-7388 // PWY-5994	PYRIDOXAL-4-DEHYDROGENASE-RXN // RXN3O-1803 // 2.3.1.41-RXN // RXN-13443 // RXN-12994 // RXN-9514 // RXN1G-157		"YKL055C"	
G3O-30402	"YFL066C"	1437	2615	G3O-30402-MONOMER	""	""		"YFL066C"	
G3O-28859	"YAL055W"	42177	42719	G3O-28859-MONOMER	""	""		"YAL055W"	
G3O-32343	"YLR229C"	604212	604787	G3O-32343-MONOMER	""	""		"YLR229C"	
G3O-32859	"YMR171C"	603868	605520	G3O-32859-MONOMER	""	""		"YMR171C"	
G3O-29339	"YCR024C"	160744	162222	G3O-29339-MONOMER	TRNA-CHARGING-PWY	ASPARAGINE--TRNA-LIGASE-RXN		"YCR024C"	
G3O-33334	"YNR020C"	667410	668222	G3O-33334-MONOMER	""	""		"YNR020C"	
G3O-30839	"YGR133W"	756896	757447	G3O-30839-MONOMER	""	UBIQUITIN--PROTEIN-LIGASE-RXN		"YGR133W"	
