"Pathways"	"Common-Name"
PWY-6512	"hydrogen oxidation III (anaerobic, NADP)"
TYRFUMCAT-PWY	"L-tyrosine degradation I"
PWY-5964	"guanylyl molybdenum cofactor biosynthesis"
PWY-7297	"octopamine biosynthesis"
PWY-6621	"salicylate glucosides biosynthesis I"
ARG+POLYAMINE-SYN	"superpathway of arginine and polyamine biosynthesis"
PWY-6762	"salicylate glucosides biosynthesis IV"
PWY-5151	"L-tyrosine degradation II"
PWY-8063	"flavin-N5-oxide biosynthesis"
TRYPANOSYN-PWY	"trypanothione biosynthesis"
PWY-6406	"salicylate biosynthesis I"
P101-PWY	"ectoine biosynthesis"
PWY-6624	"salicylate glucosides biosynthesis III"
PWY3O-4108	"L-tyrosine degradation III"
PWY-6148	"tetrahydromethanopterin biosynthesis"
PWY-4121	"glutathionylspermidine biosynthesis"
PWY-6623	"salicylate glucosides biosynthesis II"
PWY-6173	"histamine biosynthesis"
PWY-981	"salicylate biosynthesis II"
P2-PWY	"citrate lyase activation"
P541-PWY	"glycine betaine biosynthesis IV (from glycine)"
PWY-6004	"glycine betaine biosynthesis V (from glycine)"
PWY-7064	"3-amino-3-phenylpropanoyl-CoA biosynthesis"
BETSYN-PWY	"glycine betaine biosynthesis I (Gram-negative bacteria)"
PWY-3722	"glycine betaine biosynthesis II (Gram-positive bacteria)"
PWY-5198	"factor 420 biosynthesis"
PWY1F-353	"glycine betaine biosynthesis III (plants)"
PWY-4781	"phytate degradation II"
PWY-4702	"phytate degradation I"
PWY-7578	"phycoviolobilin biosynthesis"
PWY-5796	"malonate decarboxylase activation"
PWY-7211	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis"
PWY-7639	"bis(guanylyl molybdenum cofactor) biosynthesis"
PWY-5505	"L-glutamate and L-glutamine biosynthesis"
PWY-7187	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II"
PWY-6549	"L-glutamine biosynthesis III"
PWY0-166	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)"
PWY-5963	"thio-molybdenum cofactor biosynthesis"
GLUTAMINDEG-PWY	"L-glutamine degradation I"
PWY4FS-3	"phosphatidylcholine biosynthesis III"
GLUTAMINEFUM-PWY	"L-glutamine degradation II"
PWY-7416	"phospholipid remodeling (phosphatidylcholine, yeast)"
PWY-8057	"pyruvoyl group formation from L-serine"
GLUTSYN-PWY	"L-glutamate biosynthesis I"
PWY4FS-2	"phosphatidylcholine biosynthesis II"
PWY-6944	"androstenedione degradation"
GLUTAMATE-SYN2-PWY	"L-glutamate biosynthesis II"
PWY-6943	"testosterone and androsterone degradation to androstendione"
PWY-6826	"phosphatidylcholine biosynthesis VI"
PWY-6012-1	"acyl carrier protein activation"
PWY-4341	"L-glutamate biosynthesis V"
PWY3O-450	"phosphatidylcholine biosynthesis I"
PWY-6937	"superpathway of testosterone and androsterone degradation"
GLUGLNSYN-PWY	"L-glutamate biosynthesis IV"
PWY-6948	"sitosterol degradation to androstenedione"
PWY4FS-4	"phosphatidylcholine biosynthesis IV"
SAM-PWY	"S-adenosyl-L-methionine biosynthesis"
GLUTSYNIII-PWY	"L-glutamate biosynthesis III"
PWY-6825	"phosphatidylcholine biosynthesis V"
PWY-7754	"bile acids degradation"
PWY-5088	"L-glutamate degradation VIII (to propanoate)"
PWY-6518	"glycocholate metabolism (bacteria)"
PWY-7470	"phosphatidylcholine biosynthesis VII"
PWY-6476	"cytidylyl molybdenum cofactor biosynthesis"
GLUTDEG-PWY	"L-glutamate degradation II"
PWY-5087	"L-glutamate degradation VI (to pyruvate)"
PWY-5196	"factor 430 biosynthesis"
GLUTAMATE-DEG1-PWY	"L-glutamate degradation I"
PWY-4321	"L-glutamate degradation IV"
PWY-7250	"[2Fe-2S] iron-sulfur cluster biosynthesis"
PWY-5766	"L-glutamate degradation X"
PWY0-43	"conversion of succinate to propanoate"
PWY-5254	"methanofuran biosynthesis"
PWY-7580	"phycoerythrobilin biosynthesis II"
TRPKYNCAT-PWY	"L-tryptophan degradation IV (via indole-3-lactate)"
PWY-5917	"phycocyanobilin biosynthesis"
PWY-5135	"xanthohumol biosynthesis"
PWY-3162	"L-tryptophan degradation V (side chain pathway)"
PWY-7928	"nickel cofactor biosynthesis"
PWY-6914	"sophoraflavanone G biosynthesis"
PWY-3462	"L-phenylalanine biosynthesis II"
PWY-5651	"L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde"
PWY-6012	"acyl carrier protein metabolism"
PHESYN	"L-phenylalanine biosynthesis I"
PWY-7432	"L-phenylalanine biosynthesis III (cytosolic, plants)"
TRPCAT-PWY	"L-tryptophan degradation I (via anthranilate)"
PWY0-1433	"tetrahydromonapterin biosynthesis"
PWY-6401	"hispidol and hispidol 4'-<i>O</i>-&beta;-<i>D</i>-glucoside biosynthesis"
PWY-6628	"superpathway of L-phenylalanine biosynthesis"
PWY-6580	"phosphatidylinositol biosynthesis I (bacteria)"
PWY-5081	"L-tryptophan degradation VIII (to tryptophol)"
PWY-6420	"pyrroloquinoline quinone biosynthesis"
PWY-1901	"aurone biosynthesis"
PWY-7625	"phosphatidylinositol biosynthesis II (eukaryotes)"
PWY-6307	"L-tryptophan degradation X (mammalian, via tryptamine)"
P241-PWY	"coenzyme B biosynthesis"
TRYPDEG-PWY	"L-tryptophan degradation II (via pyruvate)"
PWY-7170	"phytochromobilin biosynthesis"
PWY-6896	"thiamine salvage I"
PWY-5199	"factor 420 polyglutamylation"
PWY-6899	"base-degraded thiamine salvage"
PWY-7579	"phycourobilin biosynthesis"
PWY-6898	"thiamine salvage III"
PWY-6342	"noradrenaline and adrenaline degradation"
PWY-7912	"dinoflagellate bioluminescence"
PWY-7356	"thiamine salvage IV (yeast)"
PWY-6313	"serotonin degradation"
PWY-7915	"jellyfish bioluminescence"
PWY-7723	"bacterial bioluminescence"
PWY-6910	"hydroxymethylpyrimidine salvage"
PWY-6688	"thyronamine and iodothyronamine metabolism"
PWY-7914	"coral bioluminescence"
PWY-7937	"fungal bioluminescence"
PWY-7181	"pyrimidine deoxyribonucleosides degradation"
PWY-7913	"firefly bioluminescence"
PWY-7916	"squid bioluminescence"
PWY-6546	"brassinosteroids inactivation"
PWY-7152	"pinolenate and coniferonate biosynthesis"
PWY-7596	"superpathway of stearidonate biosynthesis (cyanobacteria)"
PWY-2421	"indole-3-acetate degradation"
PWY-7728	"(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis II (4-desaturase)"
PWY-7595	"stearidonate biosynthesis (cyanobacteria)"
PWY-1422	"vitamin E biosynthesis (tocopherols)"
PWY-7726	"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate biosynthesis (6-desaturase)"
PWY-6598	"sciadonate biosynthesis"
PWY-7864	"8-methylmenaquinone biosynthesis"
PWY-7590	"(7Z,10Z,13Z)-hexadecatrienoate biosynthesis"
PWY-7619	"juniperonate biosynthesis"
PWY-7781	"&omega;-sulfo-II-dihydromenaquinone-9 biosynthesis"
PWY-5353	"arachidonate biosynthesis I (6-desaturase, lower eukaryotes)"
PWY-7601	"arachidonate biosynthesis IV (8-detaturase, lower eukaryotes)"
PWY-7436	"vitamin E biosynthesis (tocotrienols)"
PWY-7592	"arachidonate biosynthesis III (6-desaturase, mammals)"
PWY-601	"glucosinolate biosynthesis from tryptophan"
PWY-7583	"arachidonate biosynthesis II (bacteria)"
PWYQT-4471	"glucosinolate biosynthesis from dihomomethionine"
PWY-7993	"&beta;-dihydromenaquinone-9 biosynthesis"
PWY-7725	"arachidonate biosynthesis V (8-detaturase, mammals)"
PWYQT-4474	"glucosinolate biosynthesis from pentahomomethionine"
PWY-6326	"camptothecin biosynthesis"
PWY-2821	"glucosinolate biosynthesis from phenylalanine"
PWY-5848	"cinchona alkaloids biosynthesis"
PWY-7374	"1,4-dihydroxy-6-naphthoate biosynthesis I"
PWYQT-4450	"aliphatic glucosinolate biosynthesis, side chain elongation cycle"
PWYQT-4473	"glucosinolate biosynthesis from tetrahomomethionine"
PWY0-1295	"pyrimidine ribonucleosides degradation"
PWY-7371	"1,4-dihydroxy-6-naphthoate biosynthesis II"
PWY-1187	"glucosinolate biosynthesis from homomethionine"
PWY-7506	"phosphatidylserine biosynthesis II"
PWY-7209	"superpathway of pyrimidine ribonucleosides degradation"
PWY-7901	"glucosinolate biosynthesis from tyrosine"
PWY-7501	"phosphatidylserine biosynthesis I"
PWY18C3-23	"guaiacol biosynthesis"
PWYQT-4472	"glucosinolate biosynthesis from trihomomethionine"
PWY-5669	"phosphatidylserine and phosphatidylethanolamine biosynthesis I"
PWYQT-4475	"glucosinolate biosynthesis from hexahomomethionine"
PWY18C3-22	"methylsalicylate biosynthesis"
PWY-5267	"glucosinolate activation"
PWYQT-4477	"indole glucosinolate activation (intact plant cell)"
PWY-4203	"volatile benzenoid biosynthesis I (ester formation)"
PWYQT-4476	"indole glucosinolate activation (herbivore attack)"
PWY-6684	"aromatic  glucosinolate activation"
PWY-5815	"rubber biosynthesis"
PWY-5863	"superpathway of phylloquinol biosynthesis"
PWY-8000	"vitamin K degradation"
PWY-7594	"&gamma;-linolenate biosynthesis III (cyanobacteria)"
P201-PWY	"nitroglycerin degradation"
PWY-6000	"&gamma;-linolenate biosynthesis II (animals)"
PWY-5998	"&gamma;-linolenate biosynthesis I (plants)"
P481-PWY	"adamantanone degradation"
PWY-7772	"&gamma;-resorcylate degradation II"
PWY-7773	"&gamma;-resorcylate degradation I"
PWY-6377	"&alpha;-tocopherol degradation"
PWY-7775	"propane degradation II"
PWY-7774	"propane degradation I"
PWY-7978	"<i>N</i>-methylpyrrolidone degradation"
PWY-7878	"A-factor &gamma;-butyrolactone biosynthesis"
PWY-7052	"cyanophycin metabolism"
PWY-7882	"IM-2 type &gamma;-butyrolactones biosynthesis"
P401-PWY	"cyanide degradation"
PWY-7881	"virginiae butanolide type &gamma;-butyrolactones biosynthesis"
PWY1-3	"polyhydroxybutanoate biosynthesis"
PWY-5864	"superpathway of plastoquinol biosynthesis"
P621-PWY	"nylon-6 oligomer degradation"
PWY-5054	"D-sorbitol biosynthesis I"
PWY-1581	"plastoquinol-9 biosynthesis I"
PWY-6657	"polyhydroxydecanoate biosynthesis"
PWY-6978	"plastoquinol-9 biosynthesis II"
PWY-5744	"glyoxylate assimilation"
PWY-5380	"A series fagopyritols biosynthesis"
PWY-7218	"photosynthetic 3-hydroxybutanoate biosynthesis (engineered)"
PWY-7582	"mercaptosuccinate degradation"
PWY-5379	"B series fagopyritols biosynthesis"
PWY-7216	"(R)- and (S)-3-hydroxybutanoate biosynthesis (engineered)"
PWY66-241	"bupropion degradation"
PWY18C3-15	"acylsucrose biosynthesis (<i>Solanum pennellii</i>)"
P221-PWY	"octane oxidation"
PWY18C3-8	"monoacylsucrose biosynthesis (<i>Solanum</i>)"
P482-PWY	"arsonoacetate degradation"
PWY18C3-12	"superpathway of acylsucrose biosynthesis (cultivated tomato)"
PWY0-981	"taurine degradation IV"
PWY-5355	"nitroethane degradation"
PWY18C3-17	"superpathway of acylsucrose biosynthesis (wild tomato)"
PWY-1264	"taurine degradation II"
PWY-723	"alkylnitronates degradation"
PWY18C3-11	"tetraacylsucrose biosynthesis (<i>Solanum</i>)"
TAURINEDEG-PWY	"taurine degradation III"
PWY-7309	"acrylonitrile degradation II"
PWY18C3-16	"acylsucrose biosynthesis (<i>Solanum habrochaites</i>)"
PWY-1263	"taurine degradation I"
PWY-7308	"acrylonitrile degradation I"
PWY18C3-9	"diacylsucrose biosynthesis (<i>Solanum</i>)"
PWY-5665	"vanillin biosynthesis I"
P344-PWY	"superpathway of acrylonitrile degradation"
PWY18C3-10	"triacylsucrose biosynthesis (<i>Solanum</i>)"
PWY-6857	"retinol biosynthesis"
PWY-6875	"retinoate biosynthesis II"
PWY-6872	"retinoate biosynthesis I"
PWY-6892	"thiazole biosynthesis I (facultative anaerobic bacteria)"
PWY-6891	"thiazole biosynthesis II (aerobic bacteria)"
PWY-5751	"phenylethanol biosynthesis"
PWY-6909	"thiazole biosynthesis III"
PWY-5765	"1,3,5-trimethoxybenzene biosynthesis"
PWY-5787	"oligomeric urushiol biosynthesis"
PWY-5886	"4-hydroxyphenylpyruvate biosynthesis"
PWY-5901	"2,3-dihydroxybenzoate biosynthesis"
PWY-5481	"pyruvate fermentation to (<i>S</i>)-lactate"
PWY-5189	"tetrapyrrole biosynthesis II (from glycine)"
PWY-6320	"phaselate biosynthesis"
PWY-5785	"di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis"
PWY-5188	"tetrapyrrole biosynthesis I (from glutamate)"
PWY-6323	"benzoylanthranilate biosynthesis"
PWY-699	"brassinosteroid biosynthesis I"
PWY-5807	"heptaprenyl diphosphate biosynthesis"
PWY-7114	"tea aroma glycosidic precursor bioactivation"
PWY-2582	"brassinosteroid biosynthesis II"
PWY-6457	"cinnamoyl-CoA biosynthesis"
PWY-5893	"tridecaprenyl diphosphate biosynthesis"
PWY0-1569	"autoinducer AI-2 degradation"
PWY-6471	"peptidoglycan biosynthesis IV (Enterococcus faecium)"
PWY-6458	"benzoyl-CoA biosynthesis"
PWY-6470	"peptidoglycan biosynthesis V (&beta;-lactam resistance)"
HEXPPSYN-PWY	"hexaprenyl diphosphate biosynthesis"
PWY-6995	"5-hydroxymethylfurfural degradation"
PWY-7096	"triclosan resistance"
PWY-6707	"gallate biosynthesis"
PWY-6828	"linezolid resistance"
PWY-5783	"octaprenyl diphosphate biosynthesis"
PWY0-1527	"curcumin degradation"
PWY0-1338	"polymyxin resistance"
PWY-6752	"<i>o</i>-diquinones biosynthesis"
PWY-5806	"all-<i>trans</i>-decaprenyl diphosphate biosynthesis"
PWY-8022	"salmochelin degradation"
PWY-6930	"phenolic malonylglucosides biosynthesis"
PWY-5817	"dodecaprenyl diphosphate biosynthesis"
PWY-7074	"phenylethanol glycoconjugate biosynthesis"
PWY-6520	"nonaprenyl diphosphate biosynthesis II"
PWY-7075	"phenylethyl acetate biosynthesis"
PWY-4441	"DIMBOA-glucoside activation"
PWY-5122	"geranyl diphosphate biosynthesis"
PWY-7076	"3,5-dimethoxytoluene biosynthesis"
PWY-7896	"isoniazid activation"
PWY-5805	"nonaprenyl diphosphate biosynthesis I"
PWY-7303	"3-dimethylallyl-4-hydroxybenzoate biosynthesis"
SHIKIMATEDEG-PWY	"shikimate degradation I"
PWY-5816	"all <i>trans</i> undecaprenyl diphosphate biosynthesis"
PWY-1921	"indole-3-acetate activation II"
PWY-6419	"shikimate degradation II"
P203-PWY	"sulfur disproportionation I (anaerobic)"
PWY-6164	"3-dehydroquinate biosynthesis I"
PWY-7924	"rubber degradation I"
PWY-6383	"mono-<i>trans</i>, poly-<i>cis</i> decaprenyl phosphate biosynthesis"
PWY0-521	"fructoselysine and psicoselysine degradation"
PWY66-367	"ketogenesis"
PWY-7925	"rubber degradation II"
PWY-6118	"glycerol-3-phosphate shuttle"
PWY-6160	"3-dehydroquinate biosynthesis II (archaea)"
PWY-5340	"sulfate activation for sulfonation"
PWY-7895	"ethionamide activation"
POLYISOPRENSYN-PWY	"polyisoprenoid biosynthesis (<i>E. coli</i>)"
PWY-6516	"superpathway of microbial D-galacturonate and D-glucuronate degradation"
PWY-5302	"sulfur disproportionation II (aerobic)"
PWY66-368	"ketolysis"
PWY-1822	"indole-3-acetate activation I"
PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"
PWY-6507	"4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate degradation"
PWY-7321	"ecdysteroid metabolism (arthropods)"
PWY1QP9-2	"fructosyllysine and glucosyllysine metabolism"
PWY-3461	"L-tyrosine biosynthesis II"
PWY-6134	"L-tyrosine biosynthesis IV"
PWY-6120	"L-tyrosine biosynthesis III"
TYRSYN	"L-tyrosine biosynthesis I"
PWY-6771	"rhamnogalacturonan type I degradation II (bacteria)"
PWY-5800	"xylan biosynthesis"
PWY-6430	"thymine degradation"
PWY-7469	"gentisate degradation II"
PWY-6223	"gentisate degradation I"
COLANSYN-PWY	"colanic acid building blocks biosynthesis"
PWY-6297	"tuberonate glucoside biosynthesis"
PWY-7859	"jasmonoyl-L-isoleucine inactivation"
PWY-5782	"2-keto-L-gulonate biosynthesis"
PWY-8044	"cyclohexane-1-carboxyl-CoA biosynthesis"
PWY-7478	"oryzalexin D and E biosynthesis"
PWY-7489	"oryzalexin A, B, and C biosynthesis"
PWY-7477	"momilactone A biosynthesis"
PWY-5195	"artemisinin and arteannuin B biosynthesis"
PWY-7497	"3&beta;-hydroxysesquiterpene lactone biosynthesis"
PWY-5982	"sulfoacetaldehyde degradation II"
CALVIN-PWY	"Calvin-Benson-Bassham cycle"
PWY-6540	"costunolide biosynthesis"
PWY-1281	"sulfoacetaldehyde degradation I"
PWY-5694	"allantoin degradation to glyoxylate I"
PWY-8062	"sulfoacetaldehyde degradation IV"
PWY-5705	"allantoin degradation to glyoxylate III"
PWY-6718	"sulfoacetaldehyde degradation III"
PWY-5692	"allantoin degradation to glyoxylate II"
PWY-5698	"allantoin degradation to ureidoglycolate II (ammonia producing)"
URDEGR-PWY	"superpathway of allantoin degradation in plants"
PWY-5843	"cocaine biosynthesis"
ALLANTOINDEG-PWY	"superpathway of allantoin degradation in yeast"
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	"protocatechuate degradation II (ortho-cleavage pathway)"
PWY-5318	"calystegine biosynthesis"
OANTIGEN-PWY	"<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)"
P184-PWY	"protocatechuate degradation I (<I>meta</I>-cleavage pathway)"
PWY-5697	"allantoin degradation to ureidoglycolate I (urea producing)"
PWY-5317	"hyoscyamine and scopolamine biosynthesis"
PWY0-1241	"ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis"
PWY-6336	"protocatechuate degradation III (<I>para</I>-cleavage pathway)"
PWY0-41	"allantoin degradation IV (anaerobic)"
PWY-5846	"colchicine biosynthesis"
PWY-5468	"lupanine biosynthesis"
PWY-6983	"<i>threo</i>-tetrahydrobiopterin biosynthesis"
PWY-5664	"<i>erythro</i>-tetrahydrobiopterin biosynthesis II"
PWY-5663	"erythro-tetrahydrobiopterin biosynthesis I"
PWY-881	"trehalose biosynthesis II"
PWY-2622	"trehalose biosynthesis IV"
PWY-6390	"(<i>S,S</i>)-butanediol biosynthesis"
PWY-6396	"superpathway of 2,3-butanediol biosynthesis"
PWY-5985	"trehalose biosynthesis VII"
PWY-5951	"(<i>R,R</i>)-butanediol biosynthesis"
PWY-6392	"<i>meso</i>-butanediol biosynthesis II"
TRESYN-PWY	"trehalose biosynthesis I"
P125-PWY	"superpathway of (<i>R,R</i>)-butanediol biosynthesis"
PWY-6391	"<i>meso</i>-butanediol biosynthesis I"
PWY-6412	"ginsenoside degradation II"
PWY-5983	"trehalose biosynthesis VI"
PWY-6411	"ginsenoside degradation I"
TREHALOSESYN-PWY	"trehalose biosynthesis III"
PWY-2661	"trehalose biosynthesis V"
PWY-3261	"UDP-&beta;-L-rhamnose biosynthesis"
PWY-4	"UDP-&alpha;-D-galacturonate biosynthesis II (from D-galacturonate)"
PWY-4861	"UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)"
PWY-5113	"UDP-D-apiose biosynthesis (from UDP-D-glucuronate)"
PWY-63	"UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose)"
PWY66-399	"gluconeogenesis III"
PWY-7028	"UDP-<i>N,N'</i>-diacetylbacillosamine biosynthesis"
PWY-6142	"gluconeogenesis II (<i>Methanobacterium thermoautotrophicum</i>)"
GLUCONEO-PWY	"gluconeogenesis I"
PWY-7090	"UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis"
PWY-6685	"glucosylglycerate biosynthesis II"
PWY-7330	"UDP-<i>N</i>-acetyl-&beta;-L-fucosamine biosynthesis"
PWY-6616	"sulfolactate degradation I"
PWY-5662	"glucosylglycerate biosynthesis I"
PWY-7331	"UDP-<i>N</i>-acetyl-&beta;-L-quinovosamine biosynthesis"
PWY-6641	"superpathway of sulfolactate degradation"
COA-PWY-1	"superpathway of coenzyme A biosynthesis III (mammals)"
PWY-7333	"UDP-<i>N</i>-acetyl-&alpha;-D-fucosamine biosynthesis"
PWY-6638	"sulfolactate degradation III"
PWY-7851	"coenzyme A biosynthesis II (eukaryotic)"
COA-PWY	"coenzyme A biosynthesis I (prokaryotic)"
PWY-7334	"UDP-<i>N</i>-acetyl-&alpha;-D-quinovosamine biosynthesis"
PWY-6637	"sulfolactate degradation II"
PWY-6791	"xyloglucan degradation I (endoglucanase)"
PWY-4221	"superpathway of coenzyme A biosynthesis II (plants)"
PWY-842	"starch degradation I"
PWY-7335	"UDP-<i>N</i>-acetyl-&alpha;-D-mannosaminouronate biosynthesis"
GLYCOCAT-PWY	"glycogen degradation I"
PWY-6477	"gibberellin inactivation II (methylation)"
PWY-6573	"chondroitin sulfate degradation (metazoa)"
PWY-7867	"coenzyme B/coenzyme M regeneration IV (H<sub>2</sub>-dependent)"
PWY-7336	"UDP-<i>N</i>-acetyl-&alpha;-D-galactosaminuronate biosynthesis"
PWY-102	"gibberellin inactivation I (2&beta;-hydroxylation)"
PWY-6790	"L-arabinan degradation"
PWY-7866	"coenzyme B/coenzyme M regeneration III (coenzyme F<sub>420</sub>-dependent)"
PWY-6494	"gibberellin inactivation III (epoxidation)"
PWY-7246	"pectin degradation I"
PWY-7865	"coenzyme B/coenzyme M regeneration II (ferredoxin-dependent)"
PWY-7343	"UDP-&alpha;-D-glucose biosynthesis I"
PWY-5941	"glycogen degradation II"
PWY-7868	"coenzyme B/coenzyme M regeneration V (formate-dependent)"
PWY-6717	"(1,4)-&beta;-D-xylan degradation"
PWY-5207	"coenzyme B/coenzyme M regeneration I (methanophenazine-dependent)"
PWY-7344	"UDP-&alpha;-D-galactose biosynthesis"
PWY-5032	"<i>ent</i>-kaurene biosynthesis I"
PWY-1081	"homogalacturonan degradation"
PWY-5034	"GA<sub>12</sub> biosynthesis"
PWY-6576	"dermatan sulfate degradation (metazoa)"
PWY-7346	"UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose)"
PWY-5052	"superpathway of gibberellin biosynthesis"
PWY-5053	"superpathway of gibberellin GA<sub>12</sub> biosynthesis"
PWY-7842	"UDP-yelosamine biosynthesis"
PWY-6653	"<i>ent</i> -kaurene biosynthesis II"
PWY-5035	"gibberellin biosynthesis III (early C-13 hydroxylation)"
PWY-7377	"cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)"
PWY-82	"UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)"
PWY-5070	"gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)"
PWY-7376	"cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)"
PWY-5047	"gibberellin biosynthesis IV (<i>Gibberella fujikuroi</i>)"
PWY-8013	"UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis III"
PWY-5036	"gibberellin biosynthesis II (early C-3 hydroxylation)"
PWY-7232	"gibberellin biosynthesis V"
PWY-5514	"UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II"
PWY-5512	"UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis I"
PWY4FS-5	"superpathway of phosphatidylcholine biosynthesis"
THREOCAT-PWY	"superpathway of L-threonine metabolism"
PWY0-1261	"anhydromuropeptides recycling I"
PWY-7883	"anhydromuropeptides recycling II"
PWY-5179	"toluene degradation V (aerobic) (<I>via</I> toluene-<I>cis</I>-diol)"
PWY-8053	"anandamide biosynthesis II"
PWY-3661-1	"glycine betaine degradation II (mammalian)"
PWY-6676	"superpathway of sulfide oxidation (phototrophic sulfur bacteria)"
PWY-5337	"stachyose biosynthesis"
PWY-8051	"anandamide biosynthesis I"
PWY-3661	"glycine betaine degradation I"
PWY-6116	"mannosylfructose biosynthesis"
UBISYN-PWY	"superpathway of ubiquinol-8 biosynthesis (prokaryotic)"
PWY-7031	"protein <i>N</i>-glycosylation (bacterial)"
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	"protein <i>N</i>-glycosylation initial phase (eukaryotic)"
PWY-5182	"toluene degradation II (aerobic) (via 4-methylcatechol)"
PWY-6525	"stellariose and mediose biosynthesis"
PWY-6524	"lychnose and isolychnose biosynthesis"
PWY-5335	"superpathway of sulfide oxidation (<i>Starkeya novella</i>)"
PWY-7037	"protein <i>O</i>-glycosylation (Neisseria)"
PWY-5717	"superpathway of formononetin derivative biosynthesis"
PWY-6897	"thiamine salvage II"
PWY-5360	"superpathway of tetrathionate reduction (<i>Salmonella typhimurium</i>)"
PWY-6338	"superpathway of vanillin and vanillate degradation"
PWY-6028	"acetoin degradation"
PWY-8017	"L-tryptophan degradation XIII (Stickland reaction)"
PWY-7586	"&beta;-1,4-D-mannosyl-<i>N</i>-acetyl-D-glucosamine degradation"
PWY-7235	"superpathway of ubiquinol-6 biosynthesis (eukaryotic)"
PWY-7779	"methyl <i>tert</i>-butyl ether degradation"
PWY-5991	"superpathway of linamarin and lotaustralin biosynthesis"
PWY-7780	"butane degradation"
PWY-7341	"superpathway of hyoscyamine and scopolamine biosynthesis"
PWY-5120	"geranylgeranyl diphosphate biosynthesis"
PWY-5704	"urea degradation II"
PWY-13	"superpathway of tetrahydroxyxanthone biosynthesis"
GDPRHAMSYN-PWY	"GDP-D-rhamnose biosynthesis"
PWY-5703	"urea degradation I"
PWY-5661	"GDP-glucose biosynthesis"
PWY-6823	"molybdenum cofactor biosynthesis"
PWY-6266	"superpathway of flavones and derivatives biosynthesis"
PWY-5740	"GDP-L-colitose biosynthesis"
PWY-7629	"yatein biosynthesis II"
PWY-6630	"superpathway of L-tyrosine biosynthesis"
PWY-66	"GDP-L-fucose biosynthesis I (from GDP-D-mannose)"
PWY-7905	"<i>Escherichia coli</i> serotype O9a <i>O</i>-antigen biosynthesis"
PWY-7610	"GDP-6-deoxy-D-<i>altro</i>-heptose biosynthesis"
PWY-7530	"&beta;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosamine biosynthesis"
PWY-7748	"yatein biosynthesis I"
PWY-5659	"GDP-mannose biosynthesis"
PWY-7290	"<i>Escherichia coli</i> serotype O86 <i>O</i>-antigen biosynthesis"
GALACT-GLUCUROCAT-PWY	"superpathway of hexuronide and hexuronate degradation"
PWY-5739	"GDP-D-perosamine biosynthesis"
PWY-7576	"nitrogen fixation II (flavodoxin)"
PWY-6478	"GDP-D-<i>glycero</i>-&alpha;-D-<i>manno</i>-heptose biosynthesis"
N2FIX-PWY	"nitrogen fixation I (ferredoxin)"
MET-SAM-PWY	"superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis"
PWY-7573	"GDP-mycosamine biosynthesis"
PWY-5115	"GDP-L-galactose biosynthesis"
PWY-5178	"toluene degradation IV (aerobic) (via catechol)"
PWY-5738	"GDP-6-deoxy-D-talose biosynthesis"
PWY-7574	"propanoyl-CoA degradation II"
PWY-6	"GDP-L-fucose biosynthesis II (from L-fucose)"
PROPIONMET-PWY	"propanoyl CoA degradation I"
PWY-7715	"superpathway of trichothecene biosynthesis"
PWY-7323	"superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis"
PWY0-42	"2-methylcitrate cycle I"
TRYPTOPHAN-DEGRADATION-1	"L-tryptophan degradation III (eukaryotic)"
PWY-7613	"GDP-6-deoxy-D-<i>manno</i>-heptose biosynthesis"
PWY-5747	"2-methylcitrate cycle II"
PWY-5181	"toluene degradation III (aerobic) (via <i>p</i>-cresol)"
PWY-5477	"gallotannin biosynthesis"
