"rxnID"	"Occur_num"	"formula"	"EC"	"keggID"	"biocycID"	"annote_method"
"MNXR102045"	332	"1 `H(+)` + 1 `CDP` + 1 `phosphate` = 1 `H2O` + 1 `CTP`"	"3.6.1.15;3.6.1.5"	"kegg:R00569"	"RXN-12195"	"MNX"
"MNXR101936"	331	"1 `CDP` + 1 `ATP` = 1 `CTP` + 1 `ADP`"	"2.7.4.6"	"kegg:R00570"	"CDPKIN-RXN"	"MNX"
"MNXR96944"	332	"1 `UTP` + 1 `NH4(+)` + 1 `ATP` = 2 `H(+)` + 1 `CTP` + 1 `ADP` + 1 `phosphate`"	"6.3.4.2"	"kegg:R00571"	"RXN-14325"	"MNX"
"MNXR96945"	332	"1 `UTP` + 1 `H2O` + 1 `ATP` + 1 `L-glutamine` = 2 `H(+)` + 1 `CTP` + 1 `ADP` + 1 `L-glutamate` + 1 `phosphate`"	"6.3.4.2"	"kegg:R00573"	"CTPSYN-RXN"	"MNX"
"MNXR96485"	332	"2 `H(+)` + 1 `carbamoyl phosphate` + 2 `ADP` + 1 `L-glutamate` + 1 `phosphate` = 1 `H2O` + 2 `ATP` + 1 `L-glutamine` + 1 `hydrogencarbonate`"	"6.3.5.5"	"kegg:R00575"	"CARBPSYN-RXN"	"MNX"
"MNXR96059"	331	"1 `H(+)` + 1 `diphosphate` + 1 `AMP` + 1 `L-asparagine` + 1 `L-glutamate` = 1 `H2O` + 1 `ATP` + 1 `L-glutamine` + 1 `L-aspartate`"	"6.3.5.4"	"kegg:R00578"	"ASNSYNB-RXN"	"MNX"
"MNXR103260"	329	"1 `H2O` + 1 `O-phospho-L-serine` = 1 `L-serine` + 1 `phosphate`"	"3.1.3.3"	"kegg:R00582"	"RXN0-5114"	"MNX"
"MNXR104504"	306	"1 `pyruvate` + 1 `L-serine` = 1 `L-alanine` + 1 `3-hydroxypyruvate`"	"2.6.1.51"	"kegg:R00585"	"SERINE--PYRUVATE-AMINOTRANSFERASE-RXN"	"MNX"
"MNXR104361"	306	"1 `glycine` + 1 `3-hydroxypyruvate` = 1 `L-serine` + 1 `glyoxylate`"	"2.6.1.45"	"kegg:R00588"	"SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN"	"MNX"
"MNXR103159"	331	"1 `methanol` + 1 `H2O2` = 2 `H2O` + 1 `formaldehyde`"	"1.11.1.21;1.11.1.6;1.11.1.7"	"kegg:R00602"	"RXN-14189"	"MNX"
"MNXR104272"	180	"1 `H2O2` + 1 `glycine` + 1 `formaldehyde` = 1 `H2O` + 1 `sarcosine` + 1 `O2`"	"1.5.3.1"	"kegg:R00610"	"SARCOX-RXN"	"MNX"
"MNXR104886"	306	"1 `H(+)` + 1 `AMP` + 1 `thiamine diphosphate` = 1 `ATP` + 1 `thiamine`"	"2.7.6.2"	"kegg:R00619"	"THIAMIN-PYROPHOSPHOKINASE-RXN"	"MNX"
"MNXR97932"	332	"1 `2-phospho-D-glycerate` = 1 `H2O` + 1 `phosphoenolpyruvate`"	"4.2.1.11"	"kegg:R00658"	"2PGADEHYDRAT-RXN"	"MNX"
"MNXR102055"	272	"1 `UTP` + 1 `H2O` = 1 `H(+)` + 1 `diphosphate` + 1 `UMP`"	"3.6.1.8;3.6.1.9"	"kegg:R00662"	"RXN-14139"	"MNX"
"MNXR102220"	324	"1 `2-oxoglutarate` + 1 `L-ornithine` = 1 `L-glutamate 5-semialdehyde` + 1 `L-glutamate`"	"2.6.1.13"	"kegg:R00667"	"ORNITHINE-GLU-AMINOTRANSFERASE-RXN"	"MNX"
"MNXR95377"	219	"1 `acetate` + 1 `L-ornithine` = 1 `H2O` + 1 `N(2)-acetyl-L-ornithine`"	"3.5.1.14;3.5.1.16"	"kegg:R00669"	"ACETYLORNDEACET-RXN"	"MNX"
"MNXR102209"	323	"1 `putrescine` + 1 `CO2` = 1 `H(+)` + 1 `L-ornithine`"	"4.1.1.17"	"kegg:R00670"	"ORNDECARBOX-RXN"	"MNX"
"MNXR104944"	298	"1 `N-formyl-L-kynurenine zwitterion` = 1 `O2` + 1 `L-tryptophan`"	"1.13.11.11;1.13.11.52"	"kegg:R00678"	"RXN-8665"	"MNX"
"MNXR95958"	316	"1 `CO2` + 1 `H2O` + 1 `L-phenylalanine` = 1 `H(+)` + 1 `L-arogenate`"	"4.2.1.51;4.2.1.91"	"kegg:R00691"	"CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN"	"MNX"
"MNXR103264"	332	"1 `diphosphate` + 1 `presqualene diphosphate` = 2 `(2E,6E)-farnesyl diphosphate`"	"2.5.1.103;2.5.1.21;2.5.1.96"	"kegg:R00702"	"RXN-12263"	"MNX"
"MNXR101665"	204	"1 `NADH` + 1 `CO2` + 1 `acetyl-CoA` = 1 `CoA` + 1 `3-oxopropanoate` + 1 `NAD(+)`"	"1.2.1;1.2.1.18;1.2.1.27"	"kegg:R00705"	"RXN-2902"	"MNX"
"MNXR106650"	203	"1 `CoA` + 1 `3-oxopropanoate` + 1 `NADP(+)` = 1 `CO2` + 1 `acetyl-CoA` + 1 `NADPH`"	"1.2.1;1.2.1.18"	"kegg:R00706"	"1.2.1.18-RXN"	"MNX"
"MNXR102301"	332	"1 `1-pyrroline-5-carboxylate` + 2 `H2O` + 1 `NAD(+)` = 1 `H(+)` + 1 `NADH` + 1 `L-glutamate`"	"1.2.1.88;1.5.1.12"	"kegg:R00707"	"PYRROLINECARBDEHYDROG-RXN"	"MNX"
"MNXR95749"	332	"2 `H(+)` + 1 `NADH` + 1 `acetate` = 1 `H2O` + 1 `acetaldehyde` + 1 `NAD(+)`"	"1.2.1.3;1.2.1.5"	"kegg:R00710"	"RXN66-3"	"MNX"
"MNXR95750"	331	"2 `H(+)` + 1 `acetate` + 1 `NADPH` = 1 `H2O` + 1 `NADP(+)` + 1 `acetaldehyde`"	"1.2.1.-;1.2.1.4;1.2.1.5"	"kegg:R00711"	"RXN0-3962"	"MNX"
"MNXR104540"	332	"1 `succinate semialdehyde` + 1 `H2O` + 1 `NAD(+)` = 2 `H(+)` + 1 `NADH` + 1 `succinate`"	"1.2.1.16;1.2.1.24"	"kegg:R00713"	"SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN"	"MNX"
"MNXR104541"	332	"1 `succinate semialdehyde` + 1 `H2O` + 1 `NADP(+)` = 2 `H(+)` + 1 `succinate` + 1 `NADPH`"	"1.2.1.16;1.2.1.79"	"kegg:R00714"	"SUCCSEMIALDDEHYDROG-RXN"	"MNX"
"MNXR104237"	328	"1 `H(+)` + 1 `NADH` + 1 `2-oxoglutarate` + 1 `L-lysine` = 1 `H2O` + 1 `L-saccharopine` + 1 `NAD(+)`"	"1.5.1.7"	"kegg:R00715"	"1.5.1.7-RXN"	"MNX"
"MNXR100331"	329	"1 `H(+)` + 1 `NADH` + 1 `glyoxylate` = 1 `glycolate` + 1 `NAD(+)`"	"1.1.1.26;1.1.1.29;1.1.1.79"	"kegg:R00717"	"GLYCOLATE-REDUCTASE-RXN"	"MNX"
"MNXR100892"	332	"1 `H(+)` + 1 `IDP` + 1 `phosphate` = 1 `H2O` + 1 `ITP`"	"3.6.1;3.6.1.5"	"kegg:R00719"	"RXN0-5073"	"MNX"
"MNXR102056"	322	"1 `H(+)` + 1 `diphosphate` + 1 `IMP` = 1 `H2O` + 1 `ITP`"	"3.6.1.-;3.6.1.8;3.6.1.9"	"kegg:R00720"	"RXN0-6382"	"MNX"
"MNXR101941"	323	"1 `ATP` + 1 `IDP` = 1 `ITP` + 1 `ADP`"	"2.7.4.6"	"kegg:R00722"	"RXN-14120"	"MNX"
"MNXR106654"	332	"1 `CoA` + 1 `succinate` + 1 `ITP` = 1 `IDP` + 1 `phosphate` + 1 `succinyl-CoA`"	"6.2.1.4"	"kegg:R00727"	"RXN-12511"	"MNX"
"MNXR105000"	332	"1 `3-(4-hydroxyphenyl)pyruvate` + 1 `L-glutamate` = 1 `2-oxoglutarate` + 1 `L-tyrosine`"	"2.6.1.1;2.6.1.5;2.6.1.57;2.6.1.9"	"kegg:R00734"	"TYROSINE-AMINOTRANSFERASE-RXN"	"MNX"
"MNXR95219"	331	"1 `H(+)` + 1 `malonyl-CoA` + 1 `ADP` + 1 `phosphate` = 1 `acetyl-CoA` + 1 `ATP` + 1 `hydrogencarbonate`"	"6.4.1.2"	"kegg:R00742"	"ACETYL-COA-CARBOXYLTRANSFER-RXN"	"MNX"
"MNXR95726"	322	"1 `H(+)` + 1 `NADPH` + 1 `acetaldehyde` = 1 `ethanol` + 1 `NADP(+)`"	"1.1.1.2;1.1.1.71"	"kegg:R00746"	"RXN-12484"	"MNX"
"MNXR104833"	328	"1 `L-threonine` = 1 `glycine` + 1 `acetaldehyde`"	"4.1.2.48;4.1.2.5"	"kegg:R00751"	"THREONINE-ALDOLASE-RXN"	"MNX"
"MNXR95725"	332	"1 `H(+)` + 1 `NADH` + 1 `acetaldehyde` = 1 `ethanol` + 1 `NAD(+)`"	"1.1.1.1;1.1.1.71"	"kegg:R00754"	"ALCOHOL-DEHYDROG-RXN"	"MNX"
"MNXR96994"	332	"1 `H(+)` + 1 `NH4(+)` + 1 `pyruvate` + 1 `hydrogen sulfide` = 1 `H2O` + 1 `L-cysteine`"	"4.4.1.1;4.4.1.28;4.4.1.8"	"kegg:R00782"	"LCYSDESULF-RXN"	"MNX"
"MNXR96458"	72	"1 `catechol` + 1 `O2` = 2 `H(+)` + 1 `cis,cis-muconate`"	"1.13.11.1"	"kegg:R00817"	"CATECHOL-12-DIOXYGENASE-RXN"	"MNX"
"MNXR95695"	331	"1 `CoA` + 1 `CO2` + 1 `5-aminolevulinate` = 1 `H(+)` + 1 `glycine` + 1 `succinyl-CoA`"	"2.3.1.37"	"kegg:R00830"	"5-AMINOLEVULINIC-ACID-SYNTHASE-RXN"	"MNX"
"MNXR99907"	331	"1 `D-glucopyranose 6-phosphate` + 1 `NADP(+)` = 1 `H(+)` + 1 `6-phospho-D-glucono-1,5-lactone` + 1 `NADPH`"	"1.1.1.363;1.1.1.49"	"kegg:R00835"	"GLU6PDEHYDROG-RXN"	"MNX"
"MNXR104925"	175	"1 `D-glucopyranose 6-phosphate` + 1 `D-glucose` = 1 `H2O` + 1 `alpha,alpha-trehalose 6-phosphate`"	"3.2.1.122;3.2.1.93"	"kegg:R00837"	"TRE6PHYDRO-RXN"	"MNX"
"MNXR99894"	273	"1 `H2O` + 1 `sn-glycerol 3-phosphate` = 1 `glycerol` + 1 `phosphate`"	"3.1.3.21"	"kegg:R00841"	"RXN-14965"	"MNX"
"MNXR99876"	331	"1 `H(+)` + 1 `NADH` + 1 `dihydroxyacetone phosphate` = 1 `sn-glycerol 3-phosphate` + 1 `NAD(+)`"	"1.1.1.8;1.1.1.94"	"kegg:R00842"	"1.1.1.8-RXN"	"MNX"
"MNXR100348"	312	"1 `H(+)` + 1 `sn-glycerol 3-phosphate` + 1 `ADP` = 1 `ATP` + 1 `glycerol`"	"2.7.1.30"	"kegg:R00847"	"GLYCEROL-KIN-RXN"	"MNX"
"MNXR104650"	331	"4 `H(+)` + 1 `sulfite` + 3 `NADPH` = 3 `H2O` + 3 `NADP(+)` + 1 `hydrogen sulfide`"	"1.8.1.2"	"kegg:R00858"	"SULFITE-REDUCT-RXN"	"MNX"
"MNXR104283"	281	"1 `H(+)` + 1 `NADH` + 1 `D-fructose` = 1 `D-sorbitol` + 1 `NAD(+)`"	"1.1.1.14;1.1.1.15"	"kegg:R00875"	"RXN-7644"	"MNX"
"MNXR101375"	332	"1 `diphosphate` + 1 `GDP-alpha-D-mannose` = 1 `H(+)` + 1 `GTP` + 1 `alpha-D-mannose 1-phosphate`"	"2.7.7.13"	"kegg:R00885"	"2.7.7.13-RXN"	"MNX"
"MNXR96993"	199	"1 `H(+)` + 1 `3-sulfino-L-alanine` = 1 `O2` + 1 `L-cysteine`"	"1.13.11.20"	"kegg:R00893"	"CYSTEINE-DIOXYGENASE-RXN"	"MNX"
"MNXR100074"	331	"1 `H(+)` + 1 `L-gamma-glutamyl-L-cysteine` + 1 `ADP` + 1 `phosphate` = 1 `ATP` + 1 `L-cysteine` + 1 `L-glutamate`"	"6.3.2.2"	"kegg:R00894"	"GLUTCYSLIG-RXN"	"MNX"
"MNXR96990"	332	"1 `3-mercaptopyruvate` + 1 `L-glutamate` = 1 `2-oxoglutarate` + 1 `L-cysteine`"	"2.6.1.1;2.6.1.3"	"kegg:R00895"	"CYSTEINE-AMINOTRANSFERASE-RXN"	"MNX"
"MNXR97007"	332	"1 `acetate` + 1 `L-cysteine` = 1 `O-acetyl-L-serine` + 1 `hydrogen sulfide`"	"2.5.1.47;2.5.1.65"	"kegg:R00897"	"ACSERLY-RXN"	"MNX"
"MNXR95828"	332	"1 `glycine` + 1 `L-cysteine` = 1 `H2O` + 1 `L-cysteinylglycine`"	"3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-;3.4.13.18"	"kegg:R00899"	"RXN-6622"	"MNX"
"MNXR95748"	332	"2 `H(+)` + 1 `NADH` + 1 `beta-alanine` = 1 `H2O` + 1 `3-aminopropanal` + 1 `NAD(+)`"	"1.2.1;1.2.1.19;1.2.1.3;1.2.1.5"	"kegg:R00904"	"RXN-12332"	"MNX"
"MNXR95862"	327	"1 `beta-alanine` + 1 `2-oxoglutarate` = 1 `3-oxopropanoate` + 1 `L-glutamate`"	"2.6.1.19;2.6.1.55"	"kegg:R00908"	"RXN-2901"	"MNX"
"MNXR106753"	332	"1 `diphosphate` + 1 `AMP` + 1 `propanoyl-CoA` = 1 `CoA` + 1 `ATP` + 1 `propanoate`"	"6.2.1.1;6.2.1.17"	"kegg:R00925"	"PROPIONATE--COA-LIGASE-RXN"	"MNX"
"MNXR95195"	323	"1 `CoA` + 1 `2-methyl-3-oxobutanoyl-CoA` = 1 `acetyl-CoA` + 1 `propanoyl-CoA`"	"2.3.1.16;2.3.1.9"	"kegg:R00927"	"METHYLACETOACETYLCOATHIOL-RXN"	"MNX"
"MNXR105090"	212	"1 `alpha-D-galactose 1-phosphate` + 1 `UDP-D-glucose` = 1 `D-glucopyranose 1-phosphate(2-)` + 1 `UDP-alpha-D-galactose`"	"2.7.7.12"	"kegg:R00955"	"GALACTURIDYLYLTRANS-RXN"	"MNX"
"MNXR100807"	332	"1 `H(+)` + 1 `IMP` + 1 `phosphate` = 1 `H2O` + 1 `IDP`"	"3.6.1.5;3.6.1.6;3.6.1.64"	"kegg:R00961"	"RXN-14003"	"MNX"
"MNXR102032"	164	"1 `uridine` + 1 `phosphate` = 1 `H2O` + 1 `UMP`"	"3.1.3.5"	"kegg:R00963"	"RXN-14025"	"MNX"
"MNXR105162"	330	"1 `H(+)` + 1 `ADP` + 1 `UMP` = 1 `uridine` + 1 `ATP`"	"2.7.1.213;2.7.1.48"	"kegg:R00964"	"URIDINEKIN-RXN"	"MNX"
"MNXR102190"	327	"1 `CO2` + 1 `UMP` = 1 `H(+)` + 1 `orotidine 5'-phosphate(3-)`"	"4.1.1.23"	"kegg:R00965"	"OROTPDECARB-RXN"	"MNX"
"MNXR105142"	330	"1 `diphosphate` + 1 `UMP` = 1 `uracil` + 1 `5-phospho-alpha-D-ribose 1-diphosphate`"	"2.4.2.9"	"kegg:R00966"	"URACIL-PRIBOSYLTRANS-RXN"	"MNX"
"MNXR105163"	327	"1 `H(+)` + 1 `GDP` + 1 `UMP` = 1 `uridine` + 1 `GTP`"	"2.7.1.48"	"kegg:R00968"	"URKI-RXN"	"MNX"
"MNXR96927"	316	"1 `NH4(+)` + 1 `uracil` = 1 `H(+)` + 1 `H2O` + 1 `cytosine`"	"3.5.4.1"	"kegg:R00974"	"CYTDEAM-RXN"	"MNX"
"MNXR95843"	332	"1 `H(+)` + 1 `anthranilate` + 1 `pyruvate` + 1 `L-glutamate` = 1 `chorismate` + 1 `L-glutamine`"	"4.1.3.27"	"kegg:R00986"	"ANTHRANSYN-RXN"	"MNX"
"MNXR100946"	294	"1 `H(+)` + 1 `anthranilate` + 1 `L-alanine` = 1 `H2O` + 1 `L-kynurenine`"	"3.7.1.3"	"kegg:R00987"	"KYNURENINASE-RXN"	"MNX"
"MNXR106779"	313	"1 `NADH` + 1 `CO2` + 1 `2-oxobutanoate` = 1 `(2R,3S)-3-methylmalate` + 1 `NAD(+)`"	"1.1.1;1.1.1.85"	"kegg:R00994"	"RXN-7745"	"MNX"
"MNXR104714"	331	"1 `L-threonine` = 1 `NH4(+)` + 1 `2-oxobutanoate`"	"4.3.1.19"	"kegg:R00996"	"THREDEHYD-RXN"	"MNX"
"MNXR95217"	73	"1 `1-aminocyclopropane-1-carboxylate` + 1 `H2O` = 1 `NH4(+)` + 1 `2-oxobutanoate`"	"3.5.99.7"	"kegg:R00997"	"4.1.99.4-RXN"	"MNX"
"MNXR104384"	303	"1 `H(+)` + 1 `NH4(+)` + 1 `2-oxobutanoate` + 1 `succinate` = 1 `H2O` + 1 `O-succinyl-L-homoserine`"	"2.5.1.48;4.2.99.9;4.3.1"	"kegg:R00999"	"METBALT-RXN"	"MNX"
"MNXR97012"	321	"1 `NH4(+)` + 1 `2-oxobutanoate` + 1 `L-cysteine` = 1 `H2O` + 1 `L-cystathionine`"	"4.4.1.1"	"kegg:R01001"	"RXN-15130"	"MNX"
"MNXR106783"	258	"1 `H(+)` + 1 `dolichyl phosphate` + 1 `phosphate` = 1 `H2O` + 1 `dolichyl diphosphate`"	"3.6.1.43"	"kegg:R01004"	"DOLICHYLDIPHOSPHATASE-RXN"	"MNX"
"MNXR106784"	322	"1 `dolichyl beta-D-glucosyl phosphate` + 1 `UDP` = 1 `dolichyl phosphate` + 1 `UDP-D-glucose`"	"2.4.1.117"	"kegg:R01005"	"2.4.1.117-RXN"	"MNX"
"MNXR97361"	327	"1 `H(+)` + 1 `ADP` + 1 `dihydroxyacetone phosphate` = 1 `ATP` + 1 `dihydroxyacetone`"	"2.7.1.29"	"kegg:R01011"	"GLYCERONE-KINASE-RXN"	"MNX"
"MNXR104918"	331	"1 `D-glyceraldehyde 3-phosphate` = 1 `dihydroxyacetone phosphate`"	"5.3.1.1"	"kegg:R01015"	"TRIOSEPISOMERIZATION-RXN"	"MNX"
"MNXR106791"	320	"1 `H(+)` + 1 `CDP` + 1 `dolichyl phosphate` = 1 `CTP` + 1 `dolichol`"	"2.7.1.108"	"kegg:R01018"	"DOLICHOL-KINASE-RXN"	"MNX"
"MNXR96702"	330	"1 `H(+)` + 1 `phosphocholine` + 1 `ADP` = 1 `ATP` + 1 `choline`"	"2.7.1.32"	"kegg:R01021"	"CHOLINE-KINASE-RXN"	"MNX"
"MNXR95261"	127	"1 `H(+)` + 1 `acetate` + 1 `choline` = 1 `H2O` + 1 `acetylcholine`"	"3.1.1.7;3.1.1.8"	"kegg:R01026"	"ACETYLCHOLINESTERASE-RXN"	"MNX"
"MNXR100410"	331	"1 `H(+)` + 1 `sn-glycerol 3-phosphate` + 1 `choline` = 1 `H2O` + 1 `sn-glycerol 3-phosphocholine`"	"3.1.4.2;3.1.4.46"	"kegg:R01030"	"3.1.4.2-RXN"	"MNX"
"MNXR100327"	332	"1 `H(+)` + 1 `dihydroxyacetone` + 1 `NADPH` = 1 `NADP(+)` + 1 `glycerol`"	"1.1.1.156"	"kegg:R01039"	"GLYCEROL-2-DEHYDROGENASE-NADP+-RXN"	"MNX"
"MNXR95711"	327	"1 `H(+)` + 1 `D-glyceraldehyde` + 1 `NADPH` = 1 `NADP(+)` + 1 `glycerol`"	"1.1.1.2;1.1.1.21;1.1.1.372;1.1.1.72"	"kegg:R01041"	"GLYCEROL-DEHYDROGENASE-NADP+-RXN"	"MNX"
"MNXR106802"	332	"1 `D-ribose 5-phosphate` + 1 `ATP` = 1 `H(+)` + 1 `AMP` + 1 `5-phospho-alpha-D-ribose 1-diphosphate`"	"2.7.6.1"	"kegg:R01049"	"PRPPSYN-RXN"	"MNX"
"MNXR106807"	321	"2 `H(+)` + 1 `D-ribose 5-phosphate` + 1 `AMP` = 1 `H2O` + 1 `ADP-D-ribose`"	"3.6.1.-;3.6.1.13;3.6.1.21;3.6.1.53"	"kegg:R01054"	"RXN0-1441"	"MNX"
"MNXR106808"	268	"1 `D-ribose 5-phosphate` + 1 `uracil` = 1 `H2O` + 1 `pseudouridine 5'-phosphate`"	"4.2.1.70"	"kegg:R01055"	"RXN0-5398"	"MNX"
"MNXR106809"	326	"1 `D-ribose 5-phosphate` = 1 `D-ribulose 5-phosphate`"	"5.3.1.6"	"kegg:R01056"	"RIB5PISOM-RXN"	"MNX"
"MNXR106810"	332	"1 `D-ribose 5-phosphate` = 1 `alpha-D-ribose 1-phosphate`"	"5.4.2.2;5.4.2.7"	"kegg:R01057"	"PPENTOMUT-RXN"	"MNX"
"MNXR104940"	327	"1 `H(+)` + 1 `ADP` + 1 `D-glyceraldehyde 3-phosphate` = 1 `ATP` + 1 `D-glyceraldehyde`"	"2.7.1.28"	"kegg:R01059"	"TRIOKINASE-RXN"	"MNX"
"MNXR100040"	331	"1 `H(+)` + 1 `NADH` + 1 `3-phospho-D-glyceroyl phosphate` = 1 `D-glyceraldehyde 3-phosphate` + 1 `NAD(+)` + 1 `phosphate`"	"1.2.1.12;1.2.1.59"	"kegg:R01061"	"GAPOXNPHOSPHN-RXN"	"MNX"
"MNXR99464"	332	"1 `D-glyceraldehyde 3-phosphate` + 1 `dihydroxyacetone phosphate` = 1 `beta-D-fructofuranose 1,6-bisphosphate`"	"4.1.2.13"	"kegg:R01070"	"F16ALDOLASE-RXN"	"MNX"
"MNXR96132"	327	"1 `diphosphate` + 1 `1-(5-phospho-beta-D-ribosyl)-ATP` = 1 `ATP` + 1 `5-phospho-alpha-D-ribose 1-diphosphate`"	"2.4.2.17"	"kegg:R01071"	"ATPPHOSPHORIBOSYLTRANS-RXN"	"MNX"
"MNXR100287"	331	"1 `diphosphate` + 1 `L-glutamate` + 1 `5-phospho-beta-D-ribosylaminium(1-)` = 1 `H2O` + 1 `L-glutamine` + 1 `5-phospho-alpha-D-ribose 1-diphosphate`"	"2.4.2.14"	"kegg:R01072"	"PRPPAMIDOTRANS-RXN"	"MNX"
"MNXR95842"	319	"1 `diphosphate` + 1 `N-(5-phospho-beta-D-ribosyl)anthranilate` = 1 `anthranilate` + 1 `5-phospho-alpha-D-ribose 1-diphosphate`"	"2.4.2.18"	"kegg:R01073"	"PRTRANS-RXN"	"MNX"
"MNXR96208"	331	"1 `diphosphate` + 1 `biotinyl-5'-AMP` = 1 `H(+)` + 1 `ATP` + 1 `biotin`"	"6.2.1.11;6.3.4.10;6.3.4.11;6.3.4.15;6.3.4.9"	"kegg:R01074"	"RXN0-7192"	"MNX"
"MNXR105161"	291	"1 `uracil` + 1 `D-ribose` = 1 `H2O` + 1 `uridine`"	"3.2.2.3"	"kegg:R01080"	"URIDINE-NUCLEOSIDASE-RXN"	"MNX"
"MNXR99705"	332	"1 `H2O` + 1 `fumarate` = 1 `(S)-malate`"	"4.2.1.2"	"kegg:R01082"	"FUMHYDR-RXN"	"MNX"
"MNXR95493"	329	"1 `AMP` + 1 `fumarate` = 1 `N(6)-(1,2-dicarboxylatoethyl)-AMP(4-)`"	"4.3.2.2"	"kegg:R01083"	"AMPSYN-RXN"	"MNX"
"MNXR99707"	323	"1 `3-fumarylpyruvate` + 1 `H2O` = 1 `H(+)` + 1 `pyruvate` + 1 `fumarate`"	"3.7.1.20;3.7.1.5"	"kegg:R01085"	"RXN-10445"	"MNX"
"MNXR95948"	332	"1 `2-(N(omega)-L-arginino)succinate` = 1 `L-arginine` + 1 `fumarate`"	"4.3.2.1"	"kegg:R01086"	"ARGSUCCINLYA-RXN"	"MNX"
"MNXR96229"	331	"1 `L-leucine` + 1 `2-oxoglutarate` = 1 `4-methyl-2-oxopentanoate` + 1 `L-glutamate`"	"2.6.1.42;2.6.1.6;2.6.1.67"	"kegg:R01090"	"BRANCHED-CHAINAMINOTRANSFERLEU-RXN"	"MNX"
"MNXR100003"	327	"1 `galactitol` + 1 `NADP(+)` = 1 `H(+)` + 1 `alpha-D-galactose` + 1 `NADPH`"	"1.1.1.21"	"kegg:R01095"	"RXN-12078"	"MNX"
"MNXR97776"	332	"1 `CO2` + 1 `ADP` + 1 `isopentenyl diphosphate` + 1 `phosphate` = 1 `ATP` + 1 `(R)-5-diphosphomevalonate`"	"4.1.1.33"	"kegg:R01121"	"DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN"	"MNX"
"MNXR100796"	295	"1 `dimethylallyl diphosphate` = 1 `isopentenyl diphosphate`"	"5.3.3.2"	"kegg:R01123"	"IPPISOM-RXN"	"MNX"
"MNXR102030"	323	"1 `IMP` + 1 `H2O` = 1 `inosine` + 1 `phosphate`"	"3.1.3.5;3.1.3.99"	"kegg:R01126"	"RXN-7607"	"MNX"
"MNXR100783"	332	"1 `IMP` + 1 `H2O` = 1 `5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)`"	"2.1.2.3;3.5.4.10"	"kegg:R01127"	"IMPCYCLOHYDROLASE-RXN"	"MNX"
"MNXR100830"	332	"1 `IMP` + 1 `H2O` + 1 `NAD(+)` = 1 `H(+)` + 1 `NADH` + 1 `XMP`"	"1.1.1.205"	"kegg:R01130"	"IMP-DEHYDROG-RXN"	"MNX"
"MNXR100752"	332	"1 `diphosphate` + 1 `IMP` = 1 `hypoxanthine` + 1 `5-phospho-alpha-D-ribose 1-diphosphate`"	"2.4.2.8"	"kegg:R01132"	"HYPOXANPRIBOSYLTRAN-RXN"	"MNX"
"MNXR95495"	331	"1 `IMP` + 1 `L-aspartate` + 1 `GTP` = 2 `H(+)` + 1 `GDP` + 1 `N(6)-(1,2-dicarboxylatoethyl)-AMP(4-)` + 1 `phosphate`"	"6.3.4.4"	"kegg:R01135"	"ADENYLOSUCCINATE-SYNTHASE-RXN"	"MNX"
"MNXR101940"	330	"1 `dATP` + 1 `ADP` = 1 `ATP` + 1 `dADP`"	"2.7.4.6"	"kegg:R01137"	"DADPKIN-RXN"	"MNX"
"MNXR97145"	330	"1 `H(+)` + 1 `dADP` + 1 `phosphoenolpyruvate` = 1 `pyruvate` + 1 `dATP`"	"2.7.1.40"	"kegg:R01138"	"RXN-14192"	"MNX"
"MNXR95554"	272	"1 `urea` + 1 `putrescine` = 1 `H2O` + 1 `agmatine`"	"3.5.3.11"	"kegg:R01157"	"AGMATIN-RXN"	"MNX"
"MNXR100587"	329	"1 `L-histidinol` + 1 `H2O` + 2 `NAD(+)` = 3 `H(+)` + 2 `NADH` + 1 `L-histidine`"	"1.1.1.23"	"kegg:R01158"	"RXN-8001"	"MNX"
"MNXR106847"	329	"2 `H(+)` + 1 `NADH` + 1 `L-histidine` = 1 `H2O` + 1 `L-histidinal` + 1 `NAD(+)`"	"1.1.1.23"	"kegg:R01163"	"HISTALDEHYD-RXN"	"MNX"
"MNXR95196"	332	"1 `CoA` + 1 `3-oxohexanoyl-CoA` = 1 `acetyl-CoA` + 1 `butanoyl-CoA`"	"2.3.1.16;2.3.1.9"	"kegg:R01177"	"RXN-12565"	"MNX"
"MNXR100839"	212	"1 `myo-inositol` + 1 `O2` = 1 `H(+)` + 1 `H2O` + 1 `D-glucuronate`"	"1.13.99.1"	"kegg:R01184"	"MYO-INOSITOL-OXYGENASE-RXN"	"MNX"
"MNXR101570"	183	"1 `myo-inositol` + 1 `phosphate` = 1 `H2O` + 1 `1D-myo-inositol 1-phosphate`"	"3.1.3.25"	"kegg:R01185"	"RXN0-5408"	"MNX"
"MNXR101579"	181	"1 `myo-inositol` + 1 `phosphate` = 1 `H2O` + 1 `1D-myo-inositol 4-phosphate`"	"3.1.3.25"	"kegg:R01186"	"RXN-10952"	"MNX"
