"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"
"RXN-15746"	"fumiquinazoline F synthetase"	"anthranilate[s] + 3 ATP[s] + L-alanine[s] + L-tryptophan[s] => 3 AMP[s] + fumiquinazoline F[s] + 3 diphosphate[s] + 2 H+[s] + H2O[s]"	"ec-code/6.3.2"	"Fusarium_graminearum@Seq_3376 or Fusarium_graminearum@Seq_3196"	0	1000	NA	NA	""	"fumiquinazoline D biosynthesis"	NA	NA	"pubmed/20225828"	2
"HISTIDPHOS-RXN"	"L-histidinol-phosphate phosphatase;histidinol-phosphatase;histidinol phosphate phosphatase"	"L-histidinol phosphate[s] + H2O[s] => histidinol[s] + phosphate[s]"	"ec-code/3.1.3.15"	"Arthrobotrys_oligospora@Seq_6579 or yHAB166_Kazachstania_yakushimaensis@Seq_2727"	0	1000	NA	NA	"rhea/14466;kegg.reaction/R03013"	"L-histidine biosynthesis"	NA	NA	""	2
"RXN0-901"	"xanthine:NAD+ oxidoreductase;xanthine dehydrogenase"	"NAD+[s] + H2O[s] + xanthine[s] <=> NADH[s] + H+[s] + urate[s]"	"ec-code/1.17.1.4"	"yHMPu5000034918_Nakazawaea_holstii@Seq_5765"	-1000	1000	NA	NA	"rhea/16672;kegg.reaction/R02103"	"purine nucleobases degradation II (anaerobic);purine nucleobases degradation I (anaerobic);theophylline degradation;caffeine degradation III (bacteria, via demethylation);inosine 5'-phosphate degradation;adenosine nucleotides degradation II;guanosine nucleotides degradation III;guanosine nucleotides degradation I;guanosine nucleotides degradation II;adenosine nucleotides degradation I"	NA	NA	""	2
"RXN-15734"	"dihydropteroate synthase"	"[1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3H-pteridin-6-yl)]ethyl diphosphate[s] + 4-(beta-D-ribofuranosyl)aminobenzene-5'-phosphate[s] => [1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3H-pteridin-6-yl)]ethyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate[s] + diphosphate[s]"	"ec-code/2.5.1.105"	"Coccidioides_immitis@Seq_7023"	0	1000	NA	NA	""	"tetrahydromethanopterin biosynthesis"	NA	NA	""	2
"RXN0-7285"	"homoserine racemase"	"L-homoserine[s] <=> D-homoserine[s]"	"ec-code/5.1.1"	"Candida_glabrata@Seq_1834"	-1000	1000	NA	NA	""	""	NA	NA	""	2
"RXN-15722"	"monacolin J acid dimethylbutanoate transferase"	"monacolin J acid[s] + 2-dimethylbutanoyl-S-methyl-mercaptopropanoate[s] <=> methyl-mercaptopropanoate[s] + simvastatin acid[s]"	"ec-code/2.3.1"	"Sclerotinia_sclerotiorum@Seq_462 or Sclerotinia_sclerotiorum@Seq_12330"	-1000	1000	NA	NA	""	""	NA	NA	"pubmed/19875080"	2
"RXN-15718"	"2-methylbutanoate polyketide synthase"	"Holo-LovF[s] + 2 malonyl-CoA[s] + 2 NADPH[s] + 3 H+[s] + S-ADENOSYLMETHIONINE[s] => 2-methylbutanoyl-LovF[s] + S-adenosyl-L-homocysteine[s] + 2 CO2[s] + 2 coenzyme A[s] + 2 NADP+[s] + H2O[s]"	"ec-code/2.3.1.244"	"yHMPu5000034754_Lipomyces_arxii@Seq_4243 or Aspergillus_nidulans@Seq_8440 or Aspergillus_nidulans@Seq_1235"	0	1000	NA	NA	"rhea/42853"	"lovastatin biosynthesis"	NA	NA	""	2
"RXN-15716"	"5-aminolevulinyl-CoA cyclase"	"5-aminolevulinyl-CoA[s] => coenzyme A[s] + 2-amino-3-hydroxycyclopent-2-enone[s] + H+[s]"	""	"Stagonospora_nodorum@Seq_2024 or yHMPu5000034611_Saturnispora_mendoncae@Seq_2010"	0	1000	NA	NA	""	"2-amino-3-hydroxycyclopent-2-enone biosynthesis"	NA	NA	"pubmed/20394362"	2
"RXN0-7251"	"L-glyceraldehyde 3-phosphate phosphatase"	"L-glyceraldehyde 3-phosphate[s] + H2O[s] => L-glyceraldehyde[s] + phosphate[s]"	"ec-code/3.1.3"	"Arthrobotrys_oligospora@Seq_6579"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN0-7250"	"D-glyceraldehyde 3-phosphate phosphatase"	"D-glyceraldehyde 3-phosphate[s] + H2O[s] => D-glyceraldehyde[s] + phosphate[s]"	"ec-code/3.1.3"	"Arthrobotrys_oligospora@Seq_6579"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN0-7249"	"glycerone phosphate phosphatase"	"glycerone phosphate[s] + H2O[s] => dihydroxyacetone[s] + phosphate[s]"	"ec-code/3.1.3"	"Arthrobotrys_oligospora@Seq_6579"	0	1000	NA	NA	"rhea/51729"	""	NA	NA	""	2
"RXN0-7248"	"palmitoleoyl-CoA synthetase (transporting)"	"ATP[s] + coenzyme A[s] + palmitoleate[s] => AMP[s] + palmitoleoyl-CoA[s] + diphosphate[s]"	"ec-code/6.2.1.3"	"Fusarium_graminearum@Seq_316 or Arthrobotrys_oligospora@Seq_1782"	0	1000	NA	NA	""	""	NA	NA	"pubmed/10328825;pubmed/12966144;pubmed/12034706"	2
"RXN0-7239"	"oleoyl-CoA synthetase (transporting)"	"ATP[s] + coenzyme A[s] + oleate[s] => AMP[s] + oleoyl-CoA[s] + diphosphate[s]"	"ec-code/6.2.1.3"	"Fusarium_graminearum@Seq_316 or Arthrobotrys_oligospora@Seq_1782"	0	1000	NA	NA	""	""	NA	NA	"pubmed/10328825;pubmed/12966144;pubmed/12034706"	2
"RXN0-7238"	"cis-vaccenoyl-CoA synthetase (transporting)"	"ATP[s] + coenzyme A[s] + cis-vaccenate[s] => AMP[s] + cis-vaccenoyl-CoA[s] + diphosphate[s]"	"ec-code/6.2.1.3"	"Fusarium_graminearum@Seq_316 or Arthrobotrys_oligospora@Seq_1782"	0	1000	NA	NA	""	""	NA	NA	"pubmed/10328825;pubmed/12966144;pubmed/12034706"	2
"HALOALKANE-DEHALOGENASE-RXN"	"haloalkane dehalogenase"	"1-Haloalkanes[s] + H2O[s] => Halide-Anions[s] + H+[s] + Primary-Alcohols[s]"	"ec-code/3.8.1.5"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_6397"	0	1000	NA	NA	"rhea/19082;kegg.reaction/R02337"	""	NA	NA	""	2
"RXN-15694"	"monacolin J acid methylbutanoate transferase"	"2-methylbutanoyl-LovF[s] + monacolin J acid[s] => lovastatin acid[s] + Holo-LovF[s]"	"ec-code/2.3.1.238"	"Sclerotinia_sclerotiorum@Seq_462 or Sclerotinia_sclerotiorum@Seq_12330"	0	1000	NA	NA	"rhea/43065"	"lovastatin biosynthesis"	NA	NA	""	2
"RXN0-7227"	"(S)-2-hydroxybutanoate dehydrogenase"	"(S)-2-hydroxybutanoate[s] + ETR-Quinones[s] => 2-oxobutanoate[s] + ETR-Quinols[s]"	""	"Xylona_heveae@Seq_6639"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN0-7219"	"galactoside-arabinose galactohydrolase"	"3-O-beta-D-galactopyranosyl-D-arabinose[s] + H2O[s] => D-ARABINOSE[s] + beta-D-galactopyranose[s]"	"ec-code/3.2.1"	"Arxula_adeninivorans@Seq_5367 or yHMPu5000034673_Blastobotrys_nivea@Seq_6825 or Aspergillus_nidulans@Seq_9781"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-15667"	"benzodiazepinedione synthetase"	"anthranilate[s] + 2 ATP[s] + L-tryptophan[s] => 2 ADP[s] + (R)-benzodiazepinedione[s] + H+[s] + 2 phosphate[s]"	"ec-code/6.3.2"	"Coccidioides_immitis@Seq_5482"	0	1000	NA	NA	""	"acetylaszonalenin biosynthesis"	NA	NA	"pubmed/20225828"	2
"RXN0-7143"	"Kemp eliminase"	"5-nitro benzisoxazole[s] => 2-cyano-4-nitrophenol[s]"	""	"Schizosaccharomyces_pombe@Seq_769"	0	1000	NA	NA	""	""	NA	NA	"pubmed/21332126"	2
"RXN-15650"	"2-oxo-4-methylthiobutanoate-glutamine aminotransferase;2-oxo-4-methylthiobutanoate aminotransferase"	"4-(methylsulfanyl)-2-oxobutanoate[s] + L-glutamine[s] <=> 2-oxoglutaramate[s] + L-methionine[s]"	"ec-code/2.6.1.ag"	"Coccidioides_immitis@Seq_3137"	-1000	1000	NA	NA	""	"S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I"	NA	NA	""	2
"RXN0-7119"	"isobutyraldehyde reductase"	"isobutanal[s] + NADPH[s] + H+[s] => isobutanol[s] + NADP+[s]"	"ec-code/1.1.1"	"yHMPu5000035047_Barnettozyma_pratensis@Seq_382 or Candida_versatilis@Seq_1302 or Candida_apicola@Seq_3013"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-15638"	"4-sulfophenyl acetate esterase"	"4-sulfophenyl acetate[s] + H2O[s] => acetate[s] + 4-sulfophenol[s] + H+[s]"	"ec-code/3.1.1"	"Neurospora_crassa@Seq_2140 or yHMPu5000034670_Blastobotrys_proliferans@Seq_6878 or Fusarium_graminearum@Seq_10338 or yHMPu5000034897_Ogataea_glucozyma@Seq_2031 or yHMPu5000035279_Tortispora_starmeri@Seq_4541 or yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_3404 or Fusarium_graminearum@Seq_1139"	0	1000	NA	NA	""	"3-(4-sulfophenyl)butanoate degradation"	NA	NA	"pubmed/23001656"	2
"RXN-15637"	"4-sulfoacetophenone monooxygenase"	"4-sulfoacetophenone[s] + NADPH[s] + oxygen[s] + H+[s] => 4-sulfophenyl acetate[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13"	"Stagonospora_nodorum@Seq_9333 or yHMPu5000041829_Debaryomyces_fabryi@Seq_2573 or Aspergillus_nidulans@Seq_1752 or yHMPu5000041829_Debaryomyces_fabryi@Seq_5475"	0	1000	NA	NA	""	"3-(4-sulfophenyl)butanoate degradation"	NA	NA	"pubmed/23001656"	2
"GUANIDINOBUTYRASE-RXN"	"guanidinobutyrase;guanidinobutyrate amidinohydrolase"	"4-guanidinobutanoate[s] + H2O[s] => 4-aminobutanoate[s] + urea[s]"	"ec-code/3.5.3.7"	"Ascoidea_asiatica@Seq_6967 or yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_1708 or Metschnikowia_borealis@Seq_774 or yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_5630 or yHMPu5000034661_Dipodascus_albidus@Seq_1482 or yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_4113 or yHMPu5000026256_Zygotorulaspora_mrakii@Seq_2078 or yHMPu5000034952_Citeromyces_siamensis@Seq_4037 or yHMPu5000035261_Candida_ponderosae@Seq_3924 or yHMPu5000034952_Citeromyces_siamensis@Seq_6012 or yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_218 or Schizosaccharomyces_pombe@Seq_2391 or yHMPu5000034607_Saccharomycopsis_capsularis@Seq_2256 or yHMPu5000035658_Starmera_amethionina@Seq_2597 or Xylona_heveae@Seq_4257 or yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_6120"	0	1000	NA	NA	"rhea/19502;kegg.reaction/R01990"	"L-arginine degradation XII;L-arginine degradation IX (arginine:pyruvate transaminase pathway);L-arginine degradation VIII (arginine oxidase pathway);L-arginine degradation X (arginine monooxygenase pathway)"	NA	NA	""	2
"RXN0-7101"	"D-gluconate 5-dehydrogenase"	"D-gluconate[s] + NAD+[s] <=> 5-dehydro-D-gluconate[s] + NADH[s] + H+[s]"	""	"yHMPu5000034887_Ogataea_trehaloabstinens@Seq_4783"	-1000	1000	NA	NA	""	""	NA	NA	""	2
"RXN-15608"	"didemethylasterriquinone D synthetase"	"2 ATP[s] + 2 (indol-3-yl)pyruvate[s] => 2 AMP[s] + didemethylasterriquinone D[s] + 2 diphosphate[s]"	""	"Aspergillus_nidulans@Seq_3228 or Sclerotinia_sclerotiorum@Seq_10818"	0	1000	NA	NA	""	"terrequinone A biosynthesis"	NA	NA	"pubmed/17704773"	2
"RXN-15607"	"11-deoxycorticosterone reductase"	"11-deoxycorticosterone[s] + NADH[s] + H+[s] => 4-pregnen-20,21-diol-3-one[s] + NAD+[s]"	"ec-code/1.1.1"	"yHMPu5000034887_Ogataea_trehaloabstinens@Seq_4783"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-15601"	"8beta-hydroxyfusicocca-1,10(14)-diene-16-al reductase"	"8beta-hydroxyfusicocca-1,10(14)-diene-16-al[s] + NADH-P-OR-NOP[s] + H+[s] => fusicocca-1,10(14)-diene-8beta,16-diol[s] + NAD-P-OR-NOP[s]"	"ec-code/1.1.1"	"yHMPu5000035031_Candida_kruisii@Seq_5239 or Stagonospora_nodorum@Seq_2399 or Aspergillus_nidulans@Seq_2070 or yHMPu5000035643_Yarrowia_bubula@Seq_3673 or yHMPu5000035243_Zygoascus_meyerae@Seq_2448 or yHMPu5000041693_Debaryomyces_nepalensis@Seq_4031 or Fusarium_graminearum@Seq_5333 or yHMPu5000035691_Candida_salmanticensis@Seq_5265 or yHMPu5000035643_Yarrowia_bubula@Seq_4541 or yHMPu5000034604_Sporopachydermia_lactativora@Seq_2727 or yHMPu5000034748_Lipomyces_oligophaga@Seq_4060 or yHMPu5000034932_Kuraishia_ogatae@Seq_654 or yHMPu5000034761_Lipomyces_lipofer@Seq_6383 or Tetrapisispora_blattae@Seq_1114 or Fusarium_graminearum@Seq_6139"	0	1000	NA	NA	""	"fusicoccin A biosynthesis"	NA	NA	"pubmed/21299202"	2
"RXN-15593"	"fusicocca-2,10(14)-diene-8beta,16-diol dioxygenase"	"2-oxoglutarate[s] + fusicocca-2,10(14)-diene-8beta,16-diol[s] + oxygen[s] => CO2[s] + fusicocca-1,10(14)-diene-3,8beta,16-triol[s] + succinate[s]"	"ec-code/1.14.11"	"Saprochaete_clavata@Seq_2866 or Metschnikowia_santaceciliae@Seq_2724"	0	1000	NA	NA	""	"brassicicene C biosynthesis"	NA	NA	"pubmed/21299202"	2
"GSAAMINOTRANS-RXN"	"glutamate-1-semialdehyde aminotransferase;glutamate-1-semialdehyde 2,1-aminomutase"	"(S)-4-amino-5-oxopentanoate[s] => 5-aminolevulinate[s]"	"ec-code/5.4.3.8"	"Arthrobotrys_oligospora@Seq_5588"	0	1000	NA	NA	"rhea/14265;kegg.reaction/R02272"	"tetrapyrrole biosynthesis I (from glutamate)"	NA	NA	""	2
"RXN-15592"	"fusicoccadiene 8-ol C-16 hydroxylase"	"fusicocca-2,10(14)-diene-8beta-ol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => fusicocca-2,10(14)-diene-8beta,16-diol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Sclerotinia_sclerotiorum@Seq_66"	0	1000	NA	NA	""	"brassicicene C biosynthesis"	NA	NA	"pubmed/19700326"	2
"RXN-15591"	"fusicoccadiene C-8 hydroxylase"	"fusicocca-2,10(14)-diene[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => fusicocca-2,10(14)-diene-8beta-ol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Aspergillus_nidulans@Seq_2922 or Botrytis_cinerea@Seq_3017 or Botrytis_cinerea@Seq_1051 or Aspergillus_nidulans@Seq_658 or Coccidioides_immitis@Seq_3773 or Fusarium_graminearum@Seq_12588 or Botrytis_cinerea@Seq_10139"	0	1000	NA	NA	""	"brassicicene C biosynthesis"	NA	NA	"pubmed/19700326"	2
"GLYOXYLATE-REDUCTASE-NADP+-RXN"	"glyoxylate reductase;glyoxylate reductase (NADP+)"	"glyoxylate[s] + NADPH[s] + H+[s] => glycolate[s] + NADP+[s]"	"ec-code/1.1.1.79"	"Stagonospora_nodorum@Seq_4130"	0	1000	NA	NA	"kegg.reaction/R00465"	""	NA	NA	""	2
"RXN0-7020"	"2,5-didehydrogluconate reductase (2-keto-L-gulonate forming);2,5-diketo-D-gluconate reductase"	"2,5-didehydro-D-gluconate[s] + NADPH[s] + H+[s] => 2-keto-L-gulonate[s] + NADP+[s]"	"ec-code/1.1.1.346"	"yHMPu5000035047_Barnettozyma_pratensis@Seq_382"	0	1000	NA	NA	""	"ketogluconate metabolism;L-ascorbate biosynthesis VI (engineered pathway)"	NA	NA	"pubmed/3597405;pubmed/10427017;pubmed/9618487;pubmed/Maremonti96"	2
"RXN0-7013"	"2''-O-acetyl-ADP-ribose deacetylase"	"2''-O-acetyl-ADP-ribose[s] + H2O[s] => acetate[s] + ADP-D-ribose[s] + H+[s]"	"ec-code/3.1.1.y"	"Sclerotinia_sclerotiorum@Seq_7187"	0	1000	NA	NA	""	""	NA	NA	"pubmed/21257746"	2
"GLYOXIII-RXN"	"glyoxalase;glyoxalase III"	"methylglyoxal[s] + H2O[s] => (R)-lactate[s] + H+[s]"	"ec-code/4.2.1.130"	"yHMPu5000035659_Saturnispora_dispora@Seq_2102"	0	1000	NA	NA	"kegg.reaction/R09796;rhea/27754"	""	NA	NA	""	2
"RXN-15563"	"N-terminal E2 ubiquitin-conjugating enzyme"	"N-terminal-specific-UCP-E2-L-cysteine[s] + S-ubiquitinyl-UAP-E1-L-cysteine[s] => S-ubi-N-term-specific-UCP-E2-L-cysteine[s] + Ubiquitin-activating-protein-E1-L-cys[s]"	""	"Komagataella_pastoris@Seq_4575"	0	1000	NA	NA	""	"protein ubiquitination"	NA	NA	""	2
"RXN-15526"	"linuron hydrolase"	"linuron[s] + H2O[s] => 3,4-dichloroaniline[s] + CO2[s] + N,O-dimethylhydroxylamine[s]"	"ec-code/3.5.1"	"Stagonospora_nodorum@Seq_10706"	0	1000	NA	NA	""	"linuron degradation"	NA	NA	"pubmed/23811502"	2
"RXN-15500"	"beta-10-hydroxy-12-demethyl-11,12-dehydropaspaline 10-oxidase"	"beta-10-hydroxy-12-demethyl-11,12-dehydropaspaline[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 13-desoxypaxilline[s] + Ox-NADPH-Hemoprotein-Reductases[s] + 2 H2O[s]"	"ec-code/1.14.14"	"Aspergillus_nidulans@Seq_6622 or Aspergillus_nidulans@Seq_67 or Xylona_heveae@Seq_5608 or Arthrobotrys_oligospora@Seq_8979 or Aspergillus_nidulans@Seq_5855 or Botrytis_cinerea@Seq_14243 or Aspergillus_nidulans@Seq_4230"	0	1000	NA	NA	"kegg.reaction/R10358"	"paxilline and diprenylpaxilline biosynthesis"	NA	NA	"pubmed/17428785"	2
"RXN-15499"	"paspaline monooxygenase"	"paspaline[s] + 4 oxygen[s] + 4 Red-NADPH-Hemoprotein-Reductases[s] => beta-10-hydroxy-12-demethyl-11,12-dehydropaspaline[s] + formate[s] + 4 Ox-NADPH-Hemoprotein-Reductases[s] + H+[s] + 5 H2O[s]"	"ec-code/1.14.14"	"Aspergillus_nidulans@Seq_6622 or Aspergillus_nidulans@Seq_67 or Xylona_heveae@Seq_5608 or Arthrobotrys_oligospora@Seq_8979 or Aspergillus_nidulans@Seq_5855 or Botrytis_cinerea@Seq_14243 or Aspergillus_nidulans@Seq_4230"	0	1000	NA	NA	""	"paxilline and diprenylpaxilline biosynthesis"	NA	NA	"pubmed/17428785"	2
"RXN-15498"	"14,15-epoxyemindole SB cyclase"	"14,15-epoxyemindole-SB[s] => paspaline[s]"	""	"Neurospora_crassa@Seq_4236 or Aspergillus_nidulans@Seq_2954"	0	1000	NA	NA	"kegg.reaction/R10353"	"paspaline biosynthesis"	NA	NA	"pubmed/23311903"	2
"RXN-15497"	"emindole SB synthase"	"10,11-epoxy-3-geranylgeranylindole[s] => emindole-SB[s]"	""	"Neurospora_crassa@Seq_4236 or Aspergillus_nidulans@Seq_2954"	0	1000	NA	NA	"kegg.reaction/R10352"	"paspaline biosynthesis"	NA	NA	"pubmed/23311903"	2
"RXN-15496"	"emindole-SB NADPH:oxygen oxidoreductase (14,15-epoxidizing)"	"emindole-SB[s] + NADPH[s] + oxygen[s] + H+[s] => 14,15-epoxyemindole-SB[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13"	"Fusarium_graminearum@Seq_10570 or Botrytis_cinerea@Seq_1703 or Sclerotinia_sclerotiorum@Seq_1940 or Aspergillus_nidulans@Seq_3704"	0	1000	NA	NA	"kegg.reaction/R10351"	"paspaline biosynthesis"	NA	NA	"pubmed/23311903"	2
"RXN-15495"	"3-geranylgeranylindole NADPH:oxygen oxidoreductase (10,11-epoxidizing)"	"3-geranylgeranylindole[s] + NADPH[s] + oxygen[s] + H+[s] => 10,11-epoxy-3-geranylgeranylindole[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13"	"Fusarium_graminearum@Seq_10570 or Botrytis_cinerea@Seq_1703 or Sclerotinia_sclerotiorum@Seq_1940 or Aspergillus_nidulans@Seq_3704"	0	1000	NA	NA	"kegg.reaction/R10350"	"paspaline biosynthesis"	NA	NA	"pubmed/23311903"	2
"GLYCEROL-DEHYDROGENASE-NADP+-RXN"	"D-glyceraldehyde reductase"	"glycerol[s] + NADP+[s] <=> D-glyceraldehyde[s] + NADPH[s] + H+[s]"	"ec-code/1.1.1.372;ec-code/1.1.1.72"	"Fusarium_graminearum@Seq_1806 or yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6874 or Aspergillus_nidulans@Seq_10090 or Sclerotinia_sclerotiorum@Seq_14489 or Stagonospora_nodorum@Seq_2853 or yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5942"	-1000	1000	NA	NA	"kegg.reaction/R01041"	""	NA	NA	""	2
"RXN-15473"	"3-hydroxybenzyl alcohol 4-hydroxylase"	"3-hydroxybenzyl alcohol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => gentisyl alcohol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"yHMPu5000034742_Lipomyces_suomiensis@Seq_5736 or Stagonospora_nodorum@Seq_1625 or Stagonospora_nodorum@Seq_4129 or Sporopachydermia_quercuum@Seq_5820 or Stagonospora_nodorum@Seq_11395 or Stagonospora_nodorum@Seq_3885 or Aspergillus_nidulans@Seq_3801 or Stagonospora_nodorum@Seq_1491"	0	1000	NA	NA	""	"patulin biosynthesis"	NA	NA	"pubmed/19383676;pubmed/22069602"	2
"RXN-15472"	"3-methylphenol 4-hydroxylase"	"3-methylphenol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => toluquinol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"yHMPu5000034742_Lipomyces_suomiensis@Seq_5736 or Stagonospora_nodorum@Seq_1625 or Stagonospora_nodorum@Seq_4129 or Sporopachydermia_quercuum@Seq_5820 or Stagonospora_nodorum@Seq_11395 or Stagonospora_nodorum@Seq_3885 or Aspergillus_nidulans@Seq_3801 or Stagonospora_nodorum@Seq_1491"	0	1000	NA	NA	""	"patulin biosynthesis"	NA	NA	"pubmed/19383676;pubmed/22069602"	2
"RXN-15470"	"3-methylphenol methyl hydroxylase"	"3-methylphenol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 3-hydroxybenzyl alcohol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Saitoella_complicata@Seq_2744 or Fusarium_graminearum@Seq_3680"	0	1000	NA	NA	""	"patulin biosynthesis"	NA	NA	"pubmed/19383676;pubmed/22069602"	2
"GLYCEROL-2-PHOSPHATASE-RXN"	"glycerol-2-phosphate phosphatase;glycerol-2-phosphatase"	"glycerol 2-phosphate[s] + H2O[s] => glycerol[s] + phosphate[s]"	"ec-code/3.1.3.19"	"Arthrobotrys_oligospora@Seq_6579"	0	1000	NA	NA	"rhea/13106;kegg.reaction/R01043"	""	NA	NA	""	2
"RXN0-6722"	"FMN dependent NADH:quinone reductase,"	"NADH[s] + H+[s] + 2 Quinones[s] => NAD+[s] + 2 Semiquinones[s]"	"ec-code/1.6.5"	"Lachancea_quebecensis@Seq_2858"	0	1000	NA	NA	""	""	NA	NA	""	2
"GLYCDEH-RXN"	"glycerol dehydrogenase"	"glycerol[s] + NAD+[s] <=> dihydroxyacetone[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.6"	"Schizosaccharomyces_pombe@Seq_4906"	-1000	1000	NA	NA	"rhea/13772;kegg.reaction/R01034"	"glycerol degradation V;glycerol degradation II"	NA	NA	""	2
"RXN0-6708"	"isoguanine deaminase"	"isoguanine[s] + H+[s] + H2O[s] => ammonium[s] + xanthine[s]"	""	"Stagonospora_nodorum@Seq_5014"	0	1000	NA	NA	"rhea/47721"	""	NA	NA	""	2
"RXN-15436"	"tetracenomycin E C-9 O-methyltransferase"	"tetracenomycin E[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + tetracenomycin A2[s]"	"ec-code/2.1.1"	"Fusarium_graminearum@Seq_6618"	0	1000	NA	NA	""	"tetracenomycin C biosynthesis"	NA	NA	"pubmed/18310024"	2
"RXN-15427"	"ophiobolin F synthase"	"geranylfarnesyl diphosphate[s] + H2O[s] => ophiobolin F[s] + diphosphate[s]"	"ec-code/4.2.3.145"	"Aspergillus_nidulans@Seq_5294 or Arthrobotrys_oligospora@Seq_7388"	0	1000	NA	NA	""	"ophiobolin F biosynthesis"	NA	NA	""	2
"RXN0-6549"	"bromoacetate dehalogenase"	"bromoacetate[s] + glutathione[s] => bromide[s] + S-(acet-2-yl)-glutathione[s] + H+[s]"	""	"yHMPu5000034761_Lipomyces_lipofer@Seq_2592"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-15375"	"acyl-CoA:3-sulfinopropionate CoA-transferase"	"ACYL-COA[s] + 3-sulfinopropionate[s] => 3-sulfinopropanoyl-CoA[s] + Carboxylates[s]"	"ec-code/2.3.1"	"Aspergillus_nidulans@Seq_993"	0	1000	NA	NA	""	"3,3'-thiodipropanoate degradation"	NA	NA	"pubmed/23354747"	2
"RXN-15373"	"cyanidin 7-O-(6-O-(p-hydroxybenzoyl)-glucoside) glucosyltransferase (acyl-glucose dependent)"	"1-O-4-hydroxybenzoyl-beta-D-glucose[s] + cyanidin 3-O-glucoside-7-O-(6-O-(p-hydroxybenzoyl)-glucoside)[s] => 4-hydroxybenzoate[s] + cyanidin 3-O-glucoside-7-O-(6-O-(4-O-(glucosyl)-oxybenzoyl)-glucoside)[s] + H+[s]"	"ec-code/2.4.1"	"yHMPu5000034670_Blastobotrys_proliferans@Seq_558 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677 or Aspergillus_nidulans@Seq_9981 or Sclerotinia_sclerotiorum@Seq_5697"	0	1000	NA	NA	""	"cyanidin 3,7-diglucoside polyacylation biosynthesis"	NA	NA	"pubmed/24179131"	2
"RXN0-6377"	"nitrite reductase"	"3 NADH-P-OR-NOP[s] + nitrite[s] + 5 H+[s] => ammonium[s] + 3 NAD-P-OR-NOP[s] + 2 H2O[s]"	"ec-code/1.7.1.4"	"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_4822 or yHMPu5000034952_Citeromyces_siamensis@Seq_1379 or yHMPu5000034952_Citeromyces_siamensis@Seq_3293 or yHMPu5000034952_Citeromyces_siamensis@Seq_12781 or yHMPu5000034947_Ambrosiozyma_philentoma@Seq_3605"	0	1000	NA	NA	"rhea/24630"	"alkylnitronates degradation;nitrate reduction V (assimilatory)"	NA	NA	"pubmed/4154942;pubmed/126995;pubmed/150863;pubmed/6457037;pubmed/8096840;pubmed/8798648;pubmed/4401695;pubmed/4382427"	2
