"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"
"RXN-15563"	"N-terminal E2 ubiquitin-conjugating enzyme"	"N-terminal-specific-UCP-E2-L-cysteine[s] + S-ubiquitinyl-UAP-E1-L-cysteine[s] => S-ubi-N-term-specific-UCP-E2-L-cysteine[s] + Ubiquitin-activating-protein-E1-L-cys[s]"	""	"Komagataella_pastoris@Seq_4575"	0	1000	NA	NA	""	"protein ubiquitination"	NA	NA	""	2
"GLYCOLALD-DEHYDROG-RXN"	"glycolaldehyde dehydrogenase"	"glycolaldehyde[s] + NAD+[s] + H2O[s] => glycolate[s] + NADH[s] + 2 H+[s]"	"ec-code/1.2.1.21"	"Geotrichum_candidum@Seq_6512"	0	1000	NA	NA	"rhea/20002;kegg.reaction/R01333"	"D-arabinose degradation I;ethylene glycol degradation"	NA	NA	""	2
"RXN-15500"	"beta-10-hydroxy-12-demethyl-11,12-dehydropaspaline 10-oxidase"	"beta-10-hydroxy-12-demethyl-11,12-dehydropaspaline[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 13-desoxypaxilline[s] + Ox-NADPH-Hemoprotein-Reductases[s] + 2 H2O[s]"	"ec-code/1.14.14"	"Aspergillus_nidulans@Seq_6622 or Aspergillus_nidulans@Seq_67 or Botrytis_cinerea@Seq_14243"	0	1000	NA	NA	"kegg.reaction/R10358"	"paxilline and diprenylpaxilline biosynthesis"	NA	NA	"pubmed/17428785"	2
"RXN-15499"	"paspaline monooxygenase"	"paspaline[s] + 4 oxygen[s] + 4 Red-NADPH-Hemoprotein-Reductases[s] => beta-10-hydroxy-12-demethyl-11,12-dehydropaspaline[s] + formate[s] + 4 Ox-NADPH-Hemoprotein-Reductases[s] + H+[s] + 5 H2O[s]"	"ec-code/1.14.14"	"Aspergillus_nidulans@Seq_6622 or Aspergillus_nidulans@Seq_67 or Botrytis_cinerea@Seq_14243"	0	1000	NA	NA	""	"paxilline and diprenylpaxilline biosynthesis"	NA	NA	"pubmed/17428785"	2
"RXN-15496"	"emindole-SB NADPH:oxygen oxidoreductase (14,15-epoxidizing)"	"emindole-SB[s] + NADPH[s] + oxygen[s] + H+[s] => 14,15-epoxyemindole-SB[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13"	"Fusarium_graminearum@Seq_8871"	0	1000	NA	NA	"kegg.reaction/R10351"	"paspaline biosynthesis"	NA	NA	"pubmed/23311903"	2
"RXN-15495"	"3-geranylgeranylindole NADPH:oxygen oxidoreductase (10,11-epoxidizing)"	"3-geranylgeranylindole[s] + NADPH[s] + oxygen[s] + H+[s] => 10,11-epoxy-3-geranylgeranylindole[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13"	"Fusarium_graminearum@Seq_8871"	0	1000	NA	NA	"kegg.reaction/R10350"	"paspaline biosynthesis"	NA	NA	"pubmed/23311903"	2
"GLYCEROL-DEHYDROGENASE-NADP+-RXN"	"D-glyceraldehyde reductase"	"glycerol[s] + NADP+[s] <=> D-glyceraldehyde[s] + NADPH[s] + H+[s]"	"ec-code/1.1.1.372;ec-code/1.1.1.72"	"Fusarium_graminearum@Seq_1806 or Aspergillus_nidulans@Seq_10090 or Sclerotinia_sclerotiorum@Seq_14489 or Stagonospora_nodorum@Seq_2853"	-1000	1000	NA	NA	"kegg.reaction/R01041"	""	NA	NA	""	2
"RXN-15470"	"3-methylphenol methyl hydroxylase"	"3-methylphenol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 3-hydroxybenzyl alcohol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Fusarium_graminearum@Seq_3680"	0	1000	NA	NA	""	"patulin biosynthesis"	NA	NA	"pubmed/19383676;pubmed/22069602"	2
"GLYCDEH-RXN"	"glycerol dehydrogenase"	"glycerol[s] + NAD+[s] <=> dihydroxyacetone[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.6"	"Schizosaccharomyces_pombe@Seq_4906"	-1000	1000	NA	NA	"rhea/13772;kegg.reaction/R01034"	"glycerol degradation V;glycerol degradation II"	NA	NA	""	2
"RXN0-6549"	"bromoacetate dehalogenase"	"bromoacetate[s] + glutathione[s] => bromide[s] + S-(acet-2-yl)-glutathione[s] + H+[s]"	""	"yHMPu5000034761_Lipomyces_lipofer@Seq_2592"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN0-6377"	"nitrite reductase"	"3 NADH-P-OR-NOP[s] + nitrite[s] + 5 H+[s] => ammonium[s] + 3 NAD-P-OR-NOP[s] + 2 H2O[s]"	"ec-code/1.7.1.4"	"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_4822 or yHMPu5000034952_Citeromyces_siamensis@Seq_3293 or yHMPu5000034952_Citeromyces_siamensis@Seq_12781 or yHMPu5000034947_Ambrosiozyma_philentoma@Seq_3605"	0	1000	NA	NA	"rhea/24630"	"alkylnitronates degradation;nitrate reduction V (assimilatory)"	NA	NA	"pubmed/4154942;pubmed/126995;pubmed/150863;pubmed/6457037;pubmed/8096840;pubmed/8798648;pubmed/4401695;pubmed/4382427"	2
"RXN-15343"	"sucrose kinase"	"ATP[s] + sucrose[s] <=> ADP[s] + sucrose 6G-phosphate[s] + H+[s]"	"ec-code/2.7.1"	"Aspergillus_nidulans@Seq_5582"	-1000	1000	NA	NA	""	""	NA	NA	"pubmed/21931163"	2
"GLUCOSE-1-DEHYDROGENASE-RXN"	"glucose dehydrogenase;glucose 1-dehydrogenase"	"Glucopyranose[s] + NAD-P-OR-NOP[s] <=> D-glucono-1,5-lactone[s] + NADH-P-OR-NOP[s] + H+[s]"	"ec-code/1.1.1.47"	"yHMPu5000034899_Ogataea_kodamae@Seq_90"	-1000	1000	NA	NA	"kegg.reaction/R07147;kegg.reaction/R00300;rhea/13652"	""	NA	NA	""	2
"RXN0-5433"	"2-keto-3-deoxy-L-rhamnonate aldolase;2-keto-3-deoxy-L-rhamnoate aldolase"	"2-dehydro-3-deoxy-L-rhamnonate[s] <=> (S)-lactaldehyde[s] + pyruvate[s]"	"ec-code/4.1.2.53"	"yHMPu5000034670_Blastobotrys_proliferans@Seq_4693 or yHMPu5000041863_Candida_gorgasii@Seq_3887"	-1000	1000	NA	NA	"rhea/25787;kegg.reaction/R02261"	"L-rhamnose degradation II"	NA	NA	"pubmed/18754683"	2
"GLUCOSAMINE-6-P-DEAMIN-RXN"	"glucosamine 6-phosphate isomerase;glucosamine-6-phosphate deaminase"	"alpha-D-glucosamine 6-phosphate[s] + H2O[s] <=> ammonium[s] + beta-D-fructofuranose 6-phosphate[s]"	"ec-code/3.5.99.6"	"Metschnikowia_borealis@Seq_144"	-1000	1000	NA	NA	"rhea/12175;kegg.reaction/R00765"	"chitin derivatives degradation;chitin degradation I (archaea);UDP-N-acetyl-D-galactosamine biosynthesis II;N-acetylglucosamine degradation I"	NA	NA	""	2
"GLUCONOLACT-RXN"	"gluconolactonase"	"D-glucono-1,5-lactone[s] + H2O[s] => D-gluconate[s] + H+[s]"	"ec-code/3.1.1.17"	"Aspergillus_nidulans@Seq_6428"	0	1000	NA	NA	"rhea/10441;kegg.reaction/R01519"	"Entner-Doudoroff pathway III (semi-phosphorylative);glucose and glucose-1-phosphate degradation;glucose degradation (oxidative);Entner-Doudoroff pathway II (non-phosphorylative);L-ascorbate biosynthesis VI (engineered pathway);sorbitol biosynthesis II"	NA	NA	""	2
"RXN0-5398"	"pseudouridine-5'-phosphate glycosidase"	"CPD-15317[s] + uracil[s] <=> pseudouridine 5'-phosphate[s] + H2O[s]"	"ec-code/4.2.1.70"	"Lachancea_mirantina@Seq_826"	-1000	1000	NA	NA	"rhea/18340;kegg.reaction/R01055"	"pseudouridine degradation"	NA	NA	""	2
"RXN0-5363"	"beta-galactosidase"	"alpha-lactose[s] <=> allolactose[s]"	"ec-code/5.4.1"	"yHMPu5000034673_Blastobotrys_nivea@Seq_6825"	-1000	1000	NA	NA	""	""	NA	NA	""	2
"GKI-RXN"	"glycerate 2-kinase"	"ATP[s] + (R)-glycerate[s] => 2-phospho-D-glycerate[s] + ADP[s] + H+[s]"	"ec-code/2.7.1.165"	"Coccidioides_immitis@Seq_3526"	0	1000	NA	NA	"rhea/27378;kegg.reaction/R08572"	"formaldehyde assimilation I (serine pathway);D-glucarate degradation I;glycolate and glyoxylate degradation I;Entner-Doudoroff pathway II (non-phosphorylative);2-O-alpha-mannosyl-D-glycerate degradation;D-galactarate degradation I"	NA	NA	""	2
"GERANIOL-DEHYDROGENASE-RXN"	"geraniol dehydrogenase"	"geraniol[s] + NADP+[s] => geranial[s] + NADPH[s] + H+[s]"	"ec-code/1.1.1.183"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_6222"	0	1000	NA	NA	"rhea/14522;kegg.reaction/R03581"	"geraniol and geranial biosynthesis"	NA	NA	""	2
"GENTISATE-12-DIOXYGENASE-RXN"	"gentisate 1,2-dioxygenase"	"gentisate[s] + oxygen[s] => 3-maleylpyruvate[s] + H+[s]"	"ec-code/1.13.11.4"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2674"	0	1000	NA	NA	"rhea/18238;kegg.reaction/R02656"	"gentisate degradation I;gentisate degradation II;salicylate degradation IV"	NA	NA	""	2
"GDPMANDEHYDRA-RXN"	"GDP-D-mannose 4,6-dehydratase;GDP-mannose 4,6-dehydratase;GDP-alpha-D-mannose 4,6-dehydratase;GDP-D-mannose dehydratase"	"GDP-alpha-D-mannose[s] => GDP-4-dehydro-alpha-D-rhamnose[s] + H2O[s]"	"ec-code/4.2.1.47"	"Coccidioides_immitis@Seq_790"	0	1000	NA	NA	"rhea/23821;kegg.reaction/R00888"	"GDP-L-fucose biosynthesis I (from GDP-D-mannose);GDP-D-perosamine biosynthesis;GDP-mycosamine biosynthesis;GDP-L-colitose biosynthesis;GDP-D-rhamnose biosynthesis;GDP-6-deoxy-D-talose biosynthesis"	NA	NA	""	2
"RXN0-5225"	"anhydro-N-acetylmuramoyl-L-alanine amidase;1,6-anhydro-N-acetylmuramoyl-L-alanine amidase"	"GlcNAc-1,6-anhMurNAc-L-Ala-gamma-D-Glu-DAP-D-Ala[s] + H2O[s] => N-acetyl-beta-D-glucosamine-1,6-anhydro-N-acetyl-beta-D-muramate[s] + L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanine[s]"	"ec-code/3.5.1.28"	"Wickerhamiella_domercqiae@Seq_2896"	0	1000	NA	NA	""	"anhydromuropeptides recycling I;anhydromuropeptides recycling II"	NA	NA	""	2
"GALPMUT-RXN"	"UDP-galactopyranose mutase"	"UDP-alpha-D-galactose[s] <=> UDP-alpha-D-galactofuranose[s]"	"ec-code/5.4.99.9"	"Aspergillus_nidulans@Seq_7423"	-1000	1000	NA	NA	"rhea/24135;kegg.reaction/R00505"	"UDP-alpha-D-galactofuranose biosynthesis;superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis;mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;O-antigen building blocks biosynthesis (E. coli)"	NA	NA	""	2
"GALACTOSE-OXIDASE-RXN"	"galactose oxidase"	"D-galactopyranose[s] + oxygen[s] => D-galacto-hexodialdose[s] + hydrogen peroxide[s]"	"ec-code/1.1.3.9"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_7489 or yHMPu5000034749_Lipomyces_mesembrius@Seq_1959 or Botrytis_cinerea@Seq_6668"	0	1000	NA	NA	"rhea/24161;kegg.reaction/R01099"	""	NA	NA	""	2
"GALACTONDEHYDRAT-RXN"	"D-galactonate dehydratase"	"D-galactonate[s] => 2-dehydro-3-deoxy-D-galactonate[s] + H2O[s]"	"ec-code/4.2.1.140;ec-code/4.2.1.6"	"yHMPu5000034673_Blastobotrys_nivea@Seq_1924 or yHMPu5000034605_Spencermartinsiella_europaea@Seq_237 or Lipomyces_starkeyi@Seq_2285"	0	1000	NA	NA	"rhea/18650;kegg.reaction/R03033"	"D-galactonate degradation"	NA	NA	""	2
"FUMARYLACETOACETASE-RXN"	"fumarylacetoacetate hydrolase"	"4-fumaryl-acetoacetate[s] + H2O[s] => acetoacetate[s] + fumarate[s] + H+[s]"	"ec-code/3.7.1.2"	"Arthrobotrys_oligospora@Seq_5120"	0	1000	NA	NA	"rhea/10245;kegg.reaction/R01364"	"L-tyrosine degradation I"	NA	NA	""	2
"FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN"	"fructose-6-phosphate phosphoketolase;D-fructose 6-phosphate phosphoketolase;D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate acetyl-phosphate-forming)"	"beta-D-fructofuranose 6-phosphate[s] + phosphate[s] => acetyl phosphate[s] + D-erythrose 4-phosphate[s] + H2O[s]"	"ec-code/4.1.2.22"	"Aspergillus_nidulans@Seq_3670"	0	1000	NA	NA	"rhea/12199;kegg.reaction/R00761"	"Bifidobacterium shunt"	NA	NA	""	2
"RXN0-5101"	"N-ethylmaleimide reductase"	"N-ethylmaleimide[s] + NADPH[s] + H+[s] => N-ethylsuccinimide[s] + NADP+[s]"	"ec-code/1.3.1"	"yHAB158_Kazachstania_viticola@Seq_3046 or Spathaspora_gorwiae@Seq_1249 or yHAB160_Kazachstania_kunashirensis@Seq_4780"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN0-5074"	"XTPase"	"H2O[s] + XTP[s] => H+[s] + phosphate[s] + XDP[s]"	"ec-code/3.6.1"	"Fusarium_graminearum@Seq_2932"	0	1000	NA	NA	"rhea/28407"	""	NA	NA	""	2
"RXN0-5073"	"ITPase"	"ITP[s] + H2O[s] => IDP[s] + H+[s] + phosphate[s]"	"ec-code/3.6.1"	"Fusarium_graminearum@Seq_2932"	0	1000	NA	NA	"rhea/28331;kegg.reaction/R00719"	""	NA	NA	""	2
"FORMYLTHFDEFORMYL-RXN"	"10-formyltetrahydrofolate hydrolase;formyltetrahydrofolate deformylase"	"FORMYL-THF-GLU-N[s] + H2O[s] => formate[s] + H+[s] + THF-GLU-N[s]"	"ec-code/3.5.1.10"	"Sclerotinia_sclerotiorum@Seq_4334"	0	1000	NA	NA	"rhea/19834;kegg.reaction/R00944"	"formaldehyde oxidation VII (THF pathway);folate transformations I;purine nucleobases degradation II (anaerobic);purine nucleobases degradation I (anaerobic)"	NA	NA	""	2
"RXN-15080"	"CMP-5'-N-hydroxy-3-aminopropylphosphonate N-acetyltransferase"	"acetyl-CoA[s] + CMP-5'-N-hydroxy-3-(aminopropyl)phosphonate[s] => coenzyme A[s] + CMP-5'-3-(N-acetyl-N-hydroxy)aminopropylphosphonate[s]"	"ec-code/2.3.1"	"Fusarium_graminearum@Seq_3416"	0	1000	NA	NA	""	"FR-900098 and FR-33289 antibiotics biosynthesis"	NA	NA	"pubmed/20142041"	2
"FORMAMIDASE-RXN"	"formamidase"	"formamide[s] + H2O[s] => ammonium[s] + formate[s]"	"ec-code/3.5.1.49"	"Lipomyces_starkeyi@Seq_4667"	0	1000	NA	NA	"rhea/21948;kegg.reaction/R00524"	"cyanide detoxification II"	NA	NA	""	2
"FORMALDEHYDE-TRANSKETOLASE-RXN"	"dihydroxyacetone synthase"	"formaldehyde[s] + D-xylulose 5-phosphate[s] => dihydroxyacetone[s] + D-glyceraldehyde 3-phosphate[s]"	"ec-code/2.2.1.3"	"yHMPu5000034660_Diddensiella_caesifluorescens@Seq_6157 or yHAB159_Kazachstania_solicola@Seq_838 or yHMPu5000035690_Candida_vartiovaarae@Seq_1713 or Lipomyces_starkeyi@Seq_4707"	0	1000	NA	NA	"rhea/24265;kegg.reaction/R01440"	"formaldehyde assimilation III (dihydroxyacetone cycle)"	NA	NA	""	2
"RXN0-4281"	"methylglyoxal reductase"	"methylglyoxal[s] + NADPH[s] + H+[s] => acetol[s] + NADP+[s]"	"ec-code/1.1.1"	"yHMPu5000034742_Lipomyces_suomiensis@Seq_2489 or yHMPu5000034887_Ogataea_trehaloabstinens@Seq_3869 or yHMPu5000035047_Barnettozyma_pratensis@Seq_382 or Coccidioides_immitis@Seq_4320 or yHMPu5000034631_Martiniozyma_abiesophila@Seq_10929 or Stagonospora_nodorum@Seq_4199"	0	1000	NA	NA	"rhea/27986;kegg.reaction/R02528"	"detoxification of reactive carbonyls in chloroplasts;methylglyoxal degradation III"	NA	NA	""	2
"RXN0-3381"	"chromate reductase"	"Cr6+[s] + 2 NADH-P-OR-NOP[s] + oxygen[s] => Cr3+[s] + 2 NAD-P-OR-NOP[s] + 2 H+[s] + superoxide[s]"	""	"Nakazawaea_peltata@Seq_3679"	0	1000	NA	NA	"rhea/44369"	""	NA	NA	""	2
"ENZRXN-201-RXN"	"butanal reductase;butanal reducatase;butanol dehydrogenase"	"butan-1-ol[s] + NADP+[s] <=> butan-1-al[s] + NADPH[s] + H+[s]"	"ec-code/1.1.1.2"	"Coccidioides_immitis@Seq_4320 or Stagonospora_nodorum@Seq_4199"	-1000	1000	NA	NA	"kegg.reaction/R03545"	"pyruvate fermentation to butanol I"	NA	NA	""	2
"ENTMULTI-RXN"	"enterobactin synthase"	"3 2,3-dihydroxybenzoate[s] + 6 ATP[s] + 3 L-serine[s] => 6 AMP[s] + enterobactin[s] + 6 diphosphate[s] + 3 H+[s]"	"ec-code/6.3.2.14"	"Candida_versatilis@Seq_2347"	0	1000	NA	NA	"rhea/30572;kegg.reaction/R07644"	""	NA	NA	""	2
"ENOYL-COA-HYDRAT-RXN"	"enoyl-CoA hydratase;(3S)-3-hydroxyacyl-CoA hydro-lyase;2-enoyl-CoA hydratase;Enoyl-CoA hydratase, mitochondrial"	"TRANS-D2-ENOYL-COA[s] + H2O[s] => L-3-HYDROXYACYL-COA[s]"	"ec-code/4.2.1.17"	"Aspergillus_nidulans@Seq_8344"	0	1000	NA	NA	"rhea/16107;kegg.reaction/R02685"	"unsaturated, even numbered fatty acid beta-oxidation;fatty acid beta-oxidation VI (peroxisome);fatty acid beta-oxidation II (peroxisome);methyl ketone biosynthesis (engineered);fatty acid beta-oxidation I"	NA	NA	""	2
"RXN0-271"	"NADPH dehydrogenase (quinone)"	"ETR-Quinones[s] + NADPH[s] + H+[s] => ETR-Quinols[s] + NADP+[s]"	"ec-code/1.6.5.10"	"Schizosaccharomyces_pombe@Seq_3779"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN0-2381"	"Indole-3-glycerol phosphate lyase;;indoleglycerol phosphate aldolase;indole-3-glycerol phosphate lyase"	"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate[s] <=> D-glyceraldehyde 3-phosphate[s] + indole[s]"	"ec-code/4.1.2.8"	"yHMPu5000034952_Citeromyces_siamensis@Seq_6820"	-1000	1000	NA	NA	"rhea/14084;kegg.reaction/R02340;kegg.reaction/R02340"	"L-tryptophan biosynthesis;DIBOA-glucoside biosynthesis"	NA	NA	""	2
"RXN0-2301"	"isovaleryl-CoA dehydrogenase;isovaleryl-CoA:FAD oxidoreductase"	"ETF-Oxidized[s] + isovaleryl-CoA[s] + H+[s] => 3-methylcrotonyl-CoA[s] + ETF-Reduced[s]"	"ec-code/1.3.8.4"	"Aspergillus_nidulans@Seq_1543"	0	1000	NA	NA	"rhea/12277;kegg.reaction/R04096"	"L-leucine degradation I"	NA	NA	""	2
"RXN0-2201"	"3-hydroxy acid dehydrogenase"	"NADP+[s] + L-serine[s] => 2-aminomalonate semialdehyde[s] + NADPH[s] + H+[s]"	""	"yHMPu5000034902_Ogataea_minuta@Seq_2420 or yHMPu5000035274_Wickerhamomyces_alni@Seq_1038 or Wickerhamiella_domercqiae@Seq_1860"	0	1000	NA	NA	"rhea/21597;kegg.reaction/R06126"	""	NA	NA	""	2
"RXN0-21"	"glutathione exporter"	"ATP[s] + H2O[s] => ADP[s] + H+[s] + phosphate[s]"	"ec-code/3.6.3.M9"	"Saccharomyces_cerevisiae@YKL209C or Fusarium_graminearum@Seq_755"	0	1000	NA	NA	""	""	NA	NA	""	2
"DLACTDEHYDROGNAD-RXN"	"D-lactate dehydrogenase"	"NADH[s] + H+[s] + pyruvate[s] => (R)-lactate[s] + NAD+[s]"	"ec-code/1.1.1.28"	"Arxula_adeninivorans@Seq_2891"	0	1000	NA	NA	"rhea/16371;kegg.reaction/R00704"	"heterolactic fermentation;L-alanine degradation II (to D-lactate);superpathway of glucose and xylose degradation;superpathway of fermentation (Chlamydomonas reinhardtii);vancomycin resistance I;mixed acid fermentation"	NA	NA	""	2
"RXN0-1941"	"beta-keto ester reductase"	"ethyl-2-methylacetoacetate[s] + NADPH[s] + H+[s] => ethyl-(2R)-methyl-(3S)-hydroxybutanoate[s] + NADP+[s]"	"ec-code/1.1.1"	"yHMPu5000035047_Barnettozyma_pratensis@Seq_382"	0	1000	NA	NA	""	""	NA	NA	"pubmed/11934293;pubmed/9811658;pubmed/10427017"	2
"DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN"	"dimethylsulfoniopropionate lyase"	"dimethylsulfoniopropanoate[s] => acrylate[s] + dimethyl sulfide[s] + H+[s]"	"ec-code/4.4.1.3"	"Fusarium_graminearum@Seq_3827"	0	1000	NA	NA	"rhea/19968;kegg.reaction/R02574"	"superpathway of dimethylsulfoniopropanoate degradation;dimethylsulfoniopropanoate degradation I (cleavage)"	NA	NA	""	2
"RXN0-1863"	"UDP-beta-L-threo-pentapyranos-4-ulose aminotransferase;UDP-4-amino-4-deoxy-L-arabinose aminotransferase"	"2-oxoglutarate[s] + UDP-4-amino-4-deoxy-beta-L-arabinopyranose[s] <=> UDP-beta-L-threo-pentapyranos-4-ulose[s] + L-glutamate[s]"	"ec-code/2.6.1.92;ec-code/2.6.1.87"	"Fusarium_graminearum@Seq_6024"	-1000	1000	NA	NA	"rhea/24713;kegg.reaction/R07659"	"polymyxin resistance"	NA	NA	""	2
"RXN0-1862"	"UDP-4-amino-4-deoxy-L-arabinose formyltransferase"	"FORMYL-THF-GLU-N[s] + UDP-4-amino-4-deoxy-beta-L-arabinopyranose[s] => H+[s] + THF-GLU-N[s] + UDP-4-deoxy-4-formamido-beta-L-arabinopyranose[s]"	"ec-code/2.1.2.13"	"Fusarium_graminearum@Seq_10391"	0	1000	NA	NA	"rhea/24707;kegg.reaction/R07660"	"polymyxin resistance"	NA	NA	""	2
"RXN0-1861"	"UDP-glucuronate dehydrogenase"	"NAD+[s] + UDP-alpha-D-glucuronate[s] => UDP-beta-L-threo-pentapyranos-4-ulose[s] + CO2[s] + NADH[s]"	"ec-code/1.1.1.305"	"Fusarium_graminearum@Seq_10391"	0	1000	NA	NA	"rhea/24703;kegg.reaction/R07658"	"polymyxin resistance"	NA	NA	""	2
"DIHYDROPYRIMIDINASE-RXN"	"dihydrouracil hydrolase;dihydrouracil amidohydrolase;dihydropyrimidinase;5,6-dihydrouracil dihydropyrimidinase;dihydropyrimidase"	"5,6-dihydrouracil[s] + H2O[s] <=> 3-ureidopropanoate[s] + H+[s]"	"ec-code/3.5.2.2"	"Aspergillus_nidulans@Seq_7008 or yHMPu5000034655_Botryozyma_nematodophila@Seq_8737"	-1000	1000	NA	NA	"rhea/16124;kegg.reaction/R02269"	"uracil degradation I (reductive)"	NA	NA	""	2
"RXN-14724"	"succinyl-CoA-glutarate CoA-transferase"	"glutarate[s] + succinyl-CoA[s] <=> glutaryl-CoA[s] + succinate[s]"	"ec-code/2.8.3.13"	"Coccidioides_immitis@Seq_3371 or Geotrichum_candidum@Seq_4262"	-1000	1000	NA	NA	""	"L-lysine degradation V;L-lysine degradation X;L-lysine degradation IV"	NA	NA	"pubmed/1610380"	2
"DHSHIKIMATE-DEHYDRO-RXN"	"dehydroshikimate dehydratase;3-dehydroshikimate dehydratase"	"3-dehydroshikimate[s] => protocatechuate[s] + H2O[s]"	"ec-code/4.2.1.118"	"Lipomyces_starkeyi@Seq_5729"	0	1000	NA	NA	"rhea/24849;kegg.reaction/R01627"	"petrobactin biosynthesis;shikimate degradation II;quinate degradation II;shikimate degradation I;quinate degradation I"	NA	NA	""	2
"DHLAXANAU-RXN"	"1,2-dichloroethane dehalogenase"	"1,2-dichloroethane[s] + H2O[s] => 2-chloroethanol[s] + chloride[s] + H+[s]"	"ec-code/3.8.1.5"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_6397"	0	1000	NA	NA	"rhea/25186;kegg.reaction/R05284"	"1,2-dichloroethane degradation"	NA	NA	""	2
"RXN-14709"	"dimethylsulfone monooxygenase"	"dimethyl sulfone[s] + FMNH2[s] + oxygen[s] => methanesulfinate[s] + FMN[s] + formaldehyde[s] + 2 H+[s] + H2O[s]"	"ec-code/1.14.14.35"	"Sclerotinia_sclerotiorum@Seq_5606"	0	1000	NA	NA	"rhea/50717"	"dimethyl sulfide degradation II (oxidation)"	NA	NA	""	2
"DHBDEHYD-RXN"	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"	"(2S,3S)-2,3-dihydroxy-2,3-dihydrobenzoate[s] + NAD+[s] => 2,3-dihydroxybenzoate[s] + NADH[s] + H+[s]"	"ec-code/1.3.1.28"	"Starmerella_bombicola_JCM9596@Seq_2239"	0	1000	NA	NA	"rhea/23825;kegg.reaction/R01505"	"2,3-dihydroxybenzoate biosynthesis"	NA	NA	""	2
"DEOXYRIBOSE-P-ALD-RXN"	"deoxyribose-phosphate aldolase"	"DEOXY-RIBOSE-5P[s] <=> acetaldehyde[s] + D-glyceraldehyde 3-phosphate[s]"	"ec-code/4.1.2.4"	"Aspergillus_nidulans@Seq_7304"	-1000	1000	NA	NA	"rhea/12824;kegg.reaction/R01066"	"2'-deoxy-alpha-D-ribose 1-phosphate degradation"	NA	NA	""	2
"RXN-14671"	"3-dimethylallyl-4-hydroxyphenylpyruvate oxygenase"	"3-dimethylallyl-4-hydroxyphenylpyruvate[s] + oxygen[s] => CO2[s] + 3-dimethylallyl-4-hydroxymandelate[s]"	"ec-code/1.13.11.83"	"yHMPu5000034990_Candida_corydali@Seq_3601 or Aspergillus_nidulans@Seq_10118 or yHMPu5000034887_Ogataea_trehaloabstinens@Seq_2205 or yHMPu5000034635_Nadsonia_fulvescens@Seq_1447 or yHMPu5000034932_Kuraishia_ogatae@Seq_4102 or Lachancea_fermentati@Seq_958"	0	1000	NA	NA	""	"3-dimethylallyl-4-hydroxybenzoate biosynthesis"	NA	NA	"pubmed/12777382"	2
"RXN-14670"	"3-dimethylallyl-4-hydroxymandelate oxygenase"	"3-dimethylallyl-4-hydroxymandelate[s] + oxygen[s] => CO2[s] + 3-dimethylallyl-4-hydroxybenzoate[s] + H2O[s]"	"ec-code/1.13.12.23"	"yHMPu5000034990_Candida_corydali@Seq_3601 or Aspergillus_nidulans@Seq_10118 or yHMPu5000034887_Ogataea_trehaloabstinens@Seq_2205 or yHMPu5000034635_Nadsonia_fulvescens@Seq_1447 or yHMPu5000034932_Kuraishia_ogatae@Seq_4102 or Lachancea_fermentati@Seq_958"	0	1000	NA	NA	""	"3-dimethylallyl-4-hydroxybenzoate biosynthesis"	NA	NA	""	2
"RXN-9909"	"3-chlorobenzyl alcohol dehydrogenase"	"3-chlorobenzyl alcohol[s] + NAD+[s] => 3-chlorobenzaldehyde[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.90"	"Aspergillus_nidulans@Seq_2958"	0	1000	NA	NA	""	"3-chlorotoluene degradation II"	NA	NA	"pubmed/1526468"	2
